Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
WWE - The Game (Triple H),1,"",114,"","3,614","3,614"
Midnight To Monaco - One In A Million,1,"",126,"","3,606","3,606"
Sam Smith - Leave Your Lover,2,"",140,"","1,923","3,600"
Nick Cave & The Bad Seeds - Jesus Alone,1,"",156,"","3,598","3,598"
Joshua Radin - Only You,1,"",93,"","3,596","3,596"
Florida Georgia Line - H.O.L.Y.,1,"",107,"","3,582","3,582"
BANKS - To The Hilt,1,"",150,"","3,576","3,576"
Miguel - face the sun,1,"",81,"","3,574","3,574"
The Chemical Brothers - Go,2,"",160,"","2,071","3,573"
Mud - Lonely This Christmas,1,"",165,"","3,573","3,573"
SG Lewis - Holding Back,1,"",142,"","3,571","3,571"
Foy Vance - Guiding Light,1,"",183,"","3,567","3,567"
Ingrid Michaelson - You and I,2,"",163,"","1,783","3,561"
Biffy Clyro - Howl,1,"",129,"","3,558","3,558"
ZHU - Generationwhy,1,"",143,"","3,556","3,556"
Erykah Badu - On & On,1,"",184,"","3,556","3,556"
Ben E. King - Stand by Me,1,"",191,"","3,555","3,555"
Trzynasta w Samo Poludnie - My Way,2,"",111,"","2,164","3,547"
Snow Patrol - Chasing Cars,1,"",128,"","3,545","3,545"
FRENSHIP - 1000 Nights,1,"",135,"","3,545","3,545"
David Bowie - Fame (2007 Remastered),1,"",93,"","3,543","3,543"
Dropout - Handcrafted,1,"",198,"","3,542","3,542"
Kiesza - No Enemiesz,1,"",67,"","3,542","3,542"
Bing Crosby - Here Comes Santa Claus (Right Down Santa Claus Lane) - Single Version,1,"",168,"","3,540","3,540"
G-Eazy - Bone Marrow,1,"",196,"","3,539","3,539"
"Alan Silvestri - ""All That Is or Ever Was or Ever Will Be""",1,"",187,"","3,534","3,534"
Chet Porter - Stay,1,"",142,"","3,533","3,533"
Rihanna - Love On The Brain - RY X Remix,1,"",191,"","3,528","3,528"
Echosmith - Cool Kids - RAC Mix,2,"",138,"","1,771","3,527"
ARTY - Up All Night,1,"",110,"","3,527","3,527"
Ray J - Brown Sugar,2,"",153,"","1,931","3,526"
Joe Cocker - With A Little Help From My Friends,1,"",110,"","3,521","3,521"
ODESZA - Sun Models,1,"",185,"","3,518","3,518"
Katy Perry - California Gurls,2,"",166,"","1,811","3,517"
Of Monsters and Men - Wolves Without Teeth,1,"",81,"","3,515","3,515"
Terror Jr - Super Powers,1,"",157,"","3,509","3,509"
Jack Garratt - Weathered,1,"",81,"","3,508","3,508"
Sting - Brand New Day,1,"",150,"","3,503","3,503"
Knife Party - Battle Sirens,1,"",159,"","3,501","3,501"
A$AP Rocky - Back Home,2,"",167,"","1,849","3,501"
HARLOE - All in My Feelings,1,"",166,"","3,489","3,489"
Happysad - Nadzy na mróz,1,"",195,"","3,482","3,482"
Pavlova - Burn Brighter,1,"",145,"","3,469","3,469"
No Doubt - Don't Speak,1,"",134,"","3,464","3,464"
KOLAJ - The Touch,1,"",109,"","3,461","3,461"
Maraaya - Here for You,2,"",142,"","1,839","3,455"
Spada & Elen Levon - Cool Enough,2,"",144,"","1,805","3,453"
MNEK - At Night (I Think About You),1,"",129,"","3,449","3,449"
Olly Alexander (Years & Years) - Border,1,"",83,"","3,447","3,447"
Brantley Gilbert - Bottoms Up,1,"",112,"","3,443","3,443"
Fifth Harmony - This is How We Roll,1,"",69,"","3,439","3,439"
Motörhead - Overkill,1,"",120,"","3,427","3,427"
Betsy - Fair,1,"",109,"","3,416","3,416"
Quebonafide - QueQuality,1,"",123,"","3,411","3,411"
Calvin Harris - This Is What You Came For - Dillon Francis Remix,1,"",176,"","3,407","3,407"
Elliot Moss - Slip,2,"",196,"","1,804","3,404"
Life of Dillon - Overload,2,"",159,"","1,769","3,404"
Madonna - Ghosttown,1,"",65,"","3,404","3,404"
Rammstein - Amerika,2,"",103,"","2,101","3,400"
Francis and the Lights - Friends,1,"",138,"","3,394","3,394"
The Chainsmokers - Let You Go,1,"",71,"","3,392","3,392"
USHER - Wait For It,1,"",198,"","3,387","3,387"
Jasmine Thompson - Thinking out Loud,2,"",182,"","1,894","3,386"
Imagine Dragons - Smoke And Mirrors,2,"",142,"","1,923","3,381"
Alan Walker - Sing Me to Sleep - Marshmello Remix,1,"",152,"","3,379","3,379"
Grimes - Entropy,1,"",60,"","3,371","3,371"
Girl Blue - Fire Under Water,1,"",155,"","3,370","3,370"
blink-182 - She's Out Of Her Mind,1,"",142,"","3,369","3,369"
A.A. Bondy - Mightiest of Guns,2,"",166,"","1,749","3,367"
Carly Rae Jepsen - All That,2,"",157,"","1,717","3,366"
Joey Bada$$ - On & On,2,"",160,"","1,788","3,364"
The Five Stairsteps - O-o-h Child - Remastered,2,"",149,"","1,764","3,362"
The Japanese House - Face Like Thunder,1,"",152,"","3,357","3,357"
George Michael - I Knew You Were Waiting (For Me),1,"",176,"","3,354","3,354"
Death Cab for Cutie - The Ghosts Of Beverly Drive,1,"",74,"","3,354","3,354"
Sam Smith - I've Told You Now,2,"",156,"","1,770","3,353"
Jon Bellion - Overwhelming,1,"",126,"","3,349","3,349"
Ain't Nobody - Ain't Nobody - Loves Me Better,2,"",179,"","1,696","3,344"
Kid Rock - All Summer Long,1,"",141,"","3,344","3,344"
Trzynasta w Samo Poludnie - Lost Highway,2,"",119,"","2,025","3,342"
Gavin DeGraw - Not Over You,1,"",117,"","3,341","3,341"
Various Artists - Election Day Intro from the President,1,"",143,"","3,339","3,339"
Counting Crows - Mr. Jones,1,"",160,"","3,338","3,338"
Wet - The Middle,1,"",165,"","3,335","3,335"
CHVRCHES - Warning Call,1,"",139,"","3,333","3,333"
Two Door Cinema Club - Lavender,1,"",180,"","3,332","3,332"
MARINA - Savages,1,"",64,"","3,326","3,326"
Ariana Grande - Best Mistake,2,"",152,"","1,847","3,325"
Highly Suspect - My Name Is Human,1,"",167,"","3,319","3,319"
Leona Lewis - Fire Under My Feet,1,"",86,"","3,319","3,319"
BROODS - Heartlines,1,"",130,"","3,317","3,317"
Smokey Robinson & The Miracles - Jingle Bells,1,"",77,"","3,314","3,314"
CHVRCHES - Clearest Blue,1,"",76,"","3,310","3,310"
Boyce Avenue - Imperfect Me,1,"",115,"","3,308","3,308"
Beck - Morning,2,"",148,"","1,820","3,305"
Green Day - Revolution Radio,1,"",169,"","3,304","3,304"
machineheart - Stonecold,1,"",170,"","3,303","3,303"
Bat For Lashes - Plan The Escape (Son Lux Cover),1,"",68,"","3,302","3,302"
The Head And The Heart - I Don't Mind,1,"",171,"","3,300","3,300"
Train - Marry Me,1,"",102,"","3,298","3,298"
Mark Ronson - I Can't Lose,1,"",71,"","3,296","3,296"
Dimitri Vegas & Like Mike - Hey Baby,1,"",175,"","3,286","3,286"
Fifth Harmony - All I Want for Christmas Is You,1,"",168,"","3,281","3,281"
Passenger - Anywhere,1,"",159,"","3,276","3,276"
Tritonal - Broken,1,"",158,"","3,276","3,276"
Erik Hassle - Smaller,1,"",102,"","3,275","3,275"
Fifth Harmony - BO$$,1,"",120,"","3,273","3,273"
Vanic - Samurai,1,"",171,"","3,270","3,270"
Marilyn Manson - Third Day Of A Seven Day Binge,2,"",134,"","1,844","3,262"
Cheat Codes - Queen Elizabeth,1,"",176,"","3,261","3,261"
Handsome Ghost - Blood Stutter,2,"",148,"","1,860","3,254"
Amber Mark - Way Back,1,"",163,"","3,250","3,250"
Rae Sremmurd - Throw Sum Mo,2,"",163,"","1,725","3,249"
Barei - Say Yay!,1,"",130,"","3,246","3,246"
Zedd - Addicted To A Memory,2,"",160,"","1,704","3,246"
Zac Brown Band - Homegrown,2,"",167,"","1,719","3,245"
Strangers You Know - Used,1,"",114,"","3,245","3,245"
Calvin Harris - This Is What You Came For - R3hab Remix,1,"",160,"","3,244","3,244"
Passion Pit - All I Want,2,"",159,"","1,682","3,244"
Maggie Lindemann - Pretty Girl,1,"",161,"","3,239","3,239"
A$AP Rocky - F**kin' Problems,2,"",190,"","1,754","3,232"
Basia Bulat - Fool,1,"",117,"","3,226","3,226"
The Japanese House - Cool Blue,1,"",89,"","3,223","3,223"
Tristan Prettyman - Perfect Storm,2,"",120,"","1,885","3,221"
Purity Ring - push pull,2,"",161,"","1,639","3,220"
Keane - Somewhere Only We Know,1,"",104,"","3,211","3,211"
Sofia Carson - Love Is the Name,1,"",122,"","3,211","3,211"
Rae Sremmurd - Set The Roof,1,"",163,"","3,210","3,210"
Ra Ra Riot - Foreign Lovers,1,"",118,"","3,207","3,207"
Rihanna - Umbrella,1,"",153,"","3,204","3,204"
gnash - home,1,"",178,"","3,202","3,202"
Olly Murs - Beautiful to Me,1,"",77,"","3,200","3,200"
Pitbull - Greenlight,1,"",142,"","3,192","3,192"
Ella Vos - White Noise,1,"",172,"","3,191","3,191"
Train - Angel in Blue Jeans,1,"",123,"","3,190","3,190"
AC/DC - Rock or Bust,2,"",162,"","1,607","3,189"
Fetty Wap - Let It Bang,1,"",97,"","3,187","3,187"
American Authors - What We Live For,1,"",115,"","3,187","3,187"
Leon Else - Black Car,1,"",180,"","3,185","3,185"
A R I Z O N A - Cross My Mind,1,"",167,"","3,185","3,185"
OneRepublic - A.I.,1,"",167,"","3,178","3,178"
Dido - Thank You,1,"",171,"","3,176","3,176"
Future - Used to This,1,"",179,"","3,173","3,173"
Tove Lo - Don’t Talk About It,1,"",189,"","3,168","3,168"
Madonna - Unapologetic Bitch,1,"",73,"","3,167","3,167"
Mumford & Sons - Wona,1,"",160,"","3,165","3,165"
Kevin Gates - Kno One,1,"",80,"","3,157","3,157"
Cam'ron - So Bad,1,"",84,"","3,157","3,157"
Gucci Mane - Guwop Home,1,"",139,"","3,156","3,156"
Bob Dylan - Like a Rolling Stone,1,"",161,"","3,155","3,155"
Bastille - Snakes,1,"",183,"","3,154","3,154"
The Last Shadow Puppets - Miracle Aligner,1,"",117,"","3,147","3,147"
André Rieu - Rudolph The Red-Nosed Reindeer,1,"",85,"","3,147","3,147"
MONA - In the Middle,1,"",172,"","3,144","3,144"
Sylvan Esso - Radio,1,"",151,"","3,139","3,139"
Korn - Take Me,1,"",186,"","3,136","3,136"
Wet - You're the Best,1,"",121,"","3,129","3,129"
John Mayer - Love Is A Verb,1,"",107,"","3,124","3,124"
Colbie Caillat - Bubbly,1,"",108,"","3,123","3,123"
Big Wild - Aftergold,1,"",149,"","3,121","3,121"
Disclosure - BOSS,1,"",164,"","3,111","3,111"
Tradycyjne Kolędy Polskie - Nie było miejsca dla Ciebie,1,"",170,"","3,110","3,110"
Netsky - Work It Out,1,"",108,"","3,109","3,109"
OMFG - Hello,2,"",168,"","1,624","3,108"
Bahamas - All The Time,2,"",164,"","1,627","3,104"
Mac Miller - Weekend,1,"",98,"","3,103","3,103"
R3HAB - Care (Ft. Madi),1,"",127,"","3,098","3,098"
The Band Perry - Comeback Kid,1,"",172,"","3,098","3,098"
Jessie Reyez - Figures,1,"",179,"","3,091","3,091"
Kina Grannis - The Fire,2,"",190,"","1,567","3,087"
George Michael - December Song (I Dreamed Of Christmas),1,"",196,"","3,085","3,085"
PRO8L3M - Intro,1,"",145,"","3,077","3,077"
Nick Cave & The Bad Seeds - Girl In Amber,1,"",186,"","3,076","3,076"
Mike Posner - Be As You Are - JordanXL Remix,1,"",127,"","3,075","3,075"
Nick Jonas - Under You,1,"",146,"","3,075","3,075"
Justin Jay - What Do You Want,1,"",127,"","3,075","3,075"
Prince - The Song of the Heart,1,"",137,"","3,072","3,072"
Wiz Khalifa - Go Hard or Go Home,2,"",182,"","1,577","3,070"
FLETCHER - Avalanche,1,"",156,"","3,063","3,063"
Young & Divine - Game Girl,1,"",180,"","3,063","3,063"
gnash - something,1,"",178,"","3,061","3,061"
The Chainsmokers - Waterbed,1,"",88,"","3,059","3,059"
Bing Crosby - Frosty The Snowman - Remastered 2006,1,"",174,"","3,058","3,058"
Donna Lewis - I Love You Always Forever,1,"",109,"","3,056","3,056"
Lorde - Flicker (Kanye West Rework),1,"",77,"","3,050","3,050"
"Rufus Wainwright - Baby, It's Cold Outside",1,"",175,"","3,047","3,047"
Mabel - My Boy My Town,1,"",147,"","3,045","3,045"
Action Bronson - Baby Blue,1,"",76,"","3,044","3,044"
Nick Cave & The Bad Seeds - Rings Of Saturn,1,"",188,"","3,043","3,043"
Theophilus London - Can't Stop,2,"",182,"","1,549","3,034"
Motörhead - Fire Storm Hotel,1,"",146,"","3,032","3,032"
Bon Jovi - Livin' On A Prayer,1,"",121,"","3,032","3,032"
Sonny Alven - Irregular Love,1,"",79,"","3,030","3,030"
liv - Wings of Love,1,"",182,"","3,029","3,029"
Perry Como - (There's No Place Like) Home for the Holidays - 1959 Version,1,"",178,"","3,026","3,026"
Birdy - Keeping Your Head Up - Don Diablo Remix; Radio Edit,1,"",124,"","3,026","3,026"
Adele - Remedy,1,"",160,"","3,025","3,025"
Cheat Codes - Don't Say No,1,"",98,"","3,024","3,024"
Cash Cash - Millionaire,1,"",157,"","3,022","3,022"
GROUPLOVE - Welcome To Your Life,1,"",148,"","3,022","3,022"
Meghan Trainor - Watch Me Do,1,"",155,"","3,018","3,018"
Jason Mraz - I Won't Give Up,2,"",179,"","1,551","3,017"
Avicii - For A Better Day - DubVision Remix,1,"",187,"","3,015","3,015"
Amy Winehouse - Rehab - Pharoahe Monch Remix,1,"",165,"","3,014","3,014"
HONNE - Gone Are The Days,1,"",116,"","3,010","3,010"
USHER - Good Kisser - Disclosure Remix,1,"",136,"","3,009","3,009"
Kiesza - Losin' My Mind,1,"",82,"","3,002","3,002"
HONNE - Someone That Loves You,1,"",130,"","3,001","3,001"
G-Eazy - One Of Them,1,"",108,"","2,999","2,999"
Jessie J - Sweet Talker,2,"",168,"","1,533","2,996"
Justin Bieber - Boyfriend - Acoustic Version,1,"",110,"","2,994","2,994"
St. Lucia - Game 4 U,1,"",133,"","2,993","2,993"
Depeche Mode - Just Can't Get Enough,1,"",180,"","2,992","2,992"
Tep No - The Best Crew,1,"",163,"","2,990","2,990"
Fleetwood Mac - You Make Loving Fun,1,"",111,"","2,989","2,989"
Keith Kenniff - Branch,2,"",166,"","1,508","2,987"
Kesha - TiK ToK,1,"",168,"","2,983","2,983"
Ledinsky - DonaldTrumpMakesMeWannaSmokeCrack,1,"",151,"","2,981","2,981"
Najlepsze Kolędy - Dzisiaj W Betlejem,1,"",183,"","2,980","2,980"
Ocean Park Standoff - Good News,1,"",194,"","2,978","2,978"
Dr. Dre - The Next Episode,2,"",181,"","1,543","2,975"
Michaël Brun - All I Ever Wanted,1,"",181,"","2,974","2,974"
Michael Bublé - Silver Bells,1,"",185,"","2,970","2,970"
Cheat Codes - Say Goodbye,1,"",126,"","2,964","2,964"
Benjamin Francis Leftwich - Mayflies,1,"",159,"","2,963","2,963"
Motörhead - Sympathy For The Devil,1,"",149,"","2,962","2,962"
Beata Kozidrak - Upilam Sie Toba,1,"",167,"","2,961","2,961"
Pierce The Veil - Circles,1,"",156,"","2,958","2,958"
Green Day - Ordinary World,1,"",197,"","2,957","2,957"
Luke Christopher - They Know,1,"",86,"","2,955","2,955"
CHVRCHES - Keep You On My Side,1,"",112,"","2,954","2,954"
David Bowie - Where Are We Now?,1,"",123,"","2,953","2,953"
One Direction - You & I,2,"",176,"","1,557","2,951"
Tove Lo - Scars,1,"",127,"","2,949","2,949"
Chris and Thomas - Incarnation Song,2,"",153,"","1,558","2,948"
Travis Scott - Pray 4 Love,1,"",85,"","2,945","2,945"
Alesso - Scars,1,"",92,"","2,945","2,945"
Eve 6 - Inside Out,1,"",174,"","2,944","2,944"
BROODS - Couldn't Believe,1,"",160,"","2,943","2,943"
The Civil Wars - Poison & Wine,2,"",182,"","1,496","2,943"
Bastille - Winter Of Our Youth,1,"",196,"","2,939","2,939"
Big Grams - Goldmine Junkie,1,"",113,"","2,938","2,938"
Youngr - Out Of My System,1,"",171,"","2,937","2,937"
Led Zeppelin - Good Times Bad Times - 1993 Remaster,2,"",139,"","1,649","2,928"
Alex Winston - Careless,1,"",92,"","2,928","2,928"
Jack Johnson - Angel,1,"",112,"","2,927","2,927"
The Everly Brothers - Wake up Little Susie,1,"",125,"","2,927","2,927"
Michael Jackson - Little Christmas Tree,1,"",93,"","2,927","2,927"
MUNA - Loudspeaker,1,"",140,"","2,925","2,925"
Steve Aoki - I Love It When You Cry (Moxoki),1,"",91,"","2,921","2,921"
Alicia Keys - Holy War,1,"",195,"","2,919","2,919"
Kodaline - All I Want,2,"",194,"","1,459","2,917"
SNBRN - Gangsta Walk,1,"",139,"","2,916","2,916"
Vanessa Carlton - A Thousand Miles,1,"",181,"","2,910","2,910"
The Vaccines - 20/20,1,"",98,"","2,909","2,909"
JAHKOY - California Heaven,1,"",199,"","2,909","2,909"
High Rule - Touch,1,"",87,"","2,907","2,907"
Big Gigantic - All of Me,1,"",197,"","2,904","2,904"
Kranium - We Can,1,"",198,"","2,903","2,903"
AC/DC - If You Want Blood (You've Got It),1,"",105,"","2,902","2,902"
Bridgit Mendler - Atlantis,1,"",197,"","2,899","2,899"
Emeli Sandé - Breathing Underwater,1,"",186,"","2,899","2,899"
IYES - Glow,1,"",96,"","2,896","2,896"
Biffy Clyro - Wolves of Winter,1,"",169,"","2,895","2,895"
Bob Dylan - Knockin' On Heaven's Door - Remastered,1,"",186,"","2,894","2,894"
Sigala - Say You Do,1,"",134,"","2,893","2,893"
Grace Jones - Original Beast,1,"",83,"","2,891","2,891"
Fitz and The Tantrums - Roll Up,1,"",163,"","2,888","2,888"
Louis Futon - Wasted On You,1,"",147,"","2,879","2,879"
Night Beds - Me Liquor and God,1,"",97,"","2,878","2,878"
BROODS - We Had Everything,1,"",168,"","2,875","2,875"
Felix Jaehn - Cut The Cord (Felix Jaehn Vs. Hitimpulse) - Felix Jaehn vs. Hitimpulse,1,"",167,"","2,873","2,873"
Warpaint - New Song,1,"",189,"","2,871","2,871"
Guzior - Omori Omori,1,"",155,"","2,870","2,870"
AURORA - Warrior,1,"",151,"","2,867","2,867"
Bryan Adams - Summer Of '69,1,"",177,"","2,866","2,866"
David Bowie - The Stars (Are Out Tonight),1,"",133,"","2,865","2,865"
Lucas Nord - Don't Need Your Love,1,"",148,"","2,865","2,865"
Wild Belle - Throw Down Your Guns,1,"",122,"","2,863","2,863"
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),2,"",199,"","1,435","2,863"
Mariah Carey - Always Be My Baby,1,"",199,"","2,855","2,855"
Pentatonix - Rather Be,1,"",143,"","2,855","2,855"
Flo Rida - Who's With Me,1,"",174,"","2,853","2,853"
Dotan - Home,2,"",176,"","1,460","2,853"
Kygo - Fiction,1,"",164,"","2,851","2,851"
Catfish and the Bottlemen - Soundcheck,1,"",129,"","2,849","2,849"
Radiohead - Creep,1,"",183,"","2,841","2,841"
Era Istrefi - Bonbon - English Version,1,"",151,"","2,834","2,834"
Madonna - Illuminati,1,"",83,"","2,833","2,833"
MisterWives - Reflections,2,"",168,"","1,419","2,828"
Feed Me - What It Feels Like,1,"",175,"","2,827","2,827"
Kendrick Lamar - untitled 08 09.06.2014.,1,"",141,"","2,821","2,821"
Shakira - Can't Remember to Forget You,1,"",146,"","2,820","2,820"
Carly Rae Jepsen - Emotion,1,"",106,"","2,817","2,817"
Madonna - Bitch I'm Madonna,1,"",84,"","2,816","2,816"
"Explosions In The Sky - So Long, Lonesome",2,"",162,"","1,483","2,816"
EDEN - Fumes,1,"",198,"","2,816","2,816"
Yellow Claw - Invitation,1,"",175,"","2,814","2,814"
Jidenna - Classic Man - Remix,1,"",107,"","2,812","2,812"
Gwen Stefani - Make Me Like You,1,"",143,"","2,805","2,805"
Kiesza - So Deep,1,"",86,"","2,805","2,805"
XOV - Animal,1,"",88,"","2,801","2,801"
Tory Lanez - All The Girls,1,"",199,"","2,801","2,801"
James Vincent McMorrow - Higher Love,2,"",197,"","1,499","2,797"
Ania Dąbrowska - I'm Trying to Fight It,1,"",131,"","2,795","2,795"
Grzegorz Hyży - Pusty dom,1,"",90,"","2,794","2,794"
Catfish and the Bottlemen - Homesick,1,"",93,"","2,787","2,787"
Kygo - Intro,1,"",171,"","2,786","2,786"
LunchMoney Lewis - Ain't Too Cool,1,"",124,"","2,785","2,785"
Lush & Simon - Wasted Love,1,"",143,"","2,784","2,784"
Cash Cash - Broken Drum,1,"",183,"","2,782","2,782"
Tom Odell - Another Love - Zwette Edit,1,"",173,"","2,782","2,782"
Lorde - Ladder Song,1,"",90,"","2,780","2,780"
Meghan Trainor - Better,1,"",151,"","2,778","2,778"
Najlepsze Kolędy - Bóg Się Rodzi,1,"",197,"","2,777","2,777"
Shaggy - I Got You,1,"",174,"","2,777","2,777"
Bing Crosby - God Rest Ye Merry Gentlemen,1,"",198,"","2,775","2,775"
John Newman - Olé,1,"",182,"","2,770","2,770"
Nick Jonas - Bacon,1,"",189,"","2,768","2,768"
D'Angelo - Sugah Daddy,1,"",103,"","2,767","2,767"
Enrique Iglesias - DUELE EL CORAZON (English Version),1,"",175,"","2,767","2,767"
B.B. King - Better Not Look Down - Single Version,1,"",98,"","2,765","2,765"
Daya - U12,1,"",93,"","2,763","2,763"
Seven Lions - Coming Home,1,"",180,"","2,763","2,763"
U2 - I Still Haven't Found What I'm Looking For - Remastered 2007,1,"",135,"","2,753","2,753"
FKA twigs - Good to Love,1,"",134,"","2,747","2,747"
LÉON - Nobody Cares,1,"",112,"","2,747","2,747"
FRENSHIP - Carpet,1,"",181,"","2,742","2,742"
Motörhead - Shoot Out All of Your Lights,1,"",163,"","2,741","2,741"
Zeds Dead - Blame,1,"",166,"","2,740","2,740"
Lemaitre - Stepping Stone,1,"",152,"","2,739","2,739"
Foo Fighters - The Feast and The Famine,1,"",72,"","2,738","2,738"
TOTEM - Bubblegum,1,"",169,"","2,735","2,735"
Third Eye Blind - Graduate,1,"",190,"","2,730","2,730"
Wet - All the Ways,1,"",133,"","2,725","2,725"
Eric Clapton - Riding With The King,1,"",99,"","2,721","2,721"
Gwen Stefani - Where Would I Be?,1,"",144,"","2,719","2,719"
Handsome Ghost - Graduate,1,"",151,"","2,717","2,717"
ZHU - Testarossa Music,1,"",108,"","2,716","2,716"
Macklemore & Ryan Lewis - Dance Off,1,"",144,"","2,716","2,716"
Calvin Harris - Slow Acid,1,"",151,"","2,712","2,712"
Ellie Goulding - Still Falling For You - Jonas Blue Remix,1,"",189,"","2,711","2,711"
Nick Murphy - 1998,1,"",100,"","2,711","2,711"
Kid Ink - Every City We Go,1,"",92,"","2,710","2,710"
Bastille - Good Grief - Don Diablo Remix,1,"",170,"","2,704","2,704"
Rationale - Fast Lane,1,"",96,"","2,702","2,702"
Diddy - Been Around the World,1,"",170,"","2,701","2,701"
Tove Lo - True Disaster,1,"",191,"","2,700","2,700"
AlunaGeorge - My Blood,1,"",157,"","2,697","2,697"
Bryan Adams - (Everything I Do) I Do It For You,1,"",134,"","2,697","2,697"
Mike Posner - Buried In Detroit - Lucas Löwe Remix,1,"",144,"","2,696","2,696"
One Direction - Perfect - Matoma Remix,1,"",100,"","2,693","2,693"
Mary J. Blige - Family Affair,1,"",161,"","2,692","2,692"
Quebonafide - Asceta,1,"",162,"","2,690","2,690"
Fetty Wap - Wake Up,1,"",161,"","2,690","2,690"
Charli XCX - Vroom Vroom,1,"",150,"","2,686","2,686"
Pierce Fulton - No More,1,"",142,"","2,683","2,683"
Donny Montell - I‘ve Been Waiting For This Night - Eurovision 2016 - Lithuania,1,"",162,"","2,680","2,680"
Carly Rae Jepsen - Warm Blood,1,"",102,"","2,679","2,679"
Foo Fighters - Learn to Fly,1,"",173,"","2,678","2,678"
David Bowie - Dirty Boys,1,"",144,"","2,677","2,677"
Shakira - La Tortura,1,"",126,"","2,676","2,676"
FRND - Friend,1,"",193,"","2,674","2,674"
Chris August - Loving You Is Easy,1,"",125,"","2,673","2,673"
Timeflies - All The Way,2,"",177,"","1,370","2,672"
Sia - One Million Bullets,1,"",128,"","2,672","2,672"
Blackstreet - No Diggity,1,"",148,"","2,671","2,671"
Prince - A Case of You,1,"",163,"","2,671","2,671"
Quebonafide - Wesoła ekipa,1,"",163,"","2,670","2,670"
Snakehips - Dímelo,1,"",156,"","2,669","2,669"
Dawn Richard - Not Above That,1,"",161,"","2,666","2,666"
Backstreet Boys - I Want It That Way,1,"",157,"","2,661","2,661"
Daniel Powter - Bad Day,1,"",190,"","2,658","2,658"
Flume - Helix,1,"",181,"","2,653","2,653"
Hundred Waters - Show Me Love - Skrillex Remix,1,"",191,"","2,652","2,652"
Otto Knows - Back Where I Belong,1,"",193,"","2,649","2,649"
The Chemical Brothers - This Is Not A Game,1,"",96,"","2,647","2,647"
Bob Marley & The Wailers - Is This Love - Remix,1,"",183,"","2,646","2,646"
Jagged Edge - Where the Party At,1,"",164,"","2,636","2,636"
Kiiara - Feels,1,"",159,"","2,635","2,635"
Terror Jr - Sugar,1,"",179,"","2,631","2,631"
Peter Bjorn and John - A Long Goodbye,1,"",187,"","2,631","2,631"
Maria Niklińska - Plac!,1,"",95,"","2,631","2,631"
Fismoll - Eager Boy,1,"",126,"","2,629","2,629"
Grace Potter - Look What We've Become,1,"",114,"","2,623","2,623"
Disclosure - Superego,1,"",125,"","2,621","2,621"
Cash Cash - Turn,1,"",199,"","2,621","2,621"
Transviolet - Night Vision,1,"",120,"","2,617","2,617"
Foxes - All I Need,1,"",151,"","2,616","2,616"
James Vincent McMorrow - Rising Water,1,"",200,"","2,615","2,615"
Ellie Goulding - Don't Need Nobody,1,"",164,"","2,614","2,614"
Motörhead - Electricity,1,"",172,"","2,614","2,614"
CAZZETTE - She Wants Me Dead - CAZZETTE vs. AronChupa,1,"",184,"","2,613","2,613"
Muse - Madness,1,"",200,"","2,611","2,611"
Young the Giant - Something To Believe In,1,"",167,"","2,611","2,611"
Eva Shaw - Rise N Shine,1,"",185,"","2,611","2,611"
Kamil Bednarek - List,1,"",193,"","2,602","2,602"
Sia - Broken Glass - Live from The Village,1,"",171,"","2,602","2,602"
Flume - Lose It,1,"",192,"","2,595","2,595"
AFROJACK - SummerThing!,1,"",91,"","2,594","2,594"
O.S.T.R. - Epilog,1,"",154,"","2,592","2,592"
The Dumplings - Mozliwosc Wyspy,1,"",152,"","2,590","2,590"
James TW - Naked,1,"",167,"","2,589","2,589"
Mariah Carey - Hero,1,"",146,"","2,589","2,589"
Deftones - Prayers / Triangles,1,"",153,"","2,586","2,586"
Who Is Fancy - Goodbye,1,"",95,"","2,586","2,586"
ZHU - Hometown Girl,1,"",191,"","2,583","2,583"
The Dumplings - Blue Flower,1,"",155,"","2,578","2,578"
The Hunna - You & Me,1,"",174,"","2,572","2,572"
Tove Styrke - Even If I'm Loud It Doesn't Mean I'm Talking to You,1,"",124,"","2,568","2,568"
Fehrplay - Everywhere You Go,1,"",155,"","2,567","2,567"
Fort Minor - Remember the Name,1,"",175,"","2,567","2,567"
Ingrid Michaelson - Hell No,1,"",173,"","2,564","2,564"
Yugopolis - Miasto Budzi Się - 2014 Remastered,1,"",89,"","2,563","2,563"
Maroon 5 - Payphone,1,"",185,"","2,562","2,562"
Josef Salvat - Paradise,1,"",156,"","2,562","2,562"
Chuck Berry - Merry Christmas Baby - Single Version,1,"",113,"","2,561","2,561"
Pierce Fulton - Borrowed Lives,1,"",188,"","2,561","2,561"
Phoebe Ryan - Mine,1,"",96,"","2,550","2,550"
Peg Parnevik - Ain't No Saint,1,"",198,"","2,547","2,547"
Deys - Cera,1,"",179,"","2,544","2,544"
FO&O - My Girl,1,"",157,"","2,543","2,543"
Taco Hemingway - Przerywnik,1,"",195,"","2,539","2,539"
*NSYNC - It's Gonna Be Me,1,"",171,"","2,537","2,537"
"Modern Talking - You're My Heart, You're My Soul '98 - Remastered",1,"",92,"","2,535","2,535"
Prophets Of Rage - Prophets Of Rage,1,"",190,"","2,534","2,534"
