Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Ed Sheeran - Take It Back,115,"",96,"","22,426","2,005,910"
Charli XCX - 360,18,"",52,"","163,868","2,004,772"
The Weeknd - Out of Time,20,"",11,"","236,064","2,004,698"
Koffee - Toast,40,"",159,"","56,808","2,004,348"
Lil Tjay - Beat the Odds,27,"",38,"","132,224","2,002,710"
"Metro Boomin - Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",21,"",56,"","116,225","2,001,743"
4batz - act ii: date @ 8,25,"",132,"","95,499","1,998,827"
Tinie Tempah - Top Winners,35,"",86,"","81,156","1,997,374"
Liam Payne - All I Want (For Christmas),20,"",85,"","245,293","1,995,598"
Borai & Denham Audio - Make Me,28,"",128,"","81,022","1,994,618"
4batz - act ii: date @ 8,19,"",37,"","192,589","1,993,835"
Wale - My Love,34,"",74,"","83,353","1,987,748"
Petit Biscuit - Sunset Lover,55,"",109,"","47,595","1,987,271"
Spice Girls - Wannabe,34,"",86,"","87,638","1,986,367"
"Gracie Abrams - I miss you, I’m sorry",25,"",107,"","90,891","1,984,749"
Justin Bieber - Trust,52,"",61,"","70,615","1,978,967"
Juice WRLD - Bad Energy,20,"",12,"","301,269","1,978,350"
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)",51,"",63,"","96,001","1,977,727"
Britney Spears - Make Me...,57,"",88,"","52,049","1,976,416"
MENTIS - Excuses,35,"",100,"","66,972","1,973,072"
Summer Walker - Girls Need Love,32,"",62,"","94,776","1,972,967"
Taylor Swift - Dear Reader,20,"",40,"","195,937","1,972,108"
Taylor Swift - I Forgot That You Existed,22,"",17,"","260,302","1,970,517"
21 Savage - Mr. Right Now,24,"",19,"","209,424","1,969,565"
Drake - Race My Mind,15,"",17,"","446,417","1,967,847"
Shaggy - It Wasn't Me,47,"",83,"","84,056","1,960,552"
Justin Bieber - All In It,52,"",62,"","66,366","1,957,634"
AJ Tracey - Cat Pack,28,"",54,"","133,504","1,957,572"
Lauv - Mean It,32,"",77,"","90,055","1,956,836"
Tony Bennett - Winter Wonderland,26,"",91,"","145,787","1,956,316"
Ariana Grande - the light is coming,26,"",46,"","158,790","1,955,926"
Iyaz - Replay,45,"",88,"","69,019","1,952,922"
Galantis - Bones,34,"",136,"","68,350","1,952,632"
Alex Ross - Dreams,47,"",128,"","54,052","1,951,634"
Juice WRLD - Legends,26,"",41,"","156,326","1,951,424"
Taylor Swift - This Love (Taylor’s Version),16,1,8,"","382,619","1,950,586"
Taylor Swift - All You Had To Do Was Stay (Taylor's Version),12,1,10,"","533,052","1,945,781"
Digga D - Bluuwuu,22,"",15,"","197,604","1,945,446"
Fredo - Freddy,33,"",81,"","79,348","1,945,383"
Taylor Swift - New Romantics (Taylor's Version),14,"",15,"","454,062","1,945,255"
Rema - Calm Down,31,"",124,"","71,528","1,943,522"
Shawn Mendes - Like To Be You feat. Julia Michaels,34,"",56,"","113,125","1,942,999"
Juice WRLD - Cigarettes,22,"",19,"","171,425","1,942,961"
Stevie Wonder - Someday At Christmas,14,"",74,"","342,430","1,942,669"
"Sofía Reyes - 1, 2, 3",37,"",139,"","64,189","1,941,597"
Axwell /\ Ingrosso - Sun Is Shining,70,"",54,"","51,920","1,938,843"
Katy Perry - Harleys In Hawaii,28,"",55,"","114,163","1,938,401"
MGMT - Kids,39,"",83,"","75,982","1,936,314"
Paolo Nutini - Last Request,57,"",67,"","64,536","1,936,013"
Ariana Grande - i wish i hated you,14,"",24,"","234,530","1,935,803"
One Direction - Olivia,54,"",58,"","86,900","1,935,296"
KSI - Friends With Benefits (KSI vs MNDM),54,"",73,"","58,479","1,934,867"
Ariana Grande - true story,14,"",19,"","284,868","1,934,862"
Drake - Ratchet Happy Birthday,20,"",34,"","293,762","1,934,285"
The Weeknd - Gasoline,18,1,4,"","287,494","1,933,310"
Pitbull - Fun,81,"",69,"","41,389","1,933,295"
Alice Merton - No Roots,35,"",89,"","79,777","1,932,410"
Taylor Swift - Cassandra,13,"",36,"","326,669","1,931,595"
Adele - Rumour Has It,27,"",45,"","132,090","1,931,487"
Eminem - Em Calls Paul - Skit,20,"",24,"","246,143","1,931,480"
Lauv - There's No Way,35,"",104,"","68,355","1,930,987"
Stormzy - WickedSkengMan 4,77,"",93,"","36,968","1,929,995"
Drake - Final Fantasy,21,"",42,"","255,463","1,929,107"
Juice WRLD - Stay High,22,"",29,"","208,115","1,928,381"
Nines - Oh My,28,"",74,"","120,116","1,927,969"
Swarmz - However Do You Want It,32,"",75,"","98,578","1,927,292"
Jorja Smith - I Am,29,"",47,"","150,128","1,926,835"
Internet Money - Somebody,33,"",97,"","67,113","1,926,133"
Logic - 44 More,32,"",70,"","93,244","1,925,972"
Pop Smoke - Demeanor,24,"",31,"","178,028","1,920,846"
HStikkytokky - Twust,18,1,6,"","253,516","1,919,330"
George Ezra - Cassy O',109,"",86,"","30,486","1,917,193"
Michael Bublé - Mis Deseos / Feliz Navidad (duet with Thalia),33,"",58,"","158,722","1,915,940"
Diplo - On My Mind,33,"",91,"","77,882","1,913,952"
Russ Millions - Big Shark,29,"",73,"","87,536","1,912,451"
Rihanna - S&M,25,"",90,"","90,211","1,909,606"
Taylor Swift - London Boy,21,"",22,"","232,207","1,909,319"
Michael Bublé - Let It Snow! - 10th Anniversary,18,"",84,"","301,648","1,907,864"
Stormzy - Velvet / Jenny Francis - Interlude,22,"",26,"","212,006","1,907,393"
Eminem - Like Home,21,"",23,"","234,920","1,906,582"
Fred again.. - Delilah (pull me out of this),22,"",43,"","151,346","1,906,570"
Kris Kross Amsterdam - Are You Sure?,48,"",83,"","60,195","1,904,926"
Taylor Swift - tolerate it,18,"",16,"","334,367","1,903,541"
Nafe Smallz - Good Love,26,"",74,"","93,359","1,899,900"
Kelly Clarkson - Under The Mistletoe - Bonus Track,16,"",83,"","304,090","1,898,373"
DR. KUCHO! - Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Edit,71,"",50,"","71,723","1,897,760"
Ed Sheeran - Collide,17,"",17,"","247,075","1,896,947"
Sam Smith - Leave Your Lover,119,"",105,"","21,821","1,896,005"
5 Seconds of Summer - Girls Talk Boys,39,"",52,"","91,111","1,890,896"
Ariana Grande - safety net,21,"",15,"","273,556","1,890,116"
Ella Eyre - Together,49,"",52,"","68,865","1,889,792"
Taylor Swift - Mine (Taylor's Version),14,1,2,(x1),"461,659","1,889,122"
Central Cee - Me & You,24,"",48,"","124,729","1,886,387"
"Tyler, The Creator - I THINK",19,"",24,"","244,815","1,879,984"
Khalid - The Ways,26,"",44,"","152,563","1,879,704"
J Hus - Cucumber,18,"",16,"","293,296","1,879,569"
The Weeknd - Secrets,27,"",38,"","124,912","1,879,404"
Nemzzz - 2MS,35,"",145,"","65,728","1,878,850"
Aitch - MICE,24,"",41,"","136,086","1,878,650"
Nicky Jam - El Perdón,106,"",151,"","37,216","1,878,078"
IShowSpeed - World Cup,23,"",62,"","105,724","1,877,805"
Eminem - 'Till I Collapse,45,"",136,"","49,433","1,877,029"
Stormzy - Return Of The Rucksack,22,"",25,"","214,716","1,873,280"
Labrinth - I'm Tired,22,"",22,"","145,754","1,872,977"
PinkPantheress - Nice to meet you,18,"",18,"","193,219","1,868,510"
¥$ - FUK SUMN,18,"",26,"","173,870","1,868,356"
Kygo - Happy Now,31,"",93,"","78,125","1,867,845"
Lil Tecca - Never Left,24,"",41,"","140,433","1,863,970"
Digga D - Hold It Down,26,"",39,"","123,839","1,862,828"
The Beatles - Here Comes The Sun - Remastered,43,"",82,"","91,912","1,860,901"
Ten Walls - Walking with Elephants,109,"",50,"","42,156","1,860,081"
Stormzy - Scary,57,"",115,"","55,303","1,855,285"
Patrick Watson - Je te laisserai des mots,37,"",133,"","54,997","1,853,161"
salem ilese - Mad at Disney,33,"",103,"","62,480","1,852,720"
Dave - Survivor's Guilt,15,"",17,"","350,358","1,852,697"
Giggs - Straight Murder (Giggs & David),24,"",36,"","130,634","1,851,527"
Mastermind - War,27,"",62,"","97,216","1,849,842"
Pop Smoke - Gangstas,22,"",14,"","233,621","1,848,716"
Travis Scott - HYAENA,13,1,3,(x1),"470,682","1,846,317"
Ne-Yo - She Knows,80,"",71,"","39,892","1,846,210"
Cher - Fernando,33,"",112,"","67,789","1,845,285"
"Ed Sheeran - You Need Me, I Don't Need You",42,"",74,"","68,082","1,841,884"
Florence + The Machine - What Kind Of Man,77,"",61,"","48,957","1,838,964"
Megan Thee Stallion - HISS,14,"",21,"","200,696","1,838,787"
Taylor Swift - Better Than Revenge (Taylor's Version),14,1,3,(x1),"448,516","1,837,576"
Ariana Grande - Snow In California,26,"",105,"","148,873","1,832,822"
The Weeknd - Hardest To Love,17,1,7,"","278,774","1,830,193"
Eminem - The Monster,100,"",73,"","63,060","1,826,940"
Central Cee - Straight Back to It,24,"",22,"","162,720","1,824,582"
AC/DC - Highway to Hell,27,"",35,"","157,216","1,821,254"
Bring Me The Horizon - Obey,25,"",28,"","161,312","1,819,356"
Drake - Calling My Name,14,"",12,"","360,822","1,817,184"
Dave - Environment,17,"",19,"","255,320","1,816,701"
Bob B. Soxx & The Blue Jeans - Here Comes Santa Claus,14,"",56,"","247,334","1,815,380"
Martin Solveig - +1,57,"",86,"","41,800","1,812,430"
Katrina & The Waves - Walking On Sunshine,31,"",98,"","100,605","1,811,578"
Chunkz - Clean Up,28,"",72,"","86,476","1,811,242"
Taylor Swift - Nothing New,18,"",21,"","222,803","1,811,187"
Wham! - Wake Me up Before You Go-Go,31,"",34,"","117,635","1,810,165"
Drake - Yebba’s Heartbreak,14,"",15,"","471,517","1,810,125"
Joel Corry - Dance Around It,24,"",107,"","98,048","1,808,692"
Arctic Monkeys - One Point Perspective,13,1,5,"","531,767","1,807,112"
Drake - 8am in Charlotte,14,"",17,"","274,673","1,806,716"
Mumford & Sons - Little Lion Man,29,"",79,"","74,420","1,802,781"
Kenny Loggins - Danger Zone,28,"",111,"","73,607","1,799,874"
Shakira - Chantaje,43,"",106,"","48,842","1,798,899"
Stormzy - Do Better,20,"",49,"","198,757","1,796,969"
BICEP - Apricots,29,"",35,"","123,180","1,796,467"
Sam Smith - Say It First,24,"",39,"","140,649","1,795,208"
Rita Ora - I Will Never Let You Down,90,"",35,"","58,917","1,795,127"
Drake - March 14,20,"",37,"","274,760","1,790,639"
Various Artists - Happy,103,"",97,"","30,939","1,790,228"
Chance Peña - i am not who i was,23,"",149,"","83,788","1,789,849"
Rod Wave - Rags2Riches,29,"",109,"","71,478","1,788,297"
Sabrina Carpenter - Skin,23,"",25,"","148,076","1,786,075"
Lil Xan - Betrayed,33,"",106,"","63,015","1,785,299"
Troye Sivan - Got Me Started,22,"",54,"","115,416","1,785,180"
Foals - Mountain At My Gates,78,"",65,"","40,830","1,784,298"
Adele - Turning Tables,37,"",46,"","131,855","1,782,709"
The Script - Breakeven,22,"",147,"","96,991","1,778,569"
Alex Adair - Make Me Feel Better,71,"",55,"","46,235","1,777,316"
Juice WRLD - Hear Me Calling,26,"",60,"","116,000","1,776,900"
Taylor Swift - Back To December (Taylor's Version),14,1,7,"","412,065","1,776,205"
Miley Cyrus - Jaded,20,"",28,"","140,595","1,774,492"
Young Thug - Hot (Remix),27,"",73,"","89,120","1,773,472"
AlunaGeorge - You Know You Like It - DJ Snake Remix,44,"",61,"","45,650","1,771,283"
David Bowie - Life On Mars? - 1999 Remastered Version,27,2,5,"","244,136","1,771,235"
Chase & Status - Selecta,18,"",19,"","181,676","1,770,330"
MoStack - I'm The One - MoStack x Fredo,21,"",16,"","241,575","1,769,016"
Arctic Monkeys - Tranquility Base Hotel & Casino,13,1,6,"","505,956","1,768,018"
"Tyler, The Creator - DOGTOOTH",21,"",18,"","163,374","1,766,860"
Popcaan - TWIST & TURN,33,"",100,"","72,874","1,766,176"
The 1975 - Sincerity Is Scary,23,"",43,"","142,718","1,765,242"
Kanye West - No Mistakes,14,"",14,"","270,501","1,760,506"
Demi Lovato - Met Him Last Night,24,"",60,"","114,249","1,759,730"
Drake - You Only Live Twice,14,"",19,"","431,693","1,756,687"
Aminé - Caroline,48,"",116,"","44,735","1,755,559"
The Chainsmokers - Everybody Hates Me,31,"",72,"","92,092","1,755,096"
Calum Scott - You Are The Reason,34,"",129,"","59,813","1,754,213"
The Weeknd - How Do I Make You Love Me?,15,1,5,"","281,040","1,753,628"
Kanye West - Ultralight Beam,35,"",47,"","103,861","1,753,579"
Gunna - on one tonight,17,"",87,"","120,673","1,751,775"
Yxng Bane - Problem,31,"",100,"","99,154","1,750,815"
Ed Sheeran - The Joker And The Queen,16,"",14,"","256,414","1,745,663"
Ariana Grande - R.E.M,23,"",23,"","216,356","1,745,038"
Brent Faiyaz - Trust,31,"",105,"","69,761","1,742,329"
Lana Del Rey - Doin' Time,26,"",57,"","108,635","1,742,221"
Roy Wood - I Wish It Could Be Christmas Everyday,34,"",30,"","116,925","1,741,899"
Kanye West - I Thought About Killing You,13,"",12,"","301,005","1,740,743"
Ed Sheeran - Drunk,57,"",68,"","62,482","1,737,649"
Beyoncé - SUMMER RENAISSANCE,19,"",17,"","206,183","1,735,684"
Bon Jovi - Livin' On A Prayer,31,"",85,"","75,397","1,735,584"
Bryson Tiller - Whatever She Wants [BONUS],10,"",19,"","216,149","1,735,031"
Elton John - Don't Go Breaking My Heart,30,"",98,"","85,842","1,733,330"
Kendrick Lamar - Count Me Out,14,"",12,"","363,435","1,732,850"
Lil Mosey - Stuck In A Dream,28,"",79,"","89,179","1,732,455"
Anita Kerr Singers - Jingle Bell Rock,18,"",45,"","139,343","1,729,713"
David Guetta - Bad,92,"",68,"","46,881","1,728,034"
50 Cent - Baby By Me,22,"",153,"","85,059","1,727,389"
Nicki Minaj - MEGATRON,27,"",89,"","90,343","1,727,163"
21 Savage - monster,29,"",92,"","110,663","1,725,918"
Taylor Swift - Shake It Off (Taylor's Version),11,"",11,"","520,882","1,723,978"
Juice WRLD - Armed And Dangerous,27,"",82,"","103,766","1,721,826"
Rihanna - American Oxygen,49,"",55,"","55,481","1,718,742"
Dave - How I Met My Ex,21,"",29,"","146,986","1,716,920"
Taylor Swift - mad woman,16,"",25,"","259,464","1,716,753"
¥$ - BACK TO ME,15,"",20,"","191,548","1,715,674"
Drake - IMY2,14,"",20,"","413,064","1,714,842"
Fredo - Daily Duppy,27,"",56,"","99,732","1,714,694"
Eminem - Bad Husband,20,"",26,"","209,622","1,714,352"
Bring Me The Horizon - Parasite Eve,22,"",23,"","166,986","1,713,386"
Drake - A Keeper,13,1,9,"","385,392","1,711,916"
Coldplay - Let Somebody Go,20,"",21,"","214,679","1,711,704"
Kanye West - Jonah,13,1,10,"","271,300","1,708,820"
Taylor Swift - Clean (Taylor's Version),12,"",16,"","446,257","1,702,378"
Kanye West - Selah,14,1,8,"","276,987","1,701,375"
Ellie Goulding - Burn,103,"",120,"","57,439","1,701,267"
Travis Scott - CAROUSEL,18,"",13,"","306,532","1,699,180"
Sam Smith - No Peace,24,"",45,"","118,273","1,699,068"
"Lil Baby - Never Recover (Lil Baby & Gunna, Drake)",28,"",57,"","114,785","1,697,852"
SL - Genes,26,"",91,"","81,985","1,696,304"
La La Land Cast - Another Day Of Sun,35,"",67,"","63,529","1,694,735"
Ed Sheeran - Leave Your Life,15,"",16,"","247,308","1,690,855"
Bing Crosby - It's Beginning To Look Like Christmas,15,"",60,"","321,033","1,687,955"
J Hus - Fight for Your Right,15,"",14,"","307,861","1,687,528"
Eminem - Remind Me,17,"",18,"","246,436","1,682,910"
Russ Millions - Gun Lean Remix,23,"",69,"","101,841","1,682,285"
Mumford & Sons - Snake Eyes,40,"",38,"","80,965","1,681,623"
Stefflon Don - Phone Down,27,"",110,"","76,922","1,681,555"
Ariana Grande - imperfect for you,13,"",29,"","215,329","1,681,292"
Mariah Carey - O Holy Night,12,"",106,"","266,127","1,679,398"
Harry Styles - Fine Line,22,"",80,"","148,518","1,677,188"
Headie One - Back to Basics,24,"",70,"","98,209","1,676,532"
Jack Harlow - Dua Lipa,17,"",12,"","207,108","1,675,896"
Juice WRLD - Man Of The Year,19,"",35,"","187,964","1,674,187"
The Weeknd - Privilege,17,"",22,"","206,114","1,674,136"
Kanye West - Closed On Sunday,14,1,9,"","267,906","1,673,445"
Zara Larsson - So Good,41,"",90,"","65,634","1,673,398"
Sia - Genius,24,"",70,"","114,968","1,672,681"
Nathan Evans - Heather On The Hill,20,"",100,"","92,609","1,671,096"
Nelly - Ride Wit Me,41,"",75,"","64,807","1,669,582"
Mumford & Sons - The Wolf,61,"",49,"","70,239","1,668,154"
Bring Me The Horizon - MANTRA,27,"",50,"","115,701","1,665,955"
Lil Pino - Mya Mills,25,"",60,"","99,639","1,665,946"
Christina Aguilera - This Christmas,12,"",99,"","222,949","1,664,829"
Davido - UNAVAILABLE,23,"",127,"","86,455","1,663,939"
Avicii - Tough Love,22,"",54,"","119,274","1,660,233"
D-Block Europe - Plain Jane,22,"",59,"","123,194","1,659,533"
Taylor Swift - I Wish You Would (Taylor's Version),11,"",14,"","476,708","1,658,501"
The Temptations - My Girl,28,"",65,"","95,244","1,658,270"
Beach House - Space Song,27,"",126,"","66,706","1,657,725"
Drake - Get Along Better,14,"",21,"","399,975","1,654,653"
Yeat - Breathe,20,"",97,"","94,540","1,653,483"
Ed Sheeran - Stop The Rain,15,"",20,"","230,562","1,651,563"
Miley Cyrus - When I Look At You,31,"",98,"","66,323","1,650,635"
BTS - Make It Right,28,"",85,"","76,339","1,649,848"
Drake - Middle of the Ocean,12,"",14,"","361,526","1,648,988"
Stefflon Don - Senseless,30,"",115,"","68,575","1,648,295"
Natalie La Rose - Around The World,60,"",62,"","48,957","1,647,835"
Red Hot Chili Peppers - Dark Necessities,50,"",73,"","70,303","1,647,685"
The Vamps - Middle Of The Night,38,"",70,"","100,916","1,644,743"
Kendrick Lamar - The Heart Part 5,11,2,4,"","378,620","1,641,796"
Twenty One Pilots - Shy Away,25,"",60,"","118,622","1,641,298"
Central Cee - Entrapreneur,17,"",39,"","203,338","1,640,665"
Kid Ink - Be Real,85,"",113,"","25,219","1,640,563"
One Direction - Where Do Broken Hearts Go,67,"",50,"","52,874","1,639,963"
Justin Bieber - Unstable,18,"",20,"","192,427","1,639,954"
J. Cole - Motiv8,14,"",19,"","271,498","1,637,865"
Skepta - Mains,18,"",11,"","253,426","1,636,827"
Trey Songz - Slow Motion,83,"",119,"","24,370","1,636,763"
NLE Choppa - SLUT ME OUT,23,"",95,"","80,989","1,633,916"
OneRepublic - No Vacancy,36,"",103,"","58,777","1,629,701"
Elley Duhé - MONEY ON THE DASH - SPED UP,19,"",145,"","99,574","1,628,162"
Sam Smith - Midnight Train,23,"",37,"","122,545","1,627,489"
Koffee - W,28,"",108,"","75,992","1,626,779"
Meghan Trainor - Me Too,56,"",135,"","38,177","1,626,608"
Catfish and the Bottlemen - 2all,24,"",47,"","128,203","1,626,327"
Jessie J - Man With The Bag,12,"",108,"","217,406","1,624,519"
The Verve - Bitter Sweet Symphony,32,"",52,"","107,256","1,622,113"
Billie Eilish - The 30th,19,"",31,"","144,526","1,620,043"
Travis Scott - THANK GOD,12,1,8,"","412,561","1,619,230"
Black Eyed Peas - I Gotta Feeling,23,"",33,"","141,197","1,619,116"
Kendrick Lamar - Silent Hill,14,"",14,"","335,853","1,618,234"
J. Cole - 9 5 . s o u t h,14,"",15,"","459,135","1,616,816"
Seeb - Grip,27,"",112,"","76,794","1,616,754"
KSI - Summer Is Over,21,"",21,"","176,725","1,614,707"
James Arthur - Quite Miss Home,30,"",117,"","59,245","1,613,145"
Stormzy - Rachael's Little Brother,16,"",34,"","224,553","1,611,779"
Kendrick Lamar - We Cry Together,12,1,10,"","418,507","1,610,262"
The 1975 - Oh Caroline,17,"",18,"","202,644","1,610,223"
Kendrick Lamar - Worldwide Steppers,11,1,6,"","477,265","1,607,401"
Juice WRLD - Lean Wit Me,32,"",73,"","113,816","1,604,280"
5 Seconds of Summer - She Looks So Perfect,89,"",40,"","85,136","1,602,031"
Parra for Cuva - Wicked Games,66,"",51,"","38,332","1,600,874"
Drake - Flight's Booked,13,"",16,"","312,475","1,596,852"
Bruno Mars - Skate,23,"",68,"","131,692","1,593,170"
Tion Wayne - Drive By,25,"",68,"","102,215","1,590,374"
Kanye West - Real Friends,35,"",60,"","69,153","1,589,253"
Twenty One Pilots - Jumpsuit,22,"",52,"","140,215","1,588,101"
George Michael - Faith - Remastered,23,1,8,"","191,625","1,587,955"
Taylor Swift - Paper Rings,18,"",30,"","203,355","1,587,318"
Skepta - Gas Me Up (Diligent),16,"",34,"","162,997","1,586,490"
Logic - Keanu Reeves,26,"",103,"","82,139","1,585,694"
David Guetta - Light My Body Up,29,"",89,"","87,451","1,585,643"
Sam Smith - I Feel Love,28,"",100,"","69,164","1,585,178"
The Kid LAROI - WITHOUT YOU,22,"",52,"","118,931","1,582,625"
Run–D.M.C. - Christmas In Hollis,16,"",89,"","329,531","1,579,550"
Troye Sivan - Dance To This,26,"",46,"","130,634","1,575,369"
Ariana Grande - shut up,16,1,8,"","336,239","1,575,361"
Ben Haenow - Second Hand Heart,46,"",65,"","47,144","1,574,753"
Camila Cabello - I LUV IT,17,"",77,"","133,456","1,574,544"
Michael Bublé - Frosty the Snowman,25,"",69,"","141,606","1,573,893"
Marshmello - Alone,23,"",50,"","99,347","1,573,675"
Hardy Caprio - Sponsored,26,"",85,"","83,243","1,573,147"
David Kushner - Miserable Man,21,"",43,"","138,825","1,572,164"
Ed Sheeran - The Man,95,"",104,"","20,493","1,568,946"
NAV - Turks,22,"",43,"","152,203","1,565,447"
KSI - Bad Lil Vibe,15,1,9,"","309,682","1,565,191"
Nick Jonas - Levels,60,"",76,"","37,316","1,564,479"
Rae Sremmurd - This Could Be Us,75,"",99,"","28,431","1,564,384"
Fredo - Dave Flow,19,"",23,"","159,121","1,563,621"
One Direction - End of the Day,39,"",41,"","104,723","1,561,852"
Twenty One Pilots - My Blood,26,"",66,"","106,222","1,560,145"
