Artist and Title,Days,Pk,(x?),Total,Today
ABBA - Happy New Year,176,1,(x1),"869,888",0
Ariana Grande - Santa Tell Me,227,18,"","869,187",0
ROSALÍA - LA FAMA,282,17,"","868,888",0
Maître Gims - Bella,148,66,"","868,285",0
Era Istrefi - Bonbon,142,29,"","867,584",0
Céline Dion - Encore un soir,153,15,"","867,569",0
George Ezra - Blame It on Me,179,46,"","866,787",0
Alex Hepburn - Under,173,41,"","866,521",0
Clean Bandit & Mabel - Tick Tock,133,7,"","863,415",0
ABBA - Don't Shut Me Down,126,1,(x2),"861,975",0
Maroon 5 - Cold,123,14,"","860,647",0
"Jaxomy, Agatino Romero & Raffaella Carrà - Pedro",67,1,(x1),"860,540","12,822"
Welshly Arms - Legendary,202,50,"","860,212",0
Dotan - Home,127,58,"","859,762",0
Ariana Grande & The Weeknd - Love Me Harder,142,20,"","859,242",0
Martin Jensen - Solo Dance,140,37,"","858,871",0
Kygo - Here for You,132,16,"","857,677",0
Tate McRae - you broke me first,226,18,"","855,790",0
Jennifer Lopez - On the Floor,7,39,"","855,225",0
Swedish House Mafia - Don't You Worry Child,134,25,"","854,697",0
Taylor Swift - ME,139,1,(x4),"854,670",0
Tate McRae - greedy,172,3,(x2),"854,174",118
HammAli & Navai - Прятки,227,63,"","853,359",0
Takagi & Ketra - Amore e Capoeira,202,34,"","852,471",0
Calum Scott & Leona Lewis - You Are the Reason,120,31,"","850,771",0
Harry Styles - Late Night Talking,234,15,"","848,876",0
Alvaro Soler - Magia,199,17,"","847,398",0
twocolors - Heavy Metal Love,330,36,"","846,969",0
DJ Smash & NIVESTA - Позвони,314,42,"","845,082",0
Taylor Swift - You Need To Calm Down,131,3,(x1),"844,583",597
"Jul, SCH, Naps, Kofs, Elams, Solda, Houari & Soso Maness - Bande organisée",306,42,"","842,538",0
"HammAli & Navai & Jah Khalib - Боже, как завидую",280,56,"","842,163",970
Lady GaGa - Bad Romance,14,94,"","840,198",0
Avicii - You Make Me,128,19,"","839,687",0
Macklemore & Ryan Lewis - Downtown,125,13,"","838,711",0
Jonas Brothers - Only Human,195,16,"","835,692",0
Vama - Perfect Fără Tine,--,260,"","835,101",198
Band Aid 30 - Do They Know It's Christmas,41,1,(x3),"834,230",178
London Grammar - Wasting My Young Years,83,41,"","832,282",0
Zara Larsson - Can't Tame Her,212,13,"","831,656",490
Clara Luciani - Le reste,274,33,"","830,863",0
Lartiste - Mafiosa,225,37,"","828,756",0
Alvaro Soler & Topic - Solo Para Ti,185,10,"","828,508",0
Celeste - Stop This Flame,192,19,"","827,104",0
George Ezra - Anyone For You,163,8,"","826,503",0
Sarah Connor - Wie schön du bist,164,55,"","826,314",0
Katy Perry - Never Really Over,114,1,(x1),"825,941",0
Julian Perretta - Miracle,168,37,"","825,779",0
Nicki Minaj - Anaconda,103,17,"","824,766",0
Niall Horan - This Town,108,1,(x3),"824,467",0
"YOUNOTUS, Janieck & Senex - Narcotic",207,21,"","824,222",0
Shawn Mendes - When You're Gone,232,3,(x2),"823,773",0
Guns N' Roses - Sweet Child o' Mine,34,19,"","822,561","1,144"
Lost Frequencies - The Feeling,206,13,"","822,534",0
Fred again.. & The Blessed Madonna - Marea,197,21,"","822,019",327
Soolking - Suavemente,232,23,"","821,126",0
GAYAZOV$ BROTHER$ - МАЛИНОВАЯ ЛАДА,292,59,"","820,198",239
Soprano - Le coach,262,38,"","819,333",788
Anne-Marie - 2002,173,24,"","818,378",0
Beyoncé - Sorry,125,11,"","818,046",0
Manu Pilas - Bella Ciao,198,29,"","814,883",0
Alessia Cara - Scars to Your Beautiful,134,22,"","814,857",0
Namika - Je ne parle pas français,206,38,"","814,528",0
Dermot Kennedy - Outnumbered,197,19,"","814,001",0
Glockenbach - Dirty Dancing,241,19,"","813,839",0
Jessie J - Flashlight,136,21,"","813,659",0
Robin Schulz - All We Got,174,12,"","813,179",0
Ariana Grande - Focus,95,2,(x3),"812,458",0
Sean Paul & David Guetta - Mad Love,152,12,"","812,148",0
HammAli & Navai - Птичка,264,58,"","810,204",0
"Lost Frequencies, Elley Duhé & X Ambassadors - Back To You",213,16,"","810,013",0
The Beatles - Now And Then,88,1,(x11),"809,476",0
Black M - Sur ma route,127,63,"","809,262",0
#2Маши - Босая,234,102,"","809,168",0
Sia - Alive,128,4,"","808,326",0
John Legend - Love Me Now,144,22,"","807,246",0
Jason Derülo - Acapulco,258,20,"","806,766",0
Fred De Palma - Una volta ancora,261,39,"","806,660",0
Meghan Trainor - Dear Future Husband,169,38,"","805,206",0
Magic System - Magic In the Air,122,45,"","804,191",0
Jack Harlow - Lovin On Me,150,4,"","804,036",444
Die Fantastischen Vier - Zusammen,200,35,"","802,407",0
Walking On Cars - Speeding Cars,158,34,"","801,264",0
Vasco Rossi - Come nelle favole,31,72,"","800,880",0
OneRepublic - Run,173,16,"","800,021",0
Imagine Dragons - Birds,207,17,"","796,430",0
Leony - Remedy,247,23,"","794,832",0
Vitaa - Je te le donne,209,34,"","794,312",0
Lady Gaga - Bloody Mary,130,4,"","792,888",0
Dr. Dre - Still D.R.E.,69,2,(x3),"791,591",117
Benji & Fede - Dove e quando,228,34,"","790,475",0
Kendji Girac - Andalouse,117,61,"","790,268",0
Pinguini Tattici Nucleari - Pastello Bianco,198,56,"","789,846",788
Ofenbach - Wasted Love,197,17,"","788,967",0
Måneskin - SUPERMODEL,169,3,(x1),"788,425",0
Grand Corps Malade & Kimberose - Nos plus belles années,235,32,"","788,409",0
"Silk City, Dua Lipa - Electricity",146,3,(x1),"787,752",0
Loboda - SuperSTAR,177,62,"","786,864",0
Marcus & Martinus - Elektrisk,--,122,"","785,659",0
Artik & Asti - Грустный дэнс,251,61,"","784,919",0
Dj Belite - All Eyes on Me,236,10,"","784,885",0
Avicii - For a Better Day,108,11,"","784,773",0
Helene Fischer - Herzbeben,137,51,"","784,524",0
Ladynsax - Ameno,226,36,"","783,814",243
Ariana Grande - Dangerous Woman,103,1,(x1),"782,448",0
Tom Walker - Just You and I,180,17,"","781,735",0
Bad Bunny - MIA,157,8,"","779,916",0
Big Shaq - Man's Not Hot,140,19,"","779,503",0
Adel Tawil - Ist da jemand,159,48,"","776,936",0
"Kendrick Lamar, SZA - All The Stars",125,9,"","776,497",0
Stromae - Santé,188,11,"","775,996",0
Mahmood - Soldi,216,4,"","775,954",0
Rihanna - Where Have You Been,4,81,"","775,248",0
Jax Jones & Calum Scott - Whistle,181,11,"","774,102",0
Michael Patrick Kelly - Blurry Eyes,220,18,"","774,007",0
Sam Hunt - Take Your Time,177,58,"","773,997",0
Ultimo - Piccola stella,125,86,"","773,943",232
Disciples - On My Mind,172,33,"","773,924",0
Adel Tawil - Lieder,135,59,"","771,752",0
The Chainsmokers - Roses,116,24,"","771,686",0
Sam Fender - Seventeen Going Under,281,52,"","771,180",174
Bruno Mars - Just the Way You Are,3,128,"","770,821",216
Bon Jovi - It's My Life,21,138,"","770,253",366
Tim Bendzko - Hoch,248,32,"","769,732",0
Fleur East - Sax,167,29,"","769,517",0
James Hype - More Than Friends,231,41,"","768,555",0
Хабиб - Ягода малинка,254,73,"","768,084",0
Pharrell Williams - Marilyn Monroe,130,24,"","768,004",0
The Rolling Stones - Angry,107,1,(x7),"766,291",0
Stereoact - Die immer lacht,88,53,"","765,699",0
Bausa - Was Du Liebe nennst,197,44,"","765,057",0
The Kid LAROI - WITHOUT YOU,168,16,"","764,752",0
Rag'n'Bone Man - All You Ever Wanted,153,16,"","764,170",0
James Arthur - Naked,156,23,"","763,752",0
Nico Santos - Rooftop,174,39,"","763,368",0
Bruno Mars - Marry You,9,53,"","762,536",585
Avicii & Nicky Romero - I Could Be the One,135,22,"","762,386",0
Chris Malinchak - So Good To Me,94,30,"","761,668",0
Evanescence - Bring Me to Life,49,38,"","761,056",163
"Ziv Zaifman, Hugh Jackman & Michelle Williams - A Million Dreams",235,73,"","760,930",0
Vianney - Je m'en vais,124,62,"","758,842",0
Omi - Hula Hoop,141,20,"","757,870",0
Ramil' - Сияй,263,53,"","757,824",0
Willy William - Trompeta,190,17,"","756,200",0
Gavin James - Always,245,45,"","755,428",0
Flo Rida - Good Feeling,16,107,"","754,227",380
Barbara Pravi - Voilà,166,3,(x4),"753,981","1,141"
Galibri & Mavik - Федерико Феллини,248,66,"","753,562",0
RAYE & 070 Shake - Escapism.,170,13,"","752,415",244
Lily Allen - Somewhere Only We Know,109,34,"","751,845",453
The BossHoss - Little Help,292,40,"","751,356",0
Louane - Secret,255,33,"","751,249",463
Feder - Lordly,158,43,"","750,674",0
BENEE - Supalonely,167,15,"","749,408",0
Band Aid - Do They Know It's Christmas,182,18,"","749,291",0
Red Hot Chili Peppers - Dark Necessities,116,9,"","749,151",0
"Joel Corry, RAYE & David Guetta - BED",171,14,"","748,708",0
Måneskin - Torna a casa,170,42,"","748,653",0
Namika - Lieblingsmensch,170,56,"","747,524",0
"Marshmello, P!nk & Sting - Dreaming",160,2,(x1),"747,477",0
Ariana Grande - God is a woman,95,2,(x2),"747,391",0
Justin Bieber - Yummy,94,1,(x1),"747,363",0
Lily Allen - Hard Out Here,123,21,"","747,199",0
Kygo - Stay,139,22,"","747,165",0
The Weeknd - Call Out My Name,133,8,"","746,937",53
George Ezra - Hold My Girl,195,32,"","746,534",0
One Direction - Perfect,95,1,(x2),"744,570",0
Maître Gims - Sapés comme jamais,68,73,"","744,365",0
Martin Tungevaag - Wicked Wonderland,178,48,"","744,200",0
Jarabe de Palo - Eso Que Tú Me Das,19,65,"","743,556",0
Peter Fox - Zukunft Pink,234,26,"","742,414",0
Jennifer Lopez - Live It Up,108,18,"","741,383",0
Alle Farben & ILIRA - Fading,195,30,"","739,190",0
Sam Feldt - Show Me Love,128,28,"","739,129",0
Maître Gims & Vianney - La même,235,47,"","738,965",0
Eva Simons - Policeman,130,44,"","738,767",0
Rita Ora - I Will Never Let You Down,132,36,"","738,472",0
Billy Gillies - DNA,260,23,"","735,887",933
Purple Disco Machine & ÁSDÍS - Beat Of Your Heart,131,6,"","735,858","2,919"
Felix Jaehn & Ray Dalton - Call It Love,212,25,"","735,702",0
Annalisa - Mon Amour,221,34,"","735,598",0
American Authors - Best Day of My Life,134,44,"","734,422",0
Lukas Graham - Mama Said,77,59,"","733,941",0
Marc Anthony - Vivir Mi Vida,1,174,"","732,799",140
Miley Cyrus - Prisoner,135,2,(x1),"731,050",0
Philip George - Wish You Were Mine,135,29,"","729,535",0
Flo Rida - My House,98,28,"","729,327",380
Martin Garrix & David Guetta - So Far Away,153,10,"","729,318",0
Regard & Raye - Secrets,143,15,"","729,300",0
Vianney - Beau-papa,236,31,"","728,559",0
Kendrick Lamar - HUMBLE.,95,12,"","728,435",0
Danny Ocean - Me Rehúso,124,46,"","728,375",0
Griby - Тает лёд,--,105,"","728,167",293
VIZE & Tom Gregory - Never Let Me Down,188,29,"","727,451",0
Calvin Harris & Sam Smith - Desire,126,5,"","727,421",0
Robin Schulz & Dennis Lloyd - Young Right Now,194,17,"","726,690",0
XOLIDAYBOY - Моя хулиганка,275,53,"","726,615",608
Lizzo - Good As Hell,191,10,"","724,787",0
Andra Day - Rise Up,114,41,"","724,701",0
J Balvin - Ginza,144,42,"","724,548",0
NF - Let You Down,155,27,"","723,381",0
Selena Gomez - Same Old Love,143,7,"","721,885",0
MiyaGi & Эндшпиль - I Got Love,13,136,"","720,665",0
Leony - Faded Love,192,25,"","718,833",0
Coez - La musica non c'è,127,75,"","718,700",0
Slimane - Mon amour,209,1,(x1),"718,469","4,134"
Grace - You Don't Own Me,119,30,"","717,734",0
The White Stripes - Seven Nation Army,14,53,"","716,680",0
Shawn Mendes - If I Can't Have You,113,1,(x3),"715,488",0
Taylor Swift - Lover,158,2,(x1),"714,754",840
Camila Cabello - Don't Go Yet,126,6,"","714,705",0
LF SYSTEM - Afraid To Feel,172,14,"","714,678",0
Gente de Zona - La Gozadera,61,64,"","714,602",0
Adele - Water Under the Bridge,122,14,"","714,597",0
Kerstin Ott & Helene Fischer - Regenbogenfarben,162,28,"","714,407",0
Little Mix - Shout Out to My Ex,106,1,(x1),"714,243",0
Gossip - Heavy Cross,3,126,"","713,391",143
Major Lazer - Que Calor,187,8,"","712,703",0
Nielson - Sexy Als Ik Dans,61,82,"","711,772",0
Neil Diamond - Sweet Caroline,97,17,"","711,750",0
Sophie and the Giants & Purple Disco Machine - Paradise,210,16,"","711,356",0
Y2K & bbno$ - Lalala,146,13,"","711,060",0
Tinlicker & Helsloot - Because You Move Me,245,26,"","711,017",0
Post Malone - Wow.,147,17,"","710,663",0
SUPER-Hi & Neeka - Following the Sun,249,32,"","709,307",0
Michael Bublé - It's a Beautiful Day,110,17,"","708,736",0
Bad Wolves - Zombie,153,24,"","708,269",0
Dabro - Юность,221,61,"","708,138",0
Zac Efron & Zendaya - Rewrite the Stars,194,47,"","707,429",0
DJ Snake - Middle,148,37,"","706,959",0
Bigflo & Oli - Dommage,145,61,"","706,578",0
DJ Tons - Always Remember Us This Way,149,7,"","706,317",0
LINKIN PARK - In the End,25,2,(x2),"705,711",0
Andreas Gabalier - Amoi seg' ma uns wieder,22,55,"","705,420",0
Madonna - Ghosttown,112,2,(x3),"705,405",0
NILETTO - Любимка,215,65,"","704,222",0
Dua Lipa - We're Good,128,7,"","704,181",0
Zivert - Beverly Hills,207,61,"","703,996",0
"Jungeli, Imen Es & Alonzo - Petit génie",289,34,"","703,911","1,569"
Die Toten Hosen - Tage wie diese,1,101,"","703,092",272
Marina Kaye - Homeless,130,56,"","701,076",0
Люся Чеботина - СОЛНЦЕ МОНАКО,258,43,"","700,263",773
ConnectR - Vara Nu Dorm,--,361,"","700,091",0
Joel Corry & Jax Jones - OUT OUT,119,10,"","699,444",0
Maaike Ouboter - Dat Ik Je Mis,49,74,"","698,638",0
Matt Simons - We Can Do Better,169,30,"","698,477",0
Alan Walker - The Spectre,136,25,"","697,775",0
Shakira - La La La,81,13,"","697,420",0
Calvin Harris - Pray to God,134,25,"","696,853",0
Andreas Bourani - Auf anderen Wegen,126,70,"","696,400",0
"LOTTE & Max Giesinger - Auf das, was da noch kommt",221,36,"","696,187",0
Seiler Und Speer - Ham kummst,5,89,"","695,628",298
Drake - Nice For What,112,7,"","694,652",0
Lewis Capaldi - Pointless,202,3,(x1),"693,946",0
Camila Cabello - Liar,148,4,"","693,667",0
Little Mix - Black Magic,81,12,"","693,642",0
Natalie Taylor - Surrender,140,60,"","693,402",0
Kids United - On écrit sur les murs,71,69,"","693,286",0
M. Pokora - Les planètes,248,41,"","692,977",0
Avicii - Lonely Together,164,19,"","692,361",0
Jah Khalib - Лейла,--,145,"","692,158",111
Kendji Girac & Maître Gims - Dernier métro,246,39,"","691,739",0
Ayra Starr - Rush,250,28,"","691,581",0
Carla's Dreams - Sub Pielea Mea,14,86,"","691,120",0
Kungs - I Feel So Bad,148,22,"","690,832",0
Jessie J - Wild,101,17,"","690,824",0
KAROL G & Shakira - TQG,179,4,"","690,496",0
Louane - Si t'étais là,169,40,"","690,107",0
David Guetta & Kim Petras - When We Were Young,159,3,(x3),"689,843",0
Jess Glynne - Take Me Home,131,18,"","689,733",0
Ray Dalton - Do It Again,192,16,"","689,468",0
Rudimental - Lay It All On Me,130,19,"","688,908",0
Alexandra Burke - Hallelujah,1,122,"","688,812",266
Madonna & Sickick - Frozen,150,2,(x1),"688,726",0
Katy Perry - Rise,67,1,(x4),"687,731",0
Becky G - Shower,146,44,"","687,691",0
Beyoncé - Freedom,74,4,"","687,505",0
Shakira - Me Enamoré,136,19,"","687,061",0
Noah Kahan - Stick Season,211,18,"","685,394","2,063"
"Imagine Dragons, Arcane & League of Legends - Enemy",164,14,"","684,350",0
The Script - Rain,130,29,"","683,508",0
Suzan & Freek - Als Het Avond Is,178,75,"","682,928",0
Deorro - Five Hours,121,48,"","682,780",0
Shakira - Try Everything,90,24,"","682,486",0
Kerstin Ott - Regenbogenfarben,170,32,"","682,165",0
Years & Years - Shine,120,31,"","681,871",0
Sigma - Changing,108,34,"","681,648",0
Purple Disco Machine - Fireworks,186,26,"","681,627",0
The Avener & Kadebostany - Castle In the Snow,47,72,"","680,766",0
Beyoncé - Daddy Lessons,111,13,"","680,530",0
Daft Punk - Lose Yourself to Dance,104,38,"","680,192",0
Amir - Longtemps,195,39,"","679,995",0
Rihanna - Only Girl,6,29,"","679,961",0
Jason Derulo & David Guetta - Goodbye,107,8,"","677,850",0
"Metro Boomin, The Weeknd & 21 Savage - Creepin'",163,11,"","677,677",0
BTS - Butter,86,1,(x13),"676,902",0
Bastille - Things We Lost in the Fire,122,55,"","676,419",0
Coldplay & Big Sean - Miracles,110,16,"","676,012",0
Liam Payne & J Balvin - Familiar,126,3,(x1),"675,750",0
Wax - Rosana,129,35,"","675,651",236
zzoilo & Aitana - Mon Amour,227,46,"","675,220",0
Justin Timberlake - Selfish,111,1,(x1),"673,858",704
The Rolling Stones - Sympathy For the Devil,291,41,"","673,730",0
Kygo & Donna Summer - Hot Stuff,126,1,(x1),"672,673",0
Gaullin - Moonlight,254,41,"","672,083",0
"Sportfreunde Stiller - Applaus, Applaus",133,54,"","671,492",0
ANNA ASTI - Царица,314,44,"","671,167","1,660"
Chris Yank - Холодно,281,59,"","670,822",0
Joris - Herz über Kopf,114,74,"","668,555",0
Josh - Cordula Grün,213,36,"","667,068",0
Gusttavo Lima - Balada,2,51,"","666,331",0
Grand Corps Malade & Louane - Derrière le brouillard,210,35,"","666,238",0
David Guetta & OneRepublic - I Don't Wanna Wait,61,3,(x1),"666,126","10,528"
Sia - Big Girls Cry,37,17,"","665,081",0
Cardi B - WAP,97,7,"","665,012",0
Zivert - Зелёные волны,192,72,"","664,595",0
Linkin Park - Numb,28,4,"","664,550",112
Daft Punk - Instant Crush,110,51,"","664,534",0
Тима Белорусских - Незабудка,264,63,"","663,399",0
Mr.Rain - SUPEREROI,207,16,"","663,241",316
Tyla - Water,155,9,"","663,156",96
Maître Gims & Sting - Reste,205,33,"","662,526",0
Jain - Alright,222,39,"","662,084",0
Mr. Probz - Nothing Really Matters,134,54,"","661,265",0
MARUV & Boosin - Drunk Groove,197,62,"","660,835",0
"Marco Borsato, Armin van Buuren & Davina Michelle - Hoe Het Danst",254,75,"","660,658",0
Train - Drive By,--,149,"","660,640",0
OneRepublic - West Coast,184,19,"","660,030",0
Fedez - Magnifico,17,89,"","659,944",0
Dominic Fike - 3 Nights,174,31,"","659,802",0
Demi Lovato - Heart Attack,126,14,"","659,654",0
The Rolling Stones - Living In A Ghost Town,101,1,(x6),"659,635",0
One Direction - What Makes You Beautiful,11,82,"","659,440",213
Adel Tawil - Tu m'appelles,191,32,"","658,855",0
Dermot Kennedy - Giants,160,26,"","658,708",0
Sam Smith - Like I Can,155,47,"","658,629",0
Niall Horan - Heaven,150,2,(x1),"658,452",0
"David Guetta, MistaJam & John Newman - If You Really Love Me",145,16,"","657,934",0
Sofi Tukker - Best Friend,173,39,"","657,551",0
Rino Gaetano - A Mano a Mano,20,86,"","657,160",344
Glockenbach - Brooklyn,219,29,"","653,278",0
ETOLUBOV - Притяжение,206,70,"","652,736",0
"David Guetta, Cedric Gervais & Chris Willis - Would I Lie to You",102,19,"","652,619",0
Clean Bandit - Baby,133,13,"","652,144",0
Kygo - Raging,113,23,"","650,249",0
Max Giesinger - Wenn sie tanzt,121,51,"","649,398",0
Skrillex - Bangarang,46,51,"","648,959",221
Nicky Jam - Live It Up,85,7,"","648,574",0
Philipp Dittberner & Marv - Wolke 4,120,68,"","648,404",0
Xavier Rudd - Follow the Sun,15,53,"","647,999",0
Inna - Flashbacks,278,54,"","647,625",264
Lorde - Green Light,101,4,"","646,682",0
Wankelmut & Emma Louise - My Head Is a Jungle,89,42,"","646,384",0
OneRepublic - RUNAWAY,185,15,"","646,112",0
Young T & Bugsey - Don't Rush,114,8,"","645,270",0
Elisa - A modo tuo,4,144,"","644,886",849
Enrique Iglesias - EL BAÑO,127,8,"","643,595",0
Alle Farben - She Moves,133,37,"","642,794",0
"Robin Schulz, Rita Ora & Tiago PZK - I'll Be There",197,16,"","642,293",375
Martin Garrix - Ocean,136,10,"","640,193",0
Martin Garrix - Don't Look Down,125,28,"","640,131",0
P!nk - True Love,111,25,"","637,836",0
Goldband - Noodgeval,200,67,"","637,415",394
U.S.A. for Africa - We Are the World,71,8,"","637,162",0
Yanns - Clic clic pan pan,237,32,"","636,839","2,936"
XXXTENTACION - Sad,113,3,(x1),"636,713",0
Bobby Helms - Jingle Bell Rock,175,13,"","636,562",0
Olly Murs - Wrapped Up,105,25,"","636,540",0
Mike Will Made-It - 23,96,22,"","636,232",0
Thegiornalisti - Riccione,89,62,"","635,377",0
Empire of the Sun - Alive,130,41,"","633,193",0
Lil Nas X - THATS WHAT I WANT,197,17,"","633,175",0
Paul Russell - Lil Boo Thang,217,21,"","633,163","1,066"
Coldplay - Orphans,94,6,"","632,743",0
Selena Gomez - The Heart Wants What It Wants,99,2,(x1),"632,489",0
Becky Hill & David Guetta - Remember,163,33,"","631,951",0
Arizona Zervas - Roxanne,139,18,"","631,835",0
Антон Токарев - Седьмой лепесток,191,93,"","631,732",202
Fireboy DML & Ed Sheeran - Peru,213,32,"","631,016",0
Zedd - Stay the Night,102,25,"","630,415",0
Goya Menor & Nektunez - Ameno Amapiano Remix,88,5,"","630,197",0
Snow Patrol - Chasing Cars,15,53,"","629,884",105
Leona Lewis - Run,7,115,"","629,871",395
Christina Perri - Jar of Hearts,--,159,"","629,511",654
Clean Bandit - I Miss You,165,28,"","628,895",0
Lauv - I Like Me Better,154,41,"","628,367",0
Bastille - Good Grief,126,33,"","626,714",0
Naestro - Bella ciao,138,34,"","626,385",0
Zazie - Speed,225,40,"","626,383",0
"Jax Jones, Martin Solveig & Madison Beer - All Day and Night",139,22,"","626,153",0
Macklemore - Glorious,134,33,"","624,736",0
Lo & Leduc - 079,9,186,"","624,226",0
Dua Lipa & Angèle - Fever,143,27,"","624,212",0
Patent Ochsner - Für immer uf di,--,211,"","623,962",0
Milky Chance - Colorado,222,37,"","623,769",0
Sia - Move Your Body,134,39,"","623,540",0
Imagine Dragons - Sharks,179,15,"","622,832",0
Jovanotti - A Te,1,200,"","622,379",0
Pitbull & Ne-Yo - Time of Our Lives,98,26,"","622,347",0
KAMRAD - I Believe,213,30,"","621,216",0
Rocco Hunt & Ana Mena - A un passo dalla luna,149,37,"","620,266",0
OneRepublic - Wherever I Go,122,25,"","619,654",0
Taylor Swift - ...Ready For It,95,1,(x2),"618,748",251
Seinabo Sey - Younger,7,83,"","618,161",0
Tyga - Taste,140,29,"","617,315",0
Charli XCX - Break the Rules,93,29,"","615,951",0
Selena Gomez - Hands To Myself,110,20,"","615,805",0
Amir - La fête,135,53,"","614,372",0
Claude - Ladada,181,41,"","614,178",494
SHAMAN - Я РУССКИЙ,174,67,"","614,105",916
Manuel Turizo - La Bachata,168,33,"","613,728",0
Lana Del Rey - West Coast,72,4,"","613,394",0
Diodato - Fai rumore,150,9,"","613,350",0
Josh. - Expresso & Tschianti,115,53,"","612,719",124
Miley Cyrus - Used To Be Young,118,1,(x2),"612,367",0
Naps - La kiffance,188,64,"","612,365",0
Roddy Ricch - The Box,126,16,"","612,024",0
Ed Sheeran - Cross Me,105,5,"","611,939",0
Shane Codd - Get Out My Head,179,23,"","611,743",0
Sebastián Yatra - Tacones Rojos,41,140,"","611,445",0
Frank Sinatra - My Way,15,56,"","611,347",0
Luis Fonsi & Stefflon Don - Calypso,117,11,"","610,799",0
LOBODA - случайная,11,143,"","609,145",0
Maan & Goldband - Stiekem,242,72,"","608,533",485
LUM!X & Gabry Ponte - Monster,162,25,"","607,662",0
Harry Styles - Falling,159,29,"","607,438",0
"Amel Bent & HATIK - 1,2,3",215,38,"","607,055",0
Mark Forster - Sowieso,113,62,"","606,520",0
Jess Glynne - Don't Be So Hard On Yourself,107,38,"","605,208",0
Тима Белорусских - Мокрые кроссы,209,76,"","604,519",0
KAZKA - ПЛАКАЛА,192,51,"","604,051",0
Lana Del Rey - High By the Beach,57,1,(x1),"603,468",0
Okean Elzy - Обійми,23,85,"","603,257",0
Rea Garvey - Is It Love,172,37,"","603,205",0
Michael Kiwanuka - Cold Little Heart,98,28,"","603,072",0
Баста & Zivert - неболей,232,61,"","602,896",0
Irama - Ovunque Sarai,140,15,"","602,302",0
Hailee Steinfeld & BloodPop® - Capital Letters,118,5,"","602,146",0
Fetty Wap - Trap Queen,114,43,"","601,998",0
Metallica - The Unforgiven,1,181,"","600,975",0
Miyagi & Andy Panda - Marmalade,146,57,"","599,439",619
Benjamin Biolay - Comment est ta peine,237,33,"","599,218",0
Melisa & Tommo - I'm Alone,200,50,"","599,098",0
Artik & Asti - Все мимо,190,61,"","598,035",0
Coi Leray - Players,139,9,"","597,842",0
"#2Маши - Мама, я танцую",151,85,"","596,472",0
Lewis Capaldi - Wish You The Best,152,13,"","596,333",0
Calvin Harris - By Your Side,123,13,"","596,104",0
Tiësto - Red Lights,105,31,"","595,983",0
Bill Medley & Jennifer Warnes - (I've Had) The Time of My Life,13,44,"","595,731",0
Galantis - Peanut Butter Jelly,125,46,"","594,535",0
Eminem - Survival,70,6,"","593,686",0
Korol I Shut - Кукла колдуна,173,104,"","592,548",0
Zivert - Credo,181,58,"","592,176",0
M. Pokora - Tombé,220,42,"","592,080",0
Alejandro Sanz & Camila Cabello - Mi Persona Favorita,7,115,"","591,435",0
Daddy Yankee - Limbo,7,90,"","591,408",0
Martin Garrix & Jay Hardway - Wizard,108,30,"","589,824",0
Zaho de Sagazan - La symphonie des éclairs,184,21,"","588,903","2,881"
"Takagi & Ketra, Omi & Giusy Ferreri - JAMBO",152,37,"","588,814",0
"NILETTO, Oleg Miami & Lesha Svik - Не вспоминай",248,33,"","587,932",951
Vegedream - Ramenez la coupe à la maison,178,49,"","587,580",0
LINKIN PARK - Lost,136,2,(x2),"587,461",0
Flo Rida - Right Round,8,119,"","586,282",953
P!nk - All I Know So Far,157,3,(x2),"582,724",0
Hoshi - Ta marinière,198,72,"","582,303",0
Dargen D'Amico - Dove Si Balla,217,37,"","581,071",0
Madonna - Living For Love,92,4,"","580,692",0
Loredana - Apa,--,353,"","580,526",0
Selena Gomez - Slow Down,66,21,"","580,194",0
Vize - Stars,198,44,"","580,129",0
Jennifer Rush - Ring of Ice,183,27,"","579,454",0
Röyksopp - Here She Comes Again,2,90,"","579,296",0
Okean Elzy - На Небі,--,482,"","579,227",0
Lartiste - Chocolat,128,60,"","579,173",0
Ava Max - Million Dollar Baby,157,12,"","577,267",0
One Direction - History,106,6,"","576,493",0
Coldplay - Up&Up,123,35,"","575,269",0
Revolverheld - Ich lass für dich das Licht an,31,69,"","574,885",178
Showtek - Booyah,116,40,"","573,888",0
Ricky Martin - La Mordidita,37,47,"","573,645",0
Clean Bandit - Tears,126,32,"","572,850",0
Tyga - Ayy Macarena,117,17,"","572,240",0
"Fedez, Annalisa & Articolo 31 - DISCO PARADISE",157,23,"","572,035",291
Julien Doré - Le lac,67,57,"","572,011",0
ROSALÍA & Rauw Alejandro - BESO,173,11,"","571,689",0
Il Volo - Grande amore,37,7,"","571,580",60
Alan Walker & Sophia Somajo - Diamond Heart,191,16,"","571,547",0
"Capital Bra, Samra & Lea - 110",156,22,"","571,482",0
BLANCO & Sfera Ebbasta - MI FAI IMPAZZIRE,174,51,"","571,320",0
DJ SMASH & Poёt - АТМЛ,246,56,"","571,181",0
Aime Simone - Shining Light,215,23,"","571,030",0
Powfu - Break Ups Suck Ass,288,62,"","570,920",0
Libianca - People,186,13,"","570,398",0
Clean Bandit & Jess Glynne - Real Love,117,31,"","569,467",0
Christine and the Queens - Saint Claude,37,70,"","569,349",0
Tina Turner - The Best,32,1,(x3),"567,100",433
