Artist,Streams,Daily,As lead,Solo,As feature
Fifth Harmony,"5,394.6",0.979,"5,107.9","2,084.1",286.7
Plan B,"5,372.4",5.627,"3,691.1","3,066.3","1,681.3"
Jason Aldean,"5,363.3",2.113,"5,109.5","4,823.6",253.8
Jay Wheeler,"5,356.1",4.087,"3,247.3",585.8,"2,108.8"
Pearl Jam,"5,345.4",2.167,"5,345.4","5,333.6",""
KHEA,"5,338.4",3.944,"2,483.6",468.9,"2,854.8"
Lil Skies,"5,338.0",1.088,"4,337.5","2,666.4","1,000.5"
Moneybagg Yo,"5,317.5",2.416,"3,213.7","1,740.0","2,103.8"
Mustard,"5,314.7",1.399,"2,744.0",2.1,"2,570.7"
Avenged Sevenfold,"5,311.2",4.338,"5,306.5","5,299.6",4.6
Three Days Grace,"5,308.9",2.362,"5,173.8","5,152.7",135.0
Alec Benjamin,"5,301.0",2.792,"5,089.7","4,920.5",211.3
Rod Wave,"5,283.7",2.991,"5,096.6","4,177.9",187.1
Mambo Kingz,"5,270.6",2.810,7.0,0.9,"5,263.6"
Eslabon Armado,"5,254.0",4.581,"4,897.8","2,439.5",356.3
Central Cee,"5,245.8",10.198,"3,515.2","3,301.0","1,730.5"
Dean Lewis,"5,190.8",2.303,"4,838.3","4,776.2",352.6
Glee Cast,"5,179.8",1.047,"5,179.8","4,363.8",""
Phil Collins,"5,168.8",2.760,"4,791.0","4,741.7",377.7
A$AP Ferg,"5,146.9",1.229,"3,278.3","1,118.8","1,868.6"
Nio Garcia,"5,140.7",1.286,"4,072.8",122.7,"1,067.9"
Joan Sebastian,"5,104.0",3.504,"5,028.3","4,258.0",75.7
Bee Gees,"5,101.7",3.246,"5,024.4","4,899.3",77.3
Noriel,"5,092.9",3.068,637.7,151.8,"4,455.2"
George Ezra,"5,087.3",2.107,"5,087.3","4,932.5",""
Chase Atlantic,"5,068.3",4.585,"5,023.4","4,676.2",45.0
Vicente Fernández,"5,068.2",3.487,"4,908.9","4,821.9",159.4
Alfredo Olivas,"5,061.5",5.323,"4,756.1","4,703.6",305.4
Nicki Nicole,"5,060.7",4.782,"1,802.1",758.4,"3,258.6"
Los Ángeles Azules,"5,060.2",4.495,"4,885.9","1,721.1",174.4
Cigarettes After Sex,"5,054.7",6.035,"5,054.7","5,054.7",""
Clairo,"5,048.3",4.558,"3,820.1","3,597.3","1,228.2"
Bryan Adams,"5,028.9",11.122,"4,785.6","4,355.4",243.3
Dire Straits,"4,998.2",3.077,"4,998.2","4,998.2",""
The Police,"4,996.1",3.335,"4,996.1","4,984.6",""
Lil Pump,"4,991.2",0.599,"2,518.4","2,057.3","2,472.8"
Rich The Kid,"4,989.9",2.483,"2,452.5","1,218.3","2,537.4"
Original Broadway Cast of Hamilton,"4,982.7",1.810,591.1,591.1,"4,391.6"
La Arrolladora Banda El Limón De Rene Camacho,"4,959.3",3.946,"4,925.8","4,856.9",33.5
Céline Dion,"4,925.4",2.311,"4,709.7","4,173.2",215.8
B.o.B,"4,922.4",1.823,"3,381.0",460.8,"1,541.4"
James Bay,"4,904.7",1.055,"4,774.3","4,428.7",130.5
LANY,"4,896.1",2.022,"4,282.9","4,219.3",613.2
Train,"4,894.1",2.868,"4,631.8","4,496.2",262.2
Pablo Alborán,"4,892.9",2.238,"4,001.9","2,962.8",891.0
Luciano,"4,860.4",2.317,"3,398.6","2,319.2","1,461.8"
24kGoldn,"4,855.8",1.352,"3,930.4","1,270.6",925.4
AFROJACK,"4,850.6",2.150,"1,474.5",56.2,"3,376.2"
MGMT,"4,846.8",2.393,"3,391.7","3,375.8","1,455.1"
Outkast,"4,838.6",2.915,"4,637.8","4,199.8",200.8
X Ambassadors,"4,827.0",1.549,"2,680.0","2,146.3","2,147.1"
A.R. Rahman,"4,818.5",4.709,"4,636.1",348.3,182.4
Lunay,"4,816.0",1.719,"2,711.4",241.8,"2,104.6"
Ricky Martin,"4,814.8",1.559,"4,058.5","2,047.9",756.2
Tiago PZK,"4,814.8",5.185,"2,367.2",437.5,"2,447.5"
Flume,"4,799.5",1.387,"3,922.8",606.0,876.6
benny blanco,"4,784.1",1.489,"3,737.2",3.5,"1,047.0"
Lin-Manuel Miranda,"4,768.6",1.766,"1,668.4",172.8,"3,100.2"
Dan + Shay,"4,761.8",1.275,"4,638.0","3,339.9",123.8
Tones And I,"4,742.1",1.361,"4,703.7","4,702.1",38.3
Jesse & Joy,"4,736.9",2.314,"4,114.7","2,998.1",622.2
Becky Hill,"4,720.3",2.126,"1,788.7",320.5,"2,931.5"
Jax Jones,"4,691.8",1.699,"3,350.0",62.7,"1,341.8"
AJR,"4,691.1",1.914,"4,432.2","4,105.5",258.9
PnB Rock,"4,674.5",0.935,"2,109.3","1,185.8","2,565.2"
Nelly Furtado,"4,673.1",3.628,"4,078.3","2,110.6",594.8
MEDUZA,"4,671.8",2.504,"4,325.3",17.4,346.5
Bibi und Tina,"4,654.3",3.558,"4,654.3","4,208.4",""
Daya,"4,649.3",2.053,"1,949.3","1,830.7","2,700.0"
Luan Santana,"4,637.0",3.110,"3,926.3","2,912.3",710.6
Damso,"4,629.3",1.881,"3,104.0","2,819.3","1,525.3"
will.i.am,"4,613.1",2.196,"1,872.3",148.1,"2,740.8"
Armin van Buuren,"4,594.8",2.333,"4,059.0",835.2,535.8
The Cure,"4,592.6",2.533,"4,590.4","4,520.2",2.3
The Smiths,"4,590.3",3.651,"4,590.3","4,590.3",""
Juan Gabriel,"4,587.8",2.581,"4,226.7","3,497.3",361.1
Lukas Graham,"4,581.4",1.545,"4,328.6","4,063.6",252.8
Jessie J,"4,574.0",1.522,"4,452.9","2,307.1",121.0
Korn,"4,561.6",2.738,"4,545.3","4,144.7",16.3
Lil Mosey,"4,560.1",0.901,"3,934.6","3,207.4",625.5
Tom Odell,"4,546.3",3.195,"4,497.7","4,034.3",48.7
Cage The Elephant,"4,532.7",2.487,"4,532.7","4,456.7",""
ILLENIUM,"4,490.7",1.400,"3,307.4",173.9,"1,183.3"
Sam Feldt,"4,490.3",1.240,"3,271.8",145.5,"1,218.5"
Stormzy,"4,479.0",1.416,"2,716.6","1,684.6","1,762.4"
TOMORROW X TOGETHER,"4,474.4",4.060,"4,284.6","3,732.4",189.7
Ana Castela,"4,457.1",6.274,"1,451.0",802.9,"3,006.1"
Maren Morris,"4,453.7",1.082,"1,901.3","1,591.6","2,552.4"
Nas,"4,433.1",1.744,"3,227.0","1,981.2","1,206.0"
Marvin Gaye,"4,417.0",2.300,"4,336.0","2,464.3",81.0
Iggy Azalea,"4,413.0",0.971,"2,884.3",782.1,"1,528.7"
Passenger,"4,407.4",1.503,"4,407.4","4,180.4",""
Soda Stereo,"4,404.1",2.393,"4,404.1","4,402.3",""
Carlos Vives,"4,394.6",1.974,"3,799.3","1,498.0",595.4
Foster The People,"4,386.6",1.966,"4,185.4","4,086.5",201.2
John Williams,"4,376.5",1.813,"2,632.0","1,427.7","1,744.4"
Baby Keem,"4,374.2",3.296,"4,116.2","2,757.4",258.0
Chief Keef,"4,372.8",3.304,"3,163.6","2,112.8","1,209.2"
NewJeans,"4,360.5",7.740,"4,195.4","4,181.4",165.1
Cosculluela,"4,358.5",2.311,"2,265.2",803.7,"2,093.2"
Kid Ink,"4,354.0",0.711,"2,591.0",800.1,"1,763.0"
Seeb,"4,336.7",1.062,932.1,7.6,"3,404.7"
Cazzu,"4,320.0",2.045,"1,266.4",588.9,"3,053.6"
Jeremy Zucker,"4,314.7",0.986,"3,982.5","2,476.6",332.2
Gwen Stefani,"4,308.8",2.022,"2,923.0","1,511.1","1,385.8"
Madison Beer,"4,294.4",2.360,"3,059.0","2,721.7","1,235.4"
Hillsong Worship,"4,291.2",1.883,"4,291.2","1,434.8",""
The Game,"4,290.2",1.540,"3,590.9",542.0,699.4
Journey,"4,260.2",3.079,"4,260.2","4,188.8",""
MC Ryan SP,"4,258.8",5.905,873.3,98.7,"3,385.5"
Sigala,"4,253.4",0.936,"3,625.4",524.5,628.1
Ufo361,"4,246.8",2.162,"3,335.8","1,655.9",910.9
Gera MX,"4,243.0",2.821,"2,928.0",950.1,"1,315.0"
Depeche Mode,"4,239.8",2.320,"4,239.8","3,177.9",""
Santa Fe Klan,"4,239.5",2.298,"2,383.8",917.3,"1,855.7"
Bob Dylan,"4,231.5",1.638,"4,224.2","3,967.0",7.3
Zac Brown Band,"4,230.1",2.376,"4,212.9","3,519.8",17.2
CNCO,"4,210.4",0.824,"3,772.0","2,436.0",438.5
Zion,"4,199.7",2.202,406.7,310.2,"3,793.0"
James Blunt,"4,199.4",1.377,"3,438.3","3,405.6",761.1
Paul McCartney,"4,197.5",1.504,"2,523.8","1,634.5","1,673.7"
Gzuz,"4,192.5",2.022,"1,725.9",684.0,"2,466.6"
Julión Álvarez y su Norteño Banda,"4,189.9",6.857,"4,095.7","4,071.2",94.2
Skillet,"4,188.5",2.052,"4,188.5","4,158.6",""
Pentatonix,"4,183.8",0.417,"4,162.4","3,691.7",21.3
Deftones,"4,175.5",4.227,"4,175.5","4,158.4",""
Blake Shelton,"4,170.9",1.282,"3,731.3","2,953.7",439.6
Iron Maiden,"4,169.3",1.624,"4,169.3","4,169.3",""
Wale,"4,154.5",1.122,"2,291.1",377.4,"1,863.4"
Grupo Marca Registrada,"4,141.5",5.362,"3,232.3","1,853.6",909.2
C. Tangana,"4,141.0",1.975,"3,658.3","1,109.2",482.7
Swedish House Mafia,"4,134.7",2.785,"3,891.0",859.3,243.8
Imanbek,"4,126.1",1.464,"1,197.2",7.2,"2,929.0"
Gerardo Ortiz,"4,125.6",1.639,"3,327.7","3,119.1",797.8
PNL,"4,123.6",1.612,"4,111.7","4,025.4",11.9
Juan Magán,"4,113.8",1.086,"2,318.1",633.5,"1,795.7"
Lil Jon,"4,112.4",1.882,748.9,15.0,"3,363.5"
Weezer,"4,111.1",2.231,"4,072.8","4,025.5",38.3
Carly Rae Jepsen,"4,083.7",1.724,"3,368.4","3,281.5",715.2
LUDMILLA,"4,075.7",3.098,"2,526.3","1,192.7","1,549.4"
Sam Hunt,"4,048.7",1.154,"3,821.0","3,820.4",227.7
Mau y Ricky,"4,029.9",1.340,"2,667.2",448.7,"1,362.6"
bbno$,"4,016.3",1.701,"1,827.5",280.2,"2,188.8"
The Doors,"4,016.2",1.801,"3,838.1","3,836.9",178.1
Shaggy,"4,013.1",1.816,"2,727.1",547.9,"1,286.0"
Pusha T,"4,007.7",1.472,"1,427.5",491.2,"2,580.1"
Joey Bada$$,"4,006.9",1.606,"2,750.8","2,187.7","1,256.1"
Eric Church,"4,005.4",2.027,"3,561.9","3,528.0",443.5
MARINA,"3,995.9",1.772,"3,772.8","3,723.4",223.1
Skepta,"3,990.6",2.177,"1,520.0",615.3,"2,470.5"
Tim McGraw,"3,987.0",1.664,"3,577.0","2,693.3",410.0
Limp Bizkit,"3,976.7",2.830,"3,975.7","3,832.5",1.0
Los Tigres Del Norte,"3,975.4",3.601,"3,929.8","3,738.1",45.6
The Black Keys,"3,974.6",2.037,"3,974.4","3,965.0",0.2
Lyanno,"3,972.2",2.288,580.9,117.8,"3,391.3"
DJ Nelson,"3,971.2",2.612,"1,248.9",596.0,"2,722.3"
Sidhu Moose Wala,"3,965.6",4.453,"3,534.7","1,654.2",430.9
Ludovico Einaudi,"3,945.7",1.932,"3,891.2","2,440.2",54.5
Rod Stewart,"3,942.8",1.850,"3,268.0","2,911.9",674.7
Juan Luis Guerra 4.40,"3,938.7",2.880,"2,857.4","2,719.3","1,081.3"
Ice Cube,"3,936.5",2.086,"3,632.0","2,848.5",304.5
Aitana,"3,933.4",1.979,"2,370.9","1,157.7","1,562.5"
Marco Antonio Solís,"3,923.5",2.467,"3,142.2","2,881.9",781.3
Noah Cyrus,"3,922.1",2.336,"2,884.6","1,623.3","1,037.5"
Rudimental,"3,914.1",1.879,"3,369.7",28.7,544.4
Boyce Avenue,"3,909.6",0.912,"3,909.6","2,457.7",""
Gabito Ballesteros,"3,905.6",10.959,969.7,309.9,"2,935.9"
"Earth, Wind & Fire","3,902.7",2.662,"3,739.9","3,213.5",162.8
El Fantasma,"3,895.5",2.178,"3,715.2","2,667.2",180.3
alt-J,"3,886.9",1.291,"3,885.0","3,714.6",1.9
Papa Roach,"3,864.8",1.801,"3,819.0","3,608.8",45.8
Phoebe Bridgers,"3,864.6",2.801,"2,322.7","2,244.6","1,541.8"
GIMS,"3,855.8",3.495,"2,986.5","1,457.4",869.3
Cris Mj,"3,853.3",14.365,"2,279.5","1,366.5","1,573.8"
R.E.M.,"3,852.3",1.864,"3,852.3","3,845.6",""
José José,"3,841.7",2.945,"3,811.4","3,517.5",30.3
Mike Posner,"3,836.0",1.482,"3,680.7",600.7,155.4
Dermot Kennedy,"3,835.3",1.284,"2,898.4","2,846.5",936.9
Birdy,"3,834.6",1.242,"3,661.3","3,173.4",173.3
The Cranberries,"3,822.3",3.186,"3,822.3","3,819.9",""
Los Temerarios,"3,819.0",5.455,"3,819.0","3,819.0",""
Sleepy Hallow,"3,798.3",3.121,"3,151.2","2,007.4",647.0
Joel Corry,"3,797.5",1.570,"3,375.9",449.6,421.6
girl in red,"3,795.7",2.176,"3,795.7","3,779.1",""
Joyner Lucas,"3,788.6",1.278,"2,893.9","1,388.8",894.7
TOTO,"3,787.6",2.989,"3,785.7","3,779.2",1.9
Gente De Zona,"3,786.7",1.179,"1,531.4",342.0,"2,255.3"
Jorja Smith,"3,782.9",1.665,"2,595.9","1,628.7","1,187.0"
Kenny Chesney,"3,771.0",1.980,"3,611.9","3,076.1",159.1
Oliver Tree,"3,770.8",1.362,"3,153.9","2,077.0",617.0
The Beach Boys,"3,768.8",2.119,"3,768.8","3,737.3",""
Rise Against,"3,761.7",1.337,"3,757.3","3,753.7",4.4
Topic,"3,761.3",1.453,"2,074.2",30.3,"1,687.1"
Norah Jones,"3,761.3",1.664,"3,464.4","3,379.5",296.9
Carlos Rivera,"3,758.0",1.498,"3,013.8","2,249.8",744.2
George Michael,"3,744.0",1.875,"3,690.1","3,230.5",53.9
Milky Chance,"3,738.5",2.032,"3,738.5","3,501.9",""
Destiny's Child,"3,736.6",1.405,"3,717.4","3,463.6",19.1
TV Girl,"3,735.8",6.733,"3,591.2","3,586.5",144.6
Guè,"3,732.0",2.239,"1,968.0",581.4,"1,763.9"
Busta Rhymes,"3,730.8",1.421,"1,563.3",577.6,"2,167.5"
Jeezy,"3,711.9",1.218,"1,878.3",631.5,"1,833.6"
Morad,"3,702.8",5.276,"1,722.4","1,233.1","1,980.3"
Sido,"3,699.1",1.732,"2,488.6","1,450.4","1,210.5"
Ha*Ash,"3,698.4",2.131,"3,043.3","2,376.9",655.1
Eric Clapton,"3,684.6",1.452,"3,465.6","3,065.5",219.0
Natalia Lafourcade,"3,669.5",1.853,"2,632.7","1,795.4","1,036.8"
Carrie Underwood,"3,668.5",1.228,"3,056.7","2,870.6",611.7
Lord Huron,"3,667.1",3.331,"3,667.1","3,343.1",""
SAINt JHN,"3,666.1",0.911,"3,444.2",847.9,221.9
Simon & Garfunkel,"3,664.0",1.884,"3,664.0","3,662.7",""
Christina Perri,"3,659.6",1.894,"3,416.2","3,375.0",243.4
Julieta Venegas,"3,655.3",2.521,"1,937.6","1,633.6","1,717.7"
Black Sabbath,"3,653.3",2.054,"3,653.3","3,652.6",""
EXO,"3,651.0",1.116,"3,651.0","3,651.0",""
Alka Yagnik,"3,637.3",4.562,"1,252.7",217.3,"2,384.6"
Matuê,"3,633.0",2.687,"2,664.2","1,870.6",968.8
Dominic Fike,"3,626.5",4.567,"3,293.0","2,918.9",333.5
beabadoobee,"3,625.5",3.413,"1,921.2","1,642.4","1,704.3"
Tyler Childers,"3,619.8",3.982,"3,619.8","3,128.8",""
Niska,"3,600.5",1.361,"2,176.4","1,348.9","1,424.1"
The Vamps,"3,600.2",0.654,"3,086.3","1,746.0",513.9
Why Don't We,"3,597.2",0.759,"3,419.4","3,156.7",177.8
Luísa Sonza,"3,591.2",2.913,"2,287.8","1,326.8","1,303.3"
Keith Urban,"3,575.4",1.112,"3,051.6","2,413.9",523.8
Os Barões Da Pisadinha,"3,574.5",3.507,"2,896.5","1,986.3",678.0
Yo Gotti,"3,569.1",0.506,"1,902.8",518.7,"1,666.2"
Rema,"3,567.0",2.999,"2,883.7","1,389.4",683.3
WILLOW,"3,564.8",1.452,"2,254.8","1,794.1","1,310.0"
Gryffin,"3,564.7",0.895,"2,740.6",13.5,824.1
Leslie Odom Jr.,"3,560.5",1.401,"1,792.9",104.8,"1,767.6"
Dean Martin,"3,557.8",0.907,"3,540.5","3,340.4",17.3
Lynyrd Skynyrd,"3,556.7",1.945,"3,555.8","3,532.5",0.9
Bea Miller,"3,555.3",0.821,"1,673.7","1,368.3","1,881.6"
Van Morrison,"3,552.2",2.299,"3,430.1","3,359.7",122.0
Shinedown,"3,550.9",2.386,"3,550.9","3,535.3",""
Amitabh Bhattacharya,"3,549.3",4.492,51.5,4.5,"3,497.8"
King Von,"3,539.1",2.927,"2,980.8","2,008.6",558.3
BROCKHAMPTON,"3,537.2",0.583,"3,537.2","3,374.8",""
Hillsong UNITED,"3,535.0",1.118,"3,514.9",801.7,20.1
Ruth B.,"3,528.3",2.194,"3,410.6","3,069.1",117.7
Missy Elliott,"3,523.7",1.281,"1,490.3",902.4,"2,033.5"
Bradley Cooper,"3,522.7",1.144,414.5,414.5,"3,108.3"
Los Tucanes De Tijuana,"3,512.5",2.900,"3,367.1","3,322.2",145.3
YOASOBI,"3,512.4",2.367,"3,512.4","3,464.2",""
Apache 207,"3,508.9",2.622,"3,161.3","2,939.7",347.6
D-Block Europe,"3,504.8",3.586,"2,429.7","1,200.1","1,075.2"
Adam Levine,"3,503.7",1.692,418.6,403.3,"3,085.1"
Juhn,"3,497.4",1.552,529.0,136.2,"2,968.4"
MNEK,"3,497.2",1.088,"1,143.4",95.0,"2,353.9"
Booba,"3,490.9",1.544,"2,501.6","1,735.1",989.3
Hugo & Guilherme,"3,487.5",3.552,"2,569.4","1,727.2",918.1
Robbie Williams,"3,486.2",1.273,"3,406.8","3,004.4",79.4
Dilsinho,"3,483.4",2.026,"2,485.1","1,365.9",998.3
Breaking Benjamin,"3,481.2",1.332,"3,430.4","3,354.5",50.8
Melendi,"3,480.7",2.009,"3,246.4","2,520.6",234.4
Daryl Hall & John Oates,"3,477.5",3.616,"3,477.5","3,418.7",""
Aminé,"3,475.2",0.722,"3,124.0","2,528.6",351.2
JP Cooper,"3,472.7",0.599,"1,960.3","1,628.7","1,512.4"
Samra,"3,466.9",0.791,"1,924.0","1,122.4","1,542.9"
Kim Petras,"3,462.9",2.616,"1,078.4",938.0,"2,384.5"
Dimitri Vegas & Like Mike,"3,452.7",2.542,"2,848.2",73.3,604.5
Kacey Musgraves,"3,450.4",3.215,"2,511.2","2,390.2",939.2
Van Halen,"3,448.6",1.648,"3,448.6","3,447.8",""
Mabel,"3,439.1",0.659,"2,300.7","1,787.3","1,138.4"
Empire Of The Sun,"3,435.8",3.399,"2,319.1","2,121.6","1,116.7"
Aya Nakamura,"3,434.9",1.677,"3,186.1","2,216.8",248.7
Lazza,"3,434.2",2.526,"1,983.9","1,082.6","1,450.3"
Capo Plaza,"3,433.8",3.125,"1,858.5","1,115.8","1,575.3"
Mc Don Juan,"3,433.5",2.248,"1,367.2",518.8,"2,066.4"
Bruno & Marrone,"3,427.3",1.822,"2,734.5","2,264.7",692.8
Key Glock,"3,425.5",3.098,"2,568.3","2,560.0",857.2
Saweetie,"3,425.0",1.326,"2,182.1","1,018.5","1,242.8"
DNCE,"3,412.9",0.915,"2,871.7","2,666.3",541.2
George Strait,"3,410.9",2.130,"3,358.6","3,280.8",52.3
Mon Laferte,"3,408.9",2.484,"2,904.5","2,033.3",504.5
Zoé,"3,405.7",1.743,"3,388.6","3,239.0",17.1
Cali Y El Dandee,"3,396.3",0.964,"2,217.4",819.4,"1,178.9"
Evanescence,"3,395.8",2.142,"3,395.8","3,387.9",""
Jubin Nautiyal,"3,395.1",2.341,"1,369.7",513.2,"2,025.4"
Dolly Parton,"3,389.8",2.168,"2,836.1","2,057.0",553.7
Normani,"3,389.5",1.129,747.5,404.0,"2,642.0"
Jowell & Randy,"3,388.3",1.598,995.3,329.3,"2,393.0"
Jimin,"3,375.7",5.325,"2,862.2","2,503.8",513.4
Ms. Lauryn Hill,"3,374.7",2.450,"1,547.0","1,345.1","1,827.7"
Volbeat,"3,371.5",1.238,"3,371.5","2,941.9",""
Ray Dalton,"3,366.0",2.395,289.0,186.1,"3,077.0"
Sabaton,"3,359.6",1.603,"3,340.0","3,282.8",19.5
Denzel Curry,"3,359.3",1.041,"2,270.5","1,356.3","1,088.9"
ENHYPEN,"3,357.9",4.158,"3,357.8","3,306.0",0.1
Olivia O'Brien,"3,357.9",0.635,"1,783.5","1,503.9","1,574.3"
KK,"3,355.9",4.271,"1,883.0","1,446.3","1,472.9"
Young Miko,"3,353.5",5.443,906.6,624.8,"2,446.9"
Dímelo Flow,"3,352.7",2.888,862.7,0.2,"2,490.0"
Kodaline,"3,343.6",0.971,"3,025.4","2,955.5",318.2
Wyclef Jean,"3,343.6",1.864,578.2,86.4,"2,765.4"
Liam Payne,"3,338.5",0.455,"2,467.8",453.4,870.6
Jon Bellion,"3,336.8",0.606,"2,483.0","2,179.1",853.9
The White Stripes,"3,334.9",1.922,"3,334.9","3,276.8",""
Scorpions,"3,333.4",1.874,"3,332.2","3,290.9",1.2
Jimi Hendrix,"3,333.3",1.268,"3,332.5","3,304.3",0.9
Red Velvet,"3,330.3",1.167,"3,307.1","3,272.7",23.1
(G)I-DLE,"3,322.5",2.726,"2,480.0","2,469.0",842.5
Charlie Brown Jr.,"3,317.1",2.169,"3,266.5","3,144.4",50.6
Latto,"3,316.6",2.941,"1,047.3",559.8,"2,269.2"
Trueno,"3,313.3",5.877,"2,373.6","1,042.0",939.7
Alemán,"3,313.1",2.066,"2,048.7",711.0,"1,264.4"
Rage Against The Machine,"3,310.4",1.416,"3,310.4","3,310.4",""
Young Dolph,"3,306.8",1.683,"2,582.5","1,330.9",724.4
Olly Alexander (Years & Years),"3,304.8",0.975,"2,865.8","2,345.0",439.0
Diddy,"3,304.8",1.282,"1,605.2",14.0,"1,699.6"
MF DOOM,"3,293.6",2.741,"1,763.2","1,224.5","1,530.5"
KISS,"3,286.3",1.673,"3,285.8","3,266.4",0.4
Elevation Worship,"3,286.2",2.165,"3,231.3","2,009.6",54.8
Keane,"3,286.1",2.425,"3,286.1","3,233.6",""
Ryan Castro,"3,277.6",4.407,"2,194.5","1,278.9","1,083.2"
Ben Howard,"3,273.4",0.631,"3,271.4","3,225.3",2.1
Leon Bridges,"3,259.7",1.531,"2,170.6","1,974.1","1,089.1"
Banda El Recodo,"3,250.1",2.026,"3,164.6","3,036.9",85.5
Jessie Reyez,"3,246.3",0.755,"1,087.2",705.0,"2,159.2"
Alex Rose,"3,245.5",1.392,"2,122.9",183.9,"1,122.6"
David Bisbal,"3,244.8",1.345,"2,247.7","1,406.7",997.1
Shania Twain,"3,241.6",1.881,"2,870.9","2,730.7",370.7
Alan Jackson,"3,238.7",1.974,"3,060.6","2,710.2",178.1
Nekfeu,"3,237.7",1.245,"2,503.4","1,565.7",734.3
Ella Mai,"3,233.9",0.934,"2,686.7","2,089.1",547.2
Kontra K,"3,225.6",1.173,"2,833.2","1,982.1",392.5
JVKE,"3,223.5",2.967,"2,582.6","2,292.0",640.9
Badshah,"3,215.3",4.627,"2,094.1",256.8,"1,121.2"
NIKI,"3,213.5",2.843,"2,639.0","2,424.7",574.5
Matoma,"3,211.3",0.489,"1,889.2",78.0,"1,322.1"
Casper Magico,"3,211.2",1.421,527.5,37.3,"2,683.8"
Jay Rock,"3,209.0",1.820,"1,511.2",261.8,"1,697.8"
Marracash,"3,206.7",1.954,"1,984.2",807.3,"1,222.5"
Sublime,"3,204.0",2.241,"3,199.9","3,145.8",4.1
The Fray,"3,199.7",1.447,"3,194.3","3,193.4",5.4
Sum 41,"3,195.1",1.607,"3,185.1","3,180.2",10.0
All Time Low,"3,192.6",1.022,"3,157.0","2,655.9",35.6
Jay Chou,"3,190.9",1.915,"3,186.9","2,709.3",4.0
The Smashing Pumpkins,"3,184.6",1.734,"3,184.6","3,184.1",""
Danna Paola,"3,181.8",1.215,"2,139.1","1,707.9","1,042.8"
ODESZA,"3,170.4",0.977,"2,826.2","1,075.4",344.1
Stromae,"3,169.9",1.594,"3,091.1","2,800.0",78.9
Ozzy Osbourne,"3,169.7",1.470,"2,513.9","2,359.0",655.8
Jon Pardi,"3,168.3",2.342,"2,916.3","2,891.4",252.0
Vishal-Shekhar,"3,158.4",3.492,"2,770.0",7.6,388.4
Internet Money,"3,158.2",0.830,"2,576.2",2.6,582.1
Prince,"3,141.1",1.328,"3,136.3","2,929.0",4.9
Elley Duhé,"3,138.3",2.829,"1,480.4","1,185.7","1,657.9"
Bill Withers,"3,136.7",2.812,"2,517.4","2,496.1",619.3
Enya,"3,133.3",1.390,"3,097.9","3,097.5",35.4
Ella Henderson,"3,132.0",1.867,"1,324.5",965.3,"1,807.5"
Ezhel,"3,131.4",1.258,"1,638.4","1,503.7","1,493.0"
Tears For Fears,"3,118.7",2.435,"3,092.9","2,678.3",25.9
Blueface,"3,116.7",0.650,"1,642.2",863.5,"1,474.6"
Rag'n'Bone Man,"3,116.4",1.309,"2,124.8","1,938.7",991.6
Skylar Grey,"3,111.9",0.898,620.8,376.3,"2,491.0"
Los Bukis,"3,111.0",2.540,"2,912.2","2,910.3",198.8
Andy Grammer,"3,108.1",0.847,"2,909.6","2,714.7",198.4
Nat King Cole,"3,107.6",0.926,"2,997.4","2,921.7",110.2
Udit Narayan,"3,104.9",3.772,"1,520.4",252.7,"1,584.5"
SCH,"3,104.8",1.857,"1,861.6","1,488.9","1,243.2"
BONES,"3,100.7",1.945,"2,814.3","2,382.4",286.4
La Adictiva,"3,098.9",2.044,"3,058.0","2,534.6",40.9
KEVIN ROLDAN,"3,092.5",1.179,"2,063.4",964.3,"1,029.1"
LIT killah,"3,091.9",1.858,"1,614.1",589.3,"1,477.8"
A Day To Remember,"3,074.5",0.991,"2,985.4","2,976.7",89.1
PinkPantheress,"3,071.6",2.612,"2,937.9","1,932.0",133.8
Almighty,"3,069.2",1.806,441.1,236.4,"2,628.1"
La Oreja de Van Gogh,"3,069.1",2.120,"3,046.8","2,858.7",22.3
Jaden,"3,066.7",0.627,"2,320.2","1,684.5",746.6
Tracy Chapman,"3,065.7",1.776,"2,970.5","2,957.5",95.2
Neha Kakkar,"3,062.8",2.107,999.5,134.7,"2,063.3"
Electric Light Orchestra,"3,059.5",1.720,"2,987.1","2,987.1",72.4
Aretha Franklin,"3,055.8",1.178,"2,969.0","2,780.1",86.8
Timmy Trumpet,"3,054.6",1.450,"2,008.6",313.7,"1,046.0"
Ciara,"3,048.0",1.180,"2,442.7","1,087.4",605.3
Grey,"3,044.2",0.581,115.0,16.0,"2,929.2"
Hollywood Undead,"3,043.8",0.851,"3,011.5","2,915.9",32.3
Sting,"3,042.3",1.551,"2,467.1","1,969.8",575.2
The xx,"3,029.3",0.669,"2,989.3","2,849.4",40.0
Gabry Ponte,"3,022.9",2.416,"1,197.9",93.8,"1,825.1"
Jasmine Thompson,"3,021.5",0.657,"1,586.8","1,454.3","1,434.8"
Zendaya,"3,020.3",1.068,413.5,337.7,"2,606.8"
DMX,"3,018.5",1.304,"2,665.0","2,299.3",353.5
Powfu,"3,007.7",0.966,"2,514.5",221.8,493.1
Emilia,"3,007.4",4.760,"1,669.5",685.6,"1,337.9"
Wham!,"2,999.0",0.842,"2,998.0","2,996.9",1.0
Geolier,"2,995.1",3.738,"1,458.4",858.7,"1,536.7"
