Artist,Streams,Daily,As lead,Solo,As feature
IZA,"1,280.4",0.450,"1,083.2",683.9,197.2
Dhanush,"1,280.0",1.114,423.8,49.0,856.2
Dzeko,"1,279.8",0.288,106.2,6.0,"1,173.5"
Mc Gw,"1,278.6",3.006,42.6,0.1,"1,236.0"
Irama,"1,276.7",0.572,"1,153.2",916.3,123.5
SDM,"1,274.0",1.773,905.0,582.1,368.9
Take That,"1,273.9",0.799,"1,254.2","1,186.3",19.7
Mahmood,"1,273.0",0.941,"1,013.8",636.0,259.2
Santhosh Narayanan,"1,272.9",1.395,"1,150.9",143.9,122.0
Raí Saia Rodada,"1,272.4",0.475,"1,085.8",787.3,186.6
Kizo,"1,270.4",1.205,993.9,122.8,276.4
Rashmi Virag,"1,270.4",1.124,22.8,"","1,247.5"
Dylan Scott,"1,270.0",1.423,"1,270.0","1,207.4",""
Manoj Muntashir,"1,269.8",1.544,0.2,"","1,269.6"
The Temper Trap,"1,269.1",0.890,"1,030.8",944.4,238.3
Joe,"1,268.5",0.564,686.0,548.5,582.5
Jay Park,"1,266.8",0.505,955.0,350.1,311.8
Whitesnake,"1,266.4",0.491,"1,266.4","1,246.8",""
Dakota,"1,265.6",0.312,8.7,6.8,"1,256.9"
OBOY,"1,264.3",0.931,978.8,930.0,285.5
Iyaz,"1,264.1",1.075,"1,132.4","1,086.1",131.7
Kina Grannis,"1,264.1",0.218,816.5,793.9,447.6
Broederliefde,"1,263.5",0.407,"1,066.3",616.2,197.2
D12,"1,261.6",0.530,987.0,882.7,274.6
Young Stoner Life,"1,261.5",0.350,853.2,"",408.3
Tenacious D,"1,261.4",0.605,"1,261.4","1,261.3",""
Deepend,"1,260.8",0.608,382.1,48.1,878.7
Matt Simons,"1,258.2",0.315,"1,205.7",588.3,52.5
Miksu / Macloud,"1,258.1",0.855,726.9,"",531.2
Kevin,"1,256.7",0.432,818.9,275.5,437.8
George Henrique & Rodrigo,"1,255.2",1.171,"1,180.0",611.4,75.2
Redman,"1,255.0",0.548,303.5,236.7,951.5
Starship,"1,254.8",0.732,"1,254.8","1,254.4",""
Billie Holiday,"1,254.6",1.141,"1,230.0","1,086.3",24.6
Parson James,"1,253.4",0.294,154.3,144.5,"1,099.2"
K.Flay,"1,253.3",0.404,"1,068.6",884.3,184.7
Mc Pedrinho,"1,253.2",0.769,373.9,93.6,879.3
Sam Fischer,"1,253.1",0.297,"1,154.7",806.3,98.4
The Supremes,"1,252.8",0.465,"1,252.7","1,240.8",0.1
Yuuri,"1,252.1",0.873,"1,248.4","1,246.4",3.7
Joey Montana,"1,251.3",0.249,"1,064.3",491.9,186.9
Gnarls Barkley,"1,251.2",0.616,"1,251.2","1,251.2",""
SUGA,"1,250.4",0.527,"","","1,250.4"
Sampha,"1,248.8",0.420,414.3,412.4,834.5
La Factoria,"1,248.4",0.659,915.9,460.3,332.5
Stephanie Beatriz,"1,248.2",0.590,442.7,138.1,805.5
Rob Thomas,"1,248.1",0.547,846.5,838.3,401.6
Crowded House,"1,246.0",0.843,"1,246.0","1,245.4",""
Landon Cube,"1,245.7",0.189,188.7,82.5,"1,056.9"
Dropkick Murphys,"1,244.8",0.351,"1,244.8","1,228.5",""
Bhavi,"1,244.7",2.002,633.0,107.2,611.7
Ólafur Arnalds,"1,244.3",0.383,"1,110.2",745.4,134.1
Zuna,"1,244.2",0.404,664.7,298.2,579.5
Vicentico,"1,243.5",0.451,"1,083.8",987.5,159.7
Ben E. King,"1,242.5",0.746,"1,241.7","1,241.5",0.8
Chase & Status,"1,241.0",1.220,"1,104.8",116.1,136.2
Dubdogz,"1,240.2",0.697,703.9,114.5,536.4
Baby Tate,"1,239.2",1.135,394.5,255.8,844.7
The Cardigans,"1,238.8",1.220,"1,217.7","1,207.6",21.1
Run The Jewels,"1,238.6",0.293,"1,027.9",41.7,210.7
Camilo Sesto,"1,238.0",0.798,"1,238.0","1,198.8",""
Freeze corleone,"1,237.2",0.620,780.0,543.1,457.2
Nardo Wick,"1,236.7",0.734,"1,085.0",521.3,151.7
Damas Gratis,"1,236.6",0.529,"1,142.3",524.0,94.3
Neo Beats,"1,236.1",0.488,11.9,1.7,"1,224.2"
El Jordan 23,"1,234.8",1.184,862.3,324.8,372.5
Lilly Wood and The Prick,"1,231.8",0.490,"1,231.8","1,194.8",""
Marisela,"1,231.6",1.608,"1,209.7","1,206.8",21.8
Commodores,"1,229.9",0.558,"1,229.9","1,229.9",""
NCT U,"1,228.9",0.466,"1,004.1",999.0,224.9
AYLIVA,"1,228.8",1.907,"1,184.9",915.3,43.9
Callejero Fino,"1,228.5",0.742,343.7,95.1,884.8
Hikaru Utada,"1,228.2",1.049,"1,219.0","1,083.7",9.2
Y2K,"1,227.9",0.202,"1,089.4","",138.5
Janieck,"1,227.5",0.524,166.0,80.9,"1,061.5"
Gibbs,"1,227.2",1.519,490.3,123.2,736.9
Michael Bolton,"1,226.6",0.533,"1,066.2",985.4,160.4
Big One,"1,226.5",1.026,792.2,"",434.3
Thaman S,"1,224.3",1.398,"1,078.7",68.3,145.6
Super Yei,"1,223.1",0.645,"1,218.8",50.9,4.3
Chitãozinho & Xororó,"1,222.9",0.832,954.5,545.7,268.4
for KING & COUNTRY,"1,222.0",0.645,"1,199.7",904.8,22.3
Zoe Wees,"1,221.3",0.892,894.2,830.4,327.1
Jory Boy,"1,220.3",0.640,623.2,76.7,597.0
Leony,"1,220.2",1.071,311.6,254.1,908.6
NEIKED,"1,219.9",0.298,"1,183.9",2.2,36.0
Lauren Spencer Smith,"1,218.6",0.874,"1,218.6","1,186.3",""
Ajaxx,"1,218.5",0.929,"","","1,218.5"
Gus Dapperton,"1,218.5",0.235,434.1,423.6,784.3
Pia Mia,"1,218.1",0.216,"1,074.2",373.6,144.0
Cruz Cafuné,"1,217.7",0.990,481.0,326.4,736.7
Millonario,"1,217.7",0.738,476.4,360.6,741.3
Regina Spektor,"1,217.6",0.350,"1,151.6","1,122.0",66.0
Naughty Boy,"1,217.3",0.374,"1,186.3","",31.0
Cookin' On 3 Burners,"1,216.9",0.542,51.3,12.2,"1,165.5"
Veysel,"1,216.6",0.339,827.5,511.1,389.1
Marcianeke,"1,215.0",0.448,327.4,163.1,887.5
Isabel LaRosa,"1,214.4",4.200,"1,214.4","1,212.5",""
Too $hort,"1,214.4",0.417,538.0,337.3,676.4
Asake,"1,213.9",2.346,918.8,728.2,295.1
Kelis,"1,213.8",0.494,701.2,542.1,512.6
Brothers Osborne,"1,213.6",0.448,"1,025.7","1,017.2",187.9
Ying Yang Twins,"1,213.3",0.524,424.4,155.1,788.9
Payal Dev,"1,212.6",1.170,622.8,1.2,589.8
WWE,"1,212.4",0.744,"1,212.4",3.3,""
Tai Verdes,"1,212.0",0.524,"1,112.4","1,083.4",99.6
Sheryl Crow,"1,211.8",0.598,"1,114.4",866.6,97.4
J-AX,"1,211.7",0.265,938.7,284.7,273.1
The Shins,"1,211.5",0.400,"1,211.5","1,207.8",""
La Quinta Estacion,"1,211.4",0.827,"1,211.4","1,146.4",""
Miles Davis,"1,210.6",0.429,"1,188.1",494.3,22.6
Hannah Montana,"1,210.6",0.487,"1,207.7","1,086.6",2.9
Snelle,"1,210.0",0.350,909.3,551.8,300.7
Snoh Aalegra,"1,210.0",0.689,"1,003.2",828.2,206.8
Białas,"1,210.0",0.532,648.1,53.4,561.9
Adam Lambert,"1,207.6",0.331,"1,084.4","1,023.5",123.1
Vitor Kley,"1,207.2",0.440,865.3,503.8,341.9
Reykon,"1,206.8",0.199,926.2,398.0,280.6
ATB,"1,206.0",0.574,"1,186.7",329.0,19.2
Crush,"1,205.0",0.912,704.9,428.0,500.2
REO Speedwagon,"1,204.7",0.633,"1,204.4","1,204.4",0.3
R.K.M & Ken-Y,"1,204.0",0.952,818.1,630.3,385.8
Trettmann,"1,203.1",0.548,717.3,8.0,485.8
Stereophonics,"1,202.7",0.489,"1,194.5","1,194.5",8.2
Shekhar Ravjiani,"1,202.0",1.423,66.9,26.4,"1,135.1"
Halestorm,"1,201.8",0.424,"1,201.8","1,192.2",""
Aaliyah,"1,201.5",0.959,"1,123.1","1,012.5",78.4
Giggs,"1,201.3",0.361,502.5,188.5,698.9
Arthur Nery,"1,199.7",1.652,"1,092.7",962.9,107.0
Ari Lennox,"1,199.6",0.445,729.8,474.4,469.8
Mozzy,"1,199.6",0.389,728.7,217.4,470.9
Naza,"1,199.2",0.550,778.4,430.6,420.8
Hunter Hayes,"1,199.0",0.196,"1,174.3","1,089.8",24.7
Savage Garden,"1,199.0",0.572,"1,183.3","1,181.1",15.6
YOVNGCHIMI,"1,198.9",2.587,357.6,53.8,841.3
Michael Giacchino,"1,198.4",0.550,"1,087.1","1,071.7",111.3
Shy Glizzy,"1,197.9",0.380,524.2,324.2,673.7
YFN Lucci,"1,197.9",0.191,949.5,308.8,248.3
Bleachers,"1,197.8",1.123,"1,002.0",874.7,195.7
King Princess,"1,197.6",0.178,"1,172.8","1,132.1",24.7
Surf Mesa,"1,197.5",0.364,"1,160.3",7.9,37.2
Lasso,"1,197.0",0.758,"1,125.6",619.2,71.4
Matthew Koma,"1,196.9",0.199,84.5,69.4,"1,112.5"
Tokischa,"1,196.5",1.435,505.9,10.4,690.6
La Sonora Dinamita,"1,196.4",0.876,"1,180.9",37.7,15.6
Mark Forster,"1,195.8",0.413,"1,116.9",833.8,78.9
Rick Astley,"1,195.5",0.602,"1,191.1","1,190.1",4.4
Josman,"1,195.0",1.269,"1,085.4","1,011.2",109.6
YouNotUs,"1,194.8",0.553,660.4,47.9,534.4
Nightcrawlers,"1,192.3",0.450,204.6,160.1,987.7
Hoodie Allen,"1,191.6",0.336,979.9,450.0,211.7
Natos y Waor,"1,190.0",0.558,"1,092.9",511.5,97.1
December Avenue,"1,188.1",0.630,"1,178.1",941.3,10.0
Silvio Rodríguez,"1,187.8",0.523,932.2,909.7,255.6
Rico Nasty,"1,185.2",0.399,575.7,455.5,609.5
Dusty Springfield,"1,185.2",0.842,"1,183.3","1,124.1",1.9
Joy Division,"1,185.0",0.469,"1,185.0","1,185.0",""
Corinne Bailey Rae,"1,184.8",0.546,"1,168.8","1,168.8",16.0
INTERWORLD,"1,184.8",1.031,"1,171.3","1,096.4",13.5
Binomio de Oro de América,"1,184.5",1.312,"1,119.4","1,101.3",65.2
Sefo,"1,184.0",0.657,"1,158.7",722.8,25.3
ZillaKami,"1,182.4",0.784,290.9,230.5,891.5
Parov Stelar,"1,181.8",0.373,"1,154.7",704.3,27.1
Kip Moore,"1,181.2",0.320,"1,181.2","1,166.5",""
El Canto Del Loco,"1,180.8",0.509,"1,172.4",968.2,8.5
Chimbala,"1,180.5",1.358,484.5,301.1,695.9
Jordin Sparks,"1,180.2",0.375,"1,034.4",512.7,145.7
Boy Wonder CF,"1,180.0",0.829,46.9,"","1,133.0"
Gazzelle,"1,179.9",1.010,"1,089.6",956.9,90.3
Atitude 67,"1,179.6",0.384,"1,026.9",882.8,152.6
Brandi Carlile,"1,178.8",0.505,889.3,789.6,289.5
Dolu Kadehi Ters Tut,"1,176.2",0.957,"1,172.6",897.1,3.6
Gilli,"1,175.0",0.560,737.9,471.3,437.1
Vanesa Martín,"1,174.8",0.398,782.4,610.9,392.4
Warren G,"1,174.8",0.522,"1,013.7",66.8,161.1
Bill Evans,"1,174.1",0.382,841.5,645.0,332.6
Passion Pit,"1,173.4",0.211,"1,072.5","1,044.3",100.9
Preme,"1,172.2",0.214,234.9,26.9,937.4
Barbra Streisand,"1,170.7",0.455,"1,150.5",650.4,20.2
Yung Bleu,"1,169.5",0.562,924.7,313.8,244.8
BHZ,"1,169.0",0.491,420.8,53.4,748.1
Donna Summer,"1,168.8",0.508,"1,027.2",972.6,141.6
LeeHi,"1,168.3",0.709,849.0,655.9,319.3
Aleks Syntek,"1,168.3",0.493,903.8,576.4,264.5
Chris Lake,"1,167.6",1.207,619.7,86.6,548.0
Parker McCollum,"1,167.4",0.965,"1,104.1","1,098.1",63.3
Allman Brothers Band,"1,167.0",0.599,"1,167.0","1,166.6",""
Marcos & Belutti,"1,167.0",0.319,"1,122.9",567.3,44.0
Sam Martin,"1,166.8",0.267,8.1,6.5,"1,158.7"
JoJo,"1,166.4",0.366,"1,109.4",933.9,57.0
iKON,"1,165.5",0.287,"1,165.5","1,165.5",""
Soprano,"1,165.1",0.511,868.6,577.2,296.5
Lamb of God,"1,164.5",0.496,"1,157.7","1,118.9",6.8
The Velvet Underground,"1,164.2",0.486,"1,164.2",710.4,""
FKA twigs,"1,163.9",0.300,773.0,595.5,390.9
Kiana Ledé,"1,162.6",0.306,955.2,621.7,207.4
Mase,"1,162.0",0.460,419.6,253.0,742.5
Eason Chan,"1,162.0",0.700,"1,161.5","1,087.9",0.5
Seal,"1,161.8",0.420,"1,116.8","1,091.2",45.1
Nick Cave & The Bad Seeds,"1,161.8",0.393,"1,161.8","1,021.7",""
Grupo Codiciado,"1,161.6",0.418,702.3,658.4,459.3
Charly García,"1,160.3",0.757,"1,116.4",956.7,43.9
Espinoza Paz,"1,159.7",0.826,921.0,891.1,238.7
Porter Robinson,"1,159.2",0.417,"1,109.9",568.0,49.3
Dewa 19,"1,159.0",1.630,"1,094.5",958.8,64.5
Cochise,"1,158.8",0.631,"1,152.6",648.4,6.1
Haftbefehl,"1,158.7",0.469,765.2,173.3,393.5
Tash Sultana,"1,157.9",0.363,"1,058.0","1,039.8",99.9
Migrantes,"1,157.9",0.577,516.5,50.6,641.4
Jovanotti,"1,157.6",0.427,935.6,806.6,222.0
Grupo Arriesgado,"1,157.4",0.817,902.6,782.4,254.8
Jerry Rivera,"1,156.5",0.764,"1,135.1","1,120.8",21.3
Europe,"1,155.4",0.522,"1,155.4","1,155.4",""
Victoria Monét,"1,153.3",0.886,843.5,635.3,309.8
Curren$y,"1,152.7",0.337,757.4,200.2,395.3
Broiler,"1,152.1",0.393,545.5,227.5,606.6
Ace of Base,"1,151.1",1.163,"1,149.9","1,133.7",1.1
Madcon,"1,150.4",0.492,"1,019.1",518.9,131.4
Bread,"1,150.1",0.794,"1,150.1","1,150.1",""
Yxng Bane,"1,150.0",0.166,360.1,195.5,789.9
Tom Rosenthal,"1,149.1",0.717,"1,101.5","1,053.0",47.6
TREASURE,"1,148.7",0.846,"1,148.7","1,142.2",""
Vanessa Carlton,"1,148.5",0.531,946.0,945.7,202.5
Toni Braxton,"1,148.5",0.501,"1,069.9",922.4,78.6
Kenny G,"1,147.5",0.519,895.0,724.4,252.5
Jessie Ware,"1,147.2",0.246,"1,025.7",929.8,121.5
Ele A El Dominio,"1,146.4",0.869,471.7,321.1,674.7
The Knocks,"1,145.9",0.320,695.6,43.5,450.2
Hilltop Hoods,"1,145.3",0.363,"1,144.0",685.7,1.4
James Newton Howard,"1,145.2",0.493,969.1,599.7,176.2
Janis Joplin,"1,145.1",0.453,724.8,721.5,420.4
Trivium,"1,144.7",0.356,"1,144.7","1,143.7",""
Inspector,"1,143.9",0.795,"1,140.2","1,089.5",3.7
Eazy-E,"1,143.8",0.637,"1,042.8",757.3,101.0
K. S. Chithra,"1,143.2",1.415,222.4,126.7,920.7
Dopebwoy,"1,142.9",0.297,660.0,85.6,483.0
The Ronettes,"1,142.3",0.650,"1,142.2","1,140.7",0.1
Swizz Beatz,"1,142.3",0.367,89.5,41.1,"1,052.8"
Yüzyüzeyken Konuşuruz,"1,141.4",0.589,"1,138.7","1,134.2",2.7
Zaz,"1,141.4",0.463,"1,071.4","1,031.0",70.0
CJ,"1,141.4",0.379,866.2,817.5,275.2
Randy,"1,141.2",0.903,283.1,46.6,858.1
Declan McKenna,"1,140.5",1.122,"1,140.5","1,134.0",""
KEVVO,"1,140.3",0.310,454.6,86.7,685.7
Young Money,"1,140.1",0.345,"1,138.5",83.8,1.6
MOTi,"1,138.3",0.182,309.7,19.3,828.6
Manuel Carrasco,"1,137.4",0.547,"1,075.8",958.3,61.6
High School Musical Cast,"1,136.9",0.424,"1,079.7",11.4,57.1
K/DA,"1,136.7",0.447,"1,136.7","",""
Eddie Santiago,"1,136.7",1.157,"1,118.7","1,118.7",17.9
BJ The Chicago Kid,"1,136.0",0.259,327.3,191.7,808.6
Ryan Riback,"1,135.9",0.184,38.0,14.5,"1,098.0"
Chevelle,"1,135.8",0.525,"1,135.8","1,135.8",""
Quintino,"1,134.7",0.180,461.3,249.2,673.4
Parkway Drive,"1,134.5",0.357,"1,134.5","1,114.0",""
Klingande,"1,134.1",0.257,"1,030.6",674.7,103.5
Kukon,"1,133.6",0.739,976.8,356.0,156.9
PRETTYMUCH,"1,132.9",0.144,"1,131.5",865.5,1.4
Hiphop Tamizha,"1,132.6",1.413,"1,059.4",231.2,73.2
Los Huracanes del Norte,"1,132.0",0.717,"1,130.2","1,128.8",1.8
Young M.A,"1,130.7",0.248,857.2,744.0,273.5
Blackstreet,"1,130.6",0.373,"1,002.4",201.7,128.1
Plies,"1,129.9",0.525,671.4,209.4,458.5
Jim Croce,"1,129.8",1.327,"1,129.8","1,129.8",""
Müslüm Gürses,"1,129.7",0.899,"1,121.5","1,092.1",8.2
Dizzee Rascal,"1,129.4",0.351,848.6,364.2,280.8
DIVINE,"1,128.4",1.179,832.7,414.8,295.7
Massimo Pericolo,"1,128.2",0.600,658.1,23.9,470.1
Rizky Febian,"1,127.8",0.719,934.6,722.4,193.2
Mitchell Tenpenny,"1,126.7",0.383,"1,013.5",893.2,113.2
EST Gee,"1,126.6",0.586,492.9,241.6,633.7
Vitor Fernandes,"1,126.3",0.384,636.2,452.9,490.1
Alabama Shakes,"1,125.1",0.316,"1,125.1","1,125.1",""
Syd,"1,125.0",0.553,187.8,122.8,937.2
Sachet-Parampara,"1,124.4",1.254,186.7,8.6,937.7
Travie McCoy,"1,124.0",0.418,789.4,39.6,334.6
Starley,"1,123.3",0.156,"1,108.6",143.1,14.7
Saba,"1,123.0",0.286,660.7,244.1,462.2
Echosmith,"1,122.7",0.219,"1,059.1","1,014.4",63.6
Ennio Morricone,"1,122.5",0.492,"1,098.1",768.5,24.5
Belanova,"1,122.4",1.310,"1,116.5","1,110.0",6.0
Antonio Vivaldi,"1,121.6",0.651,"1,120.7","",0.9
Foxes,"1,121.3",0.310,298.6,268.4,822.7
dvsn,"1,120.6",0.164,986.3,796.6,134.3
DDG,"1,120.5",0.350,"1,003.6",363.5,117.0
Mandy Moore,"1,119.9",0.535,"1,119.0",615.3,0.9
Marco Mengoni,"1,118.0",0.474,"1,009.0",765.4,109.1
Four Tops,"1,117.9",0.537,"1,114.5","1,099.9",3.4
Raça Negra,"1,114.9",1.671,997.6,750.9,117.3
Tarkan,"1,114.6",0.825,"1,061.2","1,057.9",53.4
Djavan,"1,113.4",0.887,"1,033.2",999.1,80.2
Wolfine,"1,113.2",0.391,"1,112.4",601.2,0.8
El-P,"1,112.3",0.273,99.2,29.8,"1,013.0"
Ingrid Michaelson,"1,111.7",0.199,"1,094.5",869.3,17.3
Amaal Mallik,"1,111.4",1.116,676.8,18.8,434.6
Juelz Santana,"1,111.1",0.463,176.3,102.5,934.8
Lou Reed,"1,111.0",0.375,"1,056.7","1,035.2",54.3
Mc Poze do Rodo,"1,110.9",1.064,653.9,36.3,457.0
Young Igi,"1,110.4",0.546,540.0,246.9,570.4
Cream,"1,109.3",0.468,"1,109.3","1,109.3",""
Yebba,"1,109.3",0.669,226.5,169.8,882.7
Estelle,"1,109.0",0.519,869.7,50.0,239.3
Fatboy Slim,"1,108.7",0.524,985.6,749.2,123.1
Faith Hill,"1,108.6",0.389,739.9,673.9,368.6
Enjambre,"1,107.8",0.980,"1,103.1","1,064.1",4.7
Lucky Daye,"1,106.3",0.568,726.3,559.0,380.0
COIN,"1,106.2",0.318,"1,092.6","1,068.0",13.6
Witt Lowry,"1,105.1",0.260,"1,105.1",467.1,""
Eric Prydz,"1,105.0",0.548,"1,037.0",899.4,68.0
CADE,"1,104.9",0.112,37.6,32.1,"1,067.3"
kent,"1,104.8",0.259,"1,104.8","1,088.6",""
SiR,"1,104.1",0.820,940.1,509.3,164.0
Solange,"1,103.5",0.303,"1,052.9",884.5,50.6
Anna Kendrick,"1,102.0",0.478,836.5,449.2,265.5
Nicky Youre,"1,101.9",1.222,"1,101.9",99.4,""
Jessie Murph,"1,101.8",1.963,994.7,800.2,107.2
The Lonely Island,"1,101.5",0.202,"1,070.5",310.4,31.0
The Avett Brothers,"1,101.2",0.277,"1,099.3","1,099.3",1.9
Pedro Lotto,"1,101.2",2.152,12.8,"","1,088.4"
Rombai,"1,101.1",0.220,990.7,695.4,110.5
Frah Quintale,"1,101.0",0.878,760.3,646.9,340.7
Action Bronson,"1,098.9",0.475,764.7,352.1,334.2
Juju,"1,098.2",0.272,709.9,344.2,388.4
Natalie Cole,"1,097.2",0.494,"1,043.3",863.8,53.9
Aldo Trujillo,"1,096.9",0.613,"1,079.5",702.4,17.4
Luther Vandross,"1,096.7",0.690,"1,086.1",919.4,10.6
VINAI,"1,095.9",0.958,732.4,73.5,363.5
FiNCH,"1,095.5",0.758,842.5,379.5,253.1
Wings,"1,095.5",0.567,656.7,656.2,438.8
Lily-Rose Depp,"1,095.2",3.486,53.8,53.8,"1,041.3"
The Outfield,"1,094.5",1.542,"1,091.0","1,087.2",3.5
Trap Capos,"1,094.5",1.163,772.1,"",322.4
Sigrid,"1,093.7",0.215,"1,046.5",937.7,47.1
Cher Lloyd,"1,093.5",0.256,724.8,582.1,368.7
Paul Kalkbrenner,"1,093.4",0.478,"1,032.7",813.2,60.7
Frankie Ruiz,"1,092.8",0.955,"1,090.7","1,089.8",2.1
Damien Rice,"1,092.4",0.195,"1,087.5","1,083.4",4.8
LEGADO 7,"1,092.3",0.474,916.0,548.7,176.3
Loreen,"1,092.2",1.469,"1,091.6","1,054.2",0.6
Marisa Monte,"1,091.5",0.599,"1,034.9",847.0,56.6
Saint Motel,"1,090.8",0.578,"1,090.8","1,076.3",""
Band of Horses,"1,090.5",0.298,"1,086.4","1,079.5",4.0
Common,"1,090.3",0.295,638.8,379.8,451.5
Brian Eno,"1,089.8",0.304,785.3,600.8,304.5
Rodney Atkins,"1,089.4",0.939,"1,082.7",815.5,6.6
Madame,"1,088.8",0.535,581.6,387.6,507.2
Leiva,"1,087.7",0.356,967.7,787.5,120.0
El Makabelico,"1,087.5",1.289,"1,087.5","1,087.5",""
Mr.Kitty,"1,087.4",0.631,"1,082.8","1,081.6",4.6
Exaltasamba,"1,087.2",0.618,"1,085.4","1,051.0",1.9
RK,"1,087.2",0.416,850.6,670.6,236.6
Szpaku,"1,087.0",0.783,585.0,122.0,501.9
The Chemical Brothers,"1,086.0",0.355,"1,081.3","1,024.7",4.7
Eric Chou,"1,085.9",0.517,"1,061.8","1,017.4",24.1
Humbe,"1,085.9",2.606,948.3,926.8,137.6
Brooks,"1,085.8",0.135,159.5,53.6,926.3
Izi,"1,085.2",0.443,641.5,387.9,443.7
Yellowcard,"1,083.9",0.439,"1,082.2","1,077.0",1.7
Dax,"1,083.7",0.751,978.6,825.0,105.1
CORBAL,"1,083.6",0.624,326.0,"",757.6
Lucy Dacus,"1,082.4",0.990,394.1,394.1,688.3
Los Dareyes De La Sierra,"1,082.0",2.003,290.3,242.3,791.6
John Travolta,"1,079.8",0.458,"1,079.6",53.5,0.2
BM,"1,079.8",1.028,642.1,207.6,437.7
347aidan,"1,078.8",0.432,807.6,768.6,271.2
Nessa Barrett,"1,078.2",0.651,"1,071.0",861.0,7.2
Alex & Sierra,"1,078.2",0.180,"1,072.5","1,072.5",5.7
José Luis Perales,"1,078.0",0.725,"1,020.4","1,008.2",57.6
Maisie Peters,"1,077.6",0.376,"1,072.1","1,002.0",5.5
ALMA,"1,076.7",0.141,492.4,347.4,584.3
Emicida,"1,076.1",0.415,806.3,205.3,269.7
Don McLean,"1,075.3",0.511,"1,075.3","1,074.4",""
Jamby El Favo,"1,074.7",0.750,527.7,326.5,546.9
Belo,"1,073.7",1.050,650.5,579.3,423.1
Henrique & Diego,"1,072.9",0.241,941.5,447.8,131.4
Víctor Manuelle,"1,072.7",0.587,"1,000.2",788.1,72.4
Timeflies,"1,072.3",0.067,"1,067.4",878.2,5.0
Tony Aguirre,"1,072.0",2.024,231.4,41.4,840.7
India Martinez,"1,072.0",0.461,679.2,338.3,392.8
Lartiste,"1,071.8",0.388,872.2,426.0,199.6
A Perfect Circle,"1,070.0",0.440,"1,070.0","1,048.2",""
Jerry Smith,"1,069.6",0.194,427.9,240.6,641.7
SFR,"1,069.2",0.278,"","","1,069.2"
Pixote,"1,069.1",0.660,950.7,895.5,118.4
Pyotr Ilyich Tchaikovsky,"1,068.8",0.498,"1,062.9","",5.9
Parokya Ni Edgar,"1,067.7",0.751,"1,067.7",908.4,""
Tyla,"1,067.3",4.568,"1,053.3",842.8,14.0
Pol Granch,"1,066.5",0.846,296.4,267.5,770.0
Fred De Palma,"1,066.5",0.299,"1,019.1",284.1,47.4
DVRST,"1,066.3",0.583,"1,059.8",900.6,6.5
Claptone,"1,066.1",0.375,781.1,98.5,285.1
boy pablo,"1,066.1",0.327,"1,066.1","1,029.3",""
Nico Santos,"1,066.1",0.232,605.4,483.5,460.7
JC Reyes,"1,065.7",2.980,724.8,144.0,340.9
Los Caminantes,"1,065.4",0.858,"1,065.1","1,063.0",0.3
Código FN,"1,065.2",1.121,834.0,410.5,231.2
José Feliciano,"1,064.9",0.179,"1,001.8",918.7,63.1
Arjan Dhillon,"1,064.3",1.365,"1,033.8",824.3,30.5
RANI,"1,061.5",0.172,10.3,10.0,"1,051.2"
Lucas Lucco,"1,061.3",0.161,879.3,374.2,182.0
Aaron May,"1,061.1",1.547,"1,057.4","1,039.7",3.7
Oki,"1,060.9",1.257,788.4,47.2,272.4
João Gilberto,"1,060.5",0.715,596.5,571.2,464.0
Residente,"1,060.5",0.464,817.2,394.7,243.2
Sonder,"1,060.2",1.246,"1,060.2",921.0,""
LÉON,"1,059.6",0.164,933.9,893.6,125.7
MC WM,"1,059.4",0.253,820.3,295.9,239.2
Little Dragon,"1,059.4",0.241,632.5,572.6,426.9
VIC MENSA,"1,059.2",0.163,693.2,347.6,366.0
GASHI,"1,058.8",0.121,786.3,313.1,272.5
OHGEESY,"1,058.3",0.863,277.9,75.3,780.4
Emilee,"1,057.8",0.279,75.1,75.1,982.7
Alabama,"1,057.5",0.527,"1,027.4","1,017.3",30.1
Seu Jorge,"1,057.4",0.779,684.4,593.2,373.0
Matt Maeson,"1,057.3",0.513,998.5,875.3,58.8
Nusrat Fateh Ali Khan,"1,056.2",0.877,458.0,229.9,598.2
Jazmine Sullivan,"1,055.5",0.366,898.8,671.0,156.7
Destroy Lonely,"1,055.3",1.578,863.3,806.3,192.0
Wrabel,"1,054.7",0.218,531.9,475.7,522.8
The Isley Brothers,"1,054.6",0.409,"1,042.4",989.7,12.2
Djo,"1,054.5",4.818,"1,054.5","1,054.5",""
The Civil Wars,"1,053.9",0.126,820.2,820.2,233.7
Flipp Dinero,"1,053.2",0.185,"1,045.8",806.3,7.4
Sixpence None The Richer,"1,051.9",0.929,"1,051.8","1,051.8",0.2
ACRAZE,"1,051.4",0.586,988.6,37.2,62.8
Coyote Beatz,"1,050.2",0.595,8.6,"","1,041.6"
Loyle Carner,"1,049.2",0.451,810.6,377.4,238.6
ArrDee,"1,049.2",0.476,535.5,404.3,513.6
La Joaqui,"1,049.2",1.001,415.4,39.6,633.8
Los Cafres,"1,048.8",0.418,"1,037.2","1,031.4",11.6
Iggy Pop,"1,048.0",0.350,940.2,908.6,107.9
Ximena Sariñana,"1,047.5",0.390,397.9,380.2,649.6
Huncho Jack,"1,047.3",0.189,"1,047.3","",""
New West,"1,047.2",1.223,"1,047.2","1,044.1",""
Parampara Tandon,"1,046.7",1.275,10.4,0.6,"1,036.4"
