Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Kid Cudi - Tequila Shots,22,"",21,"","3,366,626","25,557,685"
Starley - Call On Me - Ryan Riback Remix,23,"",22,"","1,653,239","25,549,380"
Lil Mabu - MATHEMATICAL DISRESPECT,17,"",50,"","1,895,064","25,548,951"
Internet Money - His & Hers,33,"",76,"","1,281,000","25,544,225"
Kanye West - Believe What I Say,13,1,10,"","4,488,135","25,543,448"
Emilia - La_Original.mp3,21,"",120,"","1,370,720","25,533,736"
Nick Jonas - Levels,76,"",74,"","459,600","25,517,302"
Taylor Swift - Better Than Revenge (Taylor's Version),11,1,5,"","7,195,811","25,516,405"
Lil Baby - Drip Too Hard,22,"",32,"","1,644,842","25,379,940"
J. Cole - Photograph,16,1,5,"","4,805,991","25,378,158"
Kid Ink - Be Real,108,"",101,"","337,523","25,374,235"
Sara Kays - Remember That Night?,35,"",158,"","777,847","25,358,160"
Beyoncé - BODYGUARD,13,"",17,"","3,785,687","25,343,682"
Manuel Turizo - Culpables,43,"",156,"","645,783","25,326,214"
CORPSE - E-GIRLS ARE RUINING MY LIFE!,35,"",145,"","807,630","25,313,794"
Marvin Gaye - Ain't No Mountain High Enough,23,"",85,"","1,381,950","25,301,432"
6ix9ine - BILLY,41,"",64,"","1,156,466","25,259,159"
Coldplay - Everglow,79,"",52,"","604,966","25,248,421"
Drake - Pipe Down,14,"",14,"","6,169,032","25,221,967"
Bing Crosby - Winter Wonderland - Remastered,14,"",46,"","3,278,886","25,211,561"
OneRepublic - Love Runs Out,98,"",28,"","549,297","25,196,399"
Internet Money - Blastoff,29,"",53,"","1,545,332","25,163,127"
"Bizarrap - Residente: Bzrp Music Sessions, Vol. 49",17,1,7,"","3,089,976","25,147,778"
Treyce - Lovezinho,21,"",92,"","1,518,531","25,147,631"
Kygo - Think About You,26,"",53,"","1,553,790","25,131,850"
Quevedo - Buenas,18,"",32,"","2,425,430","25,129,712"
Mura Masa - Love$ick,57,"",154,"","508,326","25,117,671"
Taylor Swift - Karma,14,1,5,"","5,036,768","25,108,761"
Zach Bryan - Hey Driver,18,"",46,"","2,253,880","25,095,983"
Cardi B - I Do,28,"",48,"","1,324,145","25,079,295"
Future - Solitaires,28,"",24,"","2,130,853","25,076,395"
Hugo & Guilherme - Coração Na Cama,29,"",89,"","1,089,222","25,021,531"
Juice WRLD - Stay High,21,"",21,"","2,952,887","25,000,085"
"YG - Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",37,"",107,"","770,872","24,992,874"
Natanael Cano - Ya Te Olvide,18,"",110,"","1,585,447","24,990,074"
Eminem - Darkness,17,"",18,"","3,280,233","24,946,841"
Apache 207 - Fame,26,"",26,"","2,149,185","24,881,543"
Juice WRLD - Bad Energy,19,"",11,"","4,113,277","24,878,775"
Taylor Swift - Sparks Fly (Taylor’s Version),10,1,4,"","7,370,882","24,873,472"
Migos - Get Right Witcha,52,"",80,"","778,168","24,848,299"
Wyclef Jean - Divine Sorrow,87,"",55,"","592,032","24,825,417"
Peso Pluma - Rosa Pastel,21,"",76,"","1,797,897","24,809,172"
Taylor Swift - Cassandra,11,"",35,"","4,674,074","24,803,495"
WOS - CANGURO,36,"",134,"","803,585","24,797,584"
4*TOWN (From Disney and Pixar’s Turning Red) - Nobody Like U,29,"",97,"","1,032,579","24,797,303"
Travis Scott - GOD'S COUNTRY,10,1,10,"","6,896,714","24,783,320"
Morgan Wallen - Somebody’s Problem,28,"",60,"","1,543,889","24,777,527"
Tiësto - The Right Song,78,"",98,"","416,195","24,762,653"
"Snoop Dogg - Young, Wild & Free",134,"",140,"","409,673","24,751,944"
Anirudh Ravichander - Hukum - Thalaivar Alappara,19,"",75,"","1,619,508","24,695,231"
Gryffin - Tie Me Down,35,"",98,"","837,626","24,693,110"
Lewis Capaldi - Hold Me While You Wait,33,"",74,"","1,193,672","24,691,119"
BLACKPINK - Crazy Over You,21,"",17,"","3,398,836","24,678,365"
The Weeknd - Privilege,21,"",12,"","2,974,482","24,671,721"
Hugh Jackman - Come Alive,41,"",126,"","688,304","24,638,714"
J. Cole - 9 5 . s o u t h,14,"",18,"","7,032,792","24,638,101"
Justin Bieber - Unstable,19,"",12,"","3,081,029","24,625,764"
MERO - Wolke 10,24,"",38,"","1,774,536","24,623,140"
Juanfran - Como Llora,38,"",176,"","696,144","24,611,965"
Kendrick Lamar - GOD.,28,"",30,"","2,210,312","24,599,193"
Adele - Strangers By Nature,12,1,3,(x1),"5,590,265","24,564,461"
Taylor Swift - Paper Rings,19,"",16,"","3,035,132","24,522,609"
Trippie Redd - Death,34,"",72,"","1,129,431","24,518,507"
MC Zaquin - Não Nasceu pra Namorar,30,"",100,"","1,026,401","24,492,868"
Robin Schulz - Heatwave,71,"",125,"","423,541","24,489,436"
Montell Fish - Hotel,24,"",90,"","1,215,497","24,418,606"
BLACKPINK - Love To Hate Me,21,"",18,"","3,195,428","24,397,358"
Creedence Clearwater Revival - Fortunate Son,20,"",135,"","1,442,126","24,370,535"
Dua Lipa - Want To,35,"",107,"","877,519","24,364,838"
Kendrick Lamar - Count Me Out,13,"",13,"","5,255,474","24,361,797"
Ariana Grande - just like magic,20,1,8,"","3,858,081","24,341,364"
ScHoolboy Q - THat Part,66,"",78,"","604,379","24,300,534"
Sam Smith - My Oasis,28,"",54,"","1,511,719","24,282,141"
Taylor Swift - Nothing New,16,"",20,"","3,136,993","24,279,791"
One Direction - End of the Day,44,"",21,"","1,411,737","24,277,998"
Robin Thicke - Blurred Lines,136,"",102,"","340,981","24,250,152"
Lauv - Chasing Fire,35,"",96,"","860,519","24,249,107"
Drake - That’s How You Feel,20,"",29,"","3,397,249","24,241,041"
Lana Del Rey - A&W,18,"",27,"","2,401,100","24,237,747"
Travis Scott - R.I.P. SCREW,21,1,7,"","4,076,479","24,233,145"
Migos - Straightenin,25,"",56,"","1,643,094","24,195,306"
Bad Bunny - Que Malo,20,"",28,"","2,555,436","24,166,325"
Justin Bieber - Home To Mama,87,"",63,"","391,938","24,150,897"
Victor Cibrian - En El Radio Un Cochinero,28,"",118,"","1,032,258","24,115,418"
Nico & Vinz - In Your Arms,90,"",60,"","359,425","24,093,852"
The Weeknd - Scared To Live,16,1,9,"","4,334,915","24,078,627"
Gucci Mane - Curve,40,"",68,"","1,021,776","24,059,132"
Paulo Londra - Chance,23,"",24,"","1,952,532","24,045,757"
WSTRN - In2,92,"",131,"","323,185","24,041,440"
Charli XCX - Boom Clap - Soundtrack Version,99,"",39,"","430,530","24,009,038"
Ayra Starr - Rush,22,"",145,"","1,226,003","24,001,809"
Taylor Swift - Dear Reader,15,"",37,"","2,779,744","23,985,367"
Post Malone - Overdrive,16,"",26,"","2,569,290","23,965,160"
K/DA - MORE,23,"",50,"","1,672,451","23,954,074"
Taylor Swift - mad woman,16,"",16,"","3,902,267","23,936,317"
Kodak Black - Calling My Spirit,34,"",111,"","962,637","23,935,167"
Taylor Swift - You All Over Me,21,"",11,"","3,135,252","23,926,807"
Travis Scott - NO BYSTANDERS,21,1,8,"","3,962,058","23,925,616"
Luan Pereira - DENTRO DA HILUX,19,"",76,"","1,616,596","23,907,676"
Imagine Dragons - Wrecked,27,"",49,"","1,607,078","23,904,284"
BLANCO - MI FAI IMPAZZIRE,32,"",126,"","936,729","23,901,235"
Halsey - Lilith,14,"",17,"","2,671,553","23,889,738"
Jaani - Saari Duniya Jalaa Denge,15,"",71,"","1,838,514","23,847,306"
Who Is Fancy - Boys Like You,83,"",113,"","338,933","23,846,848"
Philip George - Wish You Were Mine,108,"",101,"","293,903","23,821,774"
PARTYNEXTDOOR - Loyal,23,"",20,"","2,250,470","23,809,590"
Bob Marley & The Wailers - Is This Love - Remix,70,"",112,"","445,829","23,746,201"
Marvin Gaye - Sexual Healing - Kygo Remix,100,"",81,"","369,276","23,743,323"
Adele - Cry Your Heart Out,13,1,10,"","4,610,300","23,730,056"
Why Don't We - Big Plans,35,"",156,"","722,231","23,726,383"
SZA - Kill Bill,15,"",32,"","2,381,628","23,724,071"
Bebe Rexha - The Way I Are (Dance with Somebody),44,"",123,"","663,643","23,646,789"
Pashanim - Airwaves,35,"",138,"","762,925","23,600,968"
Samra - Wieder Lila,24,"",50,"","1,684,300","23,586,629"
Calvin Harris - Desire,20,"",115,"","1,556,296","23,576,999"
Sia - Genius,28,"",56,"","1,426,408","23,576,294"
ZAYN - Better,24,"",26,"","2,206,849","23,570,507"
MC Caverinha - Cartão Black,17,"",79,"","1,625,349","23,562,712"
Marshmello - Light It Up,28,"",46,"","1,550,294","23,532,642"
Bad Bunny - De Museo,22,"",37,"","1,830,392","23,522,718"
Adele - To Be Loved,13,"",13,"","4,055,351","23,511,342"
Kanye West - On God,14,1,10,"","3,634,994","23,501,479"
Pharrell Williams - Sangria Wine,28,"",43,"","1,480,959","23,496,755"
"Tyler, The Creator - I THINK",20,1,10,"","2,978,365","23,492,693"
Nicki Minaj - Feeling Myself,116,"",91,"","312,628","23,432,470"
Anuel AA - Fútbol & Rumba,31,"",77,"","1,256,429","23,431,444"
Bring Me The Horizon - Can You Feel My Heart,30,"",121,"","885,339","23,426,172"
TINI - Muñecas,22,"",135,"","1,206,508","23,419,257"
Skrillex - Don’t Go,21,"",38,"","1,827,028","23,395,152"
J Balvin - Sigue,21,"",29,"","1,848,090","23,382,361"
Hozier - Eat Your Young,15,"",41,"","2,298,259","23,376,755"
Travis Scott - TIL FURTHER NOTICE,12,"",26,"","4,503,320","23,350,307"
Kanye West - Only One,71,"",44,"","519,275","23,340,278"
347aidan - Dancing in My Room,34,"",178,"","756,482","23,338,384"
Kanye West - Closed On Sunday,14,2,8,"","3,675,616","23,313,233"
Sefo - Bilmem Mi?,24,"",66,"","1,163,841","23,305,420"
Gradur - Ne reviens pas,30,"",102,"","892,565","23,292,291"
Drake - Finesse,19,"",26,"","3,512,658","23,270,552"
Ed Sheeran - Celestial,21,"",42,"","1,867,644","23,250,729"
Tinie Tempah - Not Letting Go,73,"",58,"","469,073","23,241,176"
aespa - Drama,17,"",60,"","1,607,616","23,232,528"
Drake - Jaded,18,"",23,"","3,841,626","23,223,132"
Taylor Swift - tolerate it,13,1,7,"","4,735,673","23,217,638"
The xx - On Hold,41,"",59,"","893,900","23,204,237"
"Tyler, The Creator - LUMBERJACK",18,"",19,"","3,252,879","23,201,085"
Drake - Calling For You,8,1,4,"","7,304,467","23,198,867"
Brenda Lee - Rockin' Around the Christmas Tree - Rerecorded Version,37,"",68,"","2,217,678","23,185,171"
Bad Bunny - MERCEDES CAROTA,12,"",16,"","5,588,361","23,180,877"
Dadá Boladão - Surtada - Remix Brega Funk,33,"",107,"","852,939","23,175,546"
Jhayco - En La De Ella,23,"",142,"","1,211,853","23,167,233"
Bad Bunny - THUNDER Y LIGHTNING,13,"",24,"","4,801,566","23,164,520"
Os Barões Da Pisadinha - Quero Ver é Me Esquecer,27,"",84,"","1,077,451","23,139,547"
Central Cee - Obsessed With You,29,"",120,"","943,337","23,138,455"
Post Malone - Myself,20,"",27,"","2,579,933","23,133,720"
The Weeknd - Alone Again,14,1,2,(x1),"5,118,147","23,129,641"
SZA - Used,13,"",22,"","3,434,672","23,109,171"
Guaynaa - Rebota,34,"",129,"","804,774","23,104,731"
G-Eazy - Sober,34,"",95,"","870,691","23,100,127"
Chance the Rapper - All Night,36,"",95,"","764,464","23,095,238"
El Chacal - Hay Mi Dios,34,"",94,"","767,751","23,091,590"
Swae Lee - Won't Be Late,27,"",45,"","1,477,779","23,068,287"
Nipsey Hussle - Racks In The Middle,23,"",57,"","1,341,139","23,040,641"
FLETCHER - Undrunk,31,"",95,"","933,216","23,018,004"
Migos - Having Our Way,21,"",23,"","2,738,904","23,017,372"
David Guetta - Titanium,125,"",136,"","1,268,815","22,985,875"
João Gomes - Se For Amor,26,"",82,"","1,104,203","22,978,463"
5 Seconds of Summer - Lie To Me,27,"",87,"","976,298","22,977,632"
Lorde - Team,124,"",91,"","279,226","22,967,415"
Anitta - Combatchy,30,"",97,"","950,352","22,904,950"
Bryson Tiller - Sorry Not Sorry,79,"",114,"","353,752","22,889,200"
Miley Cyrus - Heart Of Glass (Live from the iHeart Music Festival),30,"",78,"","1,105,471","22,888,033"
Laufey - Winter Wonderland - Spotify Singles Holiday,12,"",43,"","3,927,786","22,882,484"
Macklemore - Marmalade,41,"",105,"","675,608","22,872,298"
Kanye West - Jonah,12,"",12,"","4,349,854","22,862,650"
Zé Neto & Cristiano - Alô Ambev (Segue Sua Vida) - Ao Vivo,29,"",91,"","1,004,993","22,850,593"
Nicki Minaj - Everybody,17,"",103,"","1,702,186","22,849,568"
Tommy Richman - MILLION DOLLAR BABY (VHS),16,"",117,"","1,617,271","22,816,902"
Mariah Carey - All I Want For Christmas Is You - Original Version,48,1,9,"","1,287,403","22,816,524"
C. Tangana - Ateo,23,"",71,"","1,262,179","22,802,717"
mgk - RAP DEVIL,26,"",64,"","1,247,006","22,799,450"
Ozuna - Amor Genuino,27,"",45,"","1,500,460","22,783,592"
siouxxie sixxsta - masquerade,29,"",142,"","858,807","22,768,116"
Eminem - Good Guy,21,"",38,"","2,041,465","22,729,458"
TWICE - MOONLIGHT SUNRISE,16,"",60,"","1,969,762","22,652,196"
5 Seconds of Summer - Old Me,28,"",89,"","1,093,148","22,639,086"
Tory Lanez - Broke In A Minute,32,"",75,"","1,022,445","22,637,562"
Fivio Foreign - City of Gods,21,"",28,"","2,055,020","22,636,945"
BTS - Stay,15,"",13,"","3,873,899","22,629,160"
MAX - Blueberry Eyes,29,"",133,"","845,238","22,624,476"
Belinda - 300 Noches,16,"",118,"","1,670,023","22,606,321"
Hugh Jackman - From Now On,38,"",130,"","681,324","22,574,546"
Alexander 23 - IDK You Yet,34,"",120,"","757,630","22,570,484"
Michael Bublé - Cold December Night,36,"",57,"","1,412,485","22,513,582"
Reynmen - Renklensin,14,"",73,"","1,893,723","22,504,400"
Drake - 7am On Bridle Path,12,"",15,"","5,899,217","22,503,496"
Trevor Daniel - Past Life,30,"",90,"","997,093","22,502,171"
Kendrick Lamar - BLOOD.,21,1,8,"","3,617,051","22,500,516"
Sebastian Yatra - Cristina,32,"",123,"","920,656","22,415,712"
Nick Jonas - Jealous - Remix,88,"",83,"","359,404","22,408,934"
Alfons - Ganjaman,82,"",58,"","429,584","22,384,271"
Bad Bunny - GRACIAS POR NADA,10,1,10,"","6,795,814","22,371,784"
Bad Bunny - Una Vez,20,"",44,"","2,166,967","22,366,240"
Bonez MC - 500 PS,34,"",94,"","992,781","22,362,303"
Alesso - I Wanna Know,69,"",108,"","451,832","22,332,065"
Natalie Taylor - Surrender,35,"",151,"","675,288","22,322,213"
Kendrick Lamar - We Cry Together,11,1,9,"","5,997,925","22,289,519"
ITZY - Not Shy,26,"",82,"","1,078,336","22,281,325"
Taylor Swift - I Wish You Would (Taylor's Version),8,"",14,"","7,078,940","22,273,519"
Eminem - You Gon’ Learn,15,"",16,"","3,481,168","22,261,149"
Lauv - Getting Over You,35,"",118,"","741,906","22,248,753"
LunchMoney Lewis - Whip It!,86,"",89,"","376,854","22,246,486"
Kid Cudi - Show Out,18,"",31,"","3,008,140","22,210,317"
Shouse - Love Tonight - David Guetta Remix Edit,28,"",159,"","954,917","22,200,660"
Morgan Wallen - Wasted On You,26,"",51,"","1,459,881","22,171,609"
MC Tairon - Baile no Morro,25,"",106,"","1,077,753","22,156,899"
Dua Lipa - Hallucinate,27,"",32,"","1,963,556","22,153,618"
Ed Sheeran - Nothing On You,21,"",26,"","2,244,550","22,132,869"
Zé Felipe - Bandido,23,"",72,"","1,291,962","22,130,507"
League of Legends - GODS,15,"",41,"","2,176,853","22,121,359"
O.T. Genasis - CoCo,97,"",83,"","345,810","22,094,918"
XXXTENTACION - Carry On,30,"",29,"","2,154,643","22,078,038"
Kanye West - Violent Crimes,17,"",14,"","2,935,434","22,065,965"
Why Don't We - What Am I,33,"",145,"","736,597","22,062,387"
Octavian - Papi Chulo,27,"",112,"","949,723","22,060,606"
BTS - Dis-ease,14,"",12,"","3,893,115","22,042,721"
Stray Kids - LALALALA,14,"",26,"","2,512,489","22,012,073"
Quality Control - Baby,28,"",96,"","930,435","22,006,904"
Fernando & Sorocaba - Só Não Divulga,27,"",119,"","952,097","21,964,026"
The Weeknd - Too Late,14,1,6,"","4,557,339","21,947,191"
Demi Lovato - Sober,30,"",53,"","1,247,662","21,945,232"
Kygo - Fragile,55,"",70,"","537,177","21,922,667"
Kanye West - Selah,13,2,8,"","3,825,045","21,893,363"
Labrinth - Forever,27,"",123,"","892,983","21,886,352"
Drake - IMY2,13,"",17,"","5,344,148","21,871,299"
TWICE - Feel Special,27,"",64,"","1,143,414","21,830,592"
Post Malone - Deja Vu,57,"",106,"","567,126","21,825,346"
Taylor Swift - Speak Now (Taylor's Version),8,1,6,"","7,076,404","21,802,114"
BTS - For Youth,15,"",11,"","3,675,718","21,797,868"
Playboi Carti - @ MEH,19,"",15,"","2,784,422","21,774,952"
Taylor Swift - Bad Blood (Taylor's Version),8,"",13,"","7,445,241","21,742,220"
VIZE - Never Let Me Down,32,"",156,"","751,407","21,720,519"
Drake - Diamonds Dancing,65,"",58,"","504,666","21,712,319"
Justin Bieber - Off My Face,17,"",19,"","2,715,108","21,709,160"
Sia - No New Friends,30,"",59,"","1,392,866","21,687,655"
Bad Bunny - TE DESEO LO MEJOR,14,1,5,"","4,964,022","21,673,177"
Lorde - Homemade Dynamite,34,"",63,"","1,081,378","21,654,354"
Julie Bergan - Arigato,55,"",117,"","485,233","21,648,415"
Post Malone - Enough Is Enough,14,"",42,"","2,606,216","21,625,260"
Prince Royce - El Clavo,37,"",136,"","680,783","21,621,107"
Polo G - Bad Man (Smooth Criminal),20,"",65,"","1,914,013","21,584,649"
Taylor Swift - I Bet You Think About Me,15,"",33,"","2,506,493","21,582,172"
Taylor Swift - I Knew You Were Trouble (Taylor's Version),13,1,9,"","4,264,232","21,572,702"
Miley Cyrus - When I Look At You,30,"",133,"","795,975","21,528,356"
BLACKPINK - The Happiest Girl,13,"",15,"","3,488,920","21,440,321"
David Guetta - Better When You're Gone,30,"",96,"","1,065,408","21,389,971"
Kendrick Lamar - DUCKWORTH.,23,"",29,"","2,225,495","21,376,814"
Yeat - Monëy so big,28,"",171,"","816,324","21,360,368"
Twenty One Pilots - My Blood,28,"",57,"","1,409,335","21,352,618"
Marshmello - Bye Bye,15,"",20,"","2,590,460","21,335,800"
Taylor Swift - epiphany,15,"",19,"","3,614,451","21,309,292"
Drake - Daylight,8,1,10,"","6,134,490","21,308,126"
Drake - Race My Mind,12,"",18,"","5,327,058","21,307,080"
Miley Cyrus - Jaded,14,"",36,"","2,359,191","21,306,437"
Capital Bra - Melodien,29,"",69,"","1,213,050","21,305,503"
Feder - Goodbye,85,"",100,"","316,800","21,285,041"
BLACKPINK - THE GIRLS - BLACKPINK THE GAME OST,15,"",45,"","2,256,921","21,283,286"
Drake - Fountains,13,"",22,"","4,893,580","21,240,887"
CKay - love nwantiti,22,"",86,"","1,182,701","21,237,693"
MC Levin - Ela me Falou Que Quer Rave,23,"",61,"","1,193,146","21,234,384"
Kendrick Lamar - Worldwide Steppers,9,1,6,"","6,912,283","21,216,657"
Fleur East - Sax,80,"",128,"","373,530","21,204,555"
Troye Sivan - WILD,74,"",71,"","462,894","21,163,626"
PEDRO SAMPAIO - SENTADÃO,28,"",109,"","958,010","21,102,492"
"Tyler, The Creator - SORRY NOT SORRY",16,"",59,"","2,040,641","21,085,521"
Ed Sheeran - I'm a Mess,127,"",130,"","201,980","21,074,609"
Taylor Swift - Dear John (Taylor's Version),8,1,7,"","6,934,440","21,068,216"
KASIMIR1441 - Ohne Dich,23,"",67,"","1,215,334","21,031,449"
Kanye West - Wouldn't Leave,14,1,7,"","3,285,095","21,028,429"
6ix9ine - WAKA,17,"",12,"","2,709,519","21,020,571"
Kendrick Lamar - Savior,12,"",17,"","4,576,962","20,998,320"
SZA - The Other Side (from Trolls World Tour),22,"",46,"","1,714,059","20,982,707"
Lil Uzi Vert - That's A Rack,30,"",120,"","941,656","20,982,159"
Kanye West - Heaven and Hell,12,"",15,"","3,959,575","20,980,096"
Ak4:20 - Me Arrepentí,22,"",53,"","1,290,787","20,945,756"
Twenty One Pilots - Jumpsuit,24,"",32,"","1,848,577","20,945,621"
Drake - Peak,15,"",18,"","4,093,580","20,944,415"
Lana Del Rey - Doin' Time,25,"",55,"","1,359,222","20,938,432"
Montez - Auf & Ab,26,"",127,"","931,195","20,934,156"
Kygo - Stranger Things,36,"",128,"","684,167","20,916,826"
Lil Uzi Vert - Futsal Shuffle 2020 - Bonus Track,21,"",54,"","1,473,228","20,900,548"
Bazzi - Focus,28,"",86,"","1,062,852","20,884,227"
Ne-Yo - She Knows,87,"",73,"","380,435","20,874,160"
Jennifer Lopez - Ni Tú Ni Yo,44,"",117,"","634,447","20,871,885"
Tiësto - Lay Low,18,"",165,"","1,277,350","20,859,202"
IU - eight(Prod.&Feat. SUGA of BTS),23,"",30,"","1,858,886","20,839,933"
Post Malone - Mourning,13,"",30,"","2,484,741","20,835,300"
Céline Dion - Happy Xmas (War Is Over),19,"",97,"","2,184,207","20,827,111"
Ray Parker Jr. - Ghostbusters,15,"",27,"","3,992,007","20,822,138"
Fall Out Boy - Irresistible,69,"",96,"","388,026","20,820,255"
Bad Bunny - MÁS DE UNA CITA,19,"",18,"","2,639,076","20,804,462"
Morgan Wallen - One Thing At A Time,15,"",41,"","2,214,902","20,769,410"
Lil Uzi Vert - Silly Watch,14,"",15,"","3,461,779","20,764,196"
Mr. Probz - Nothing Really Matters - Afrojack Remix,45,"",23,"","765,368","20,755,525"
Kanye West - No Child Left Behind,12,"",18,"","3,881,452","20,754,175"
DaBaby - INTRO,22,"",31,"","1,871,751","20,744,218"
Train - Shake up Christmas,15,"",84,"","2,741,559","20,740,363"
Dillon Francis - Coming Over,71,"",77,"","433,203","20,724,167"
