Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Future - Draco,9,"",55,"","1,073,057","5,842,585"
Fero47 - Puerto Rico,8,"",127,"","896,868","5,839,878"
Jenny Duncan -,1,"",16,"","5,836,742","5,836,742"
Taylor Swift - State Of Grace (Acoustic Version) (Taylor's Version),5,"",73,"","1,793,104","5,829,972"
The Beatles - Let It Be - Remastered,16,"",57,"","817,154","5,823,841"
Burna Boy - Alone,6,"",155,"","1,017,415","5,814,108"
Kate Havnevik - Winter Wonderland,25,"",49,"","451,804","5,812,171"
Trippie Redd - KNIGHT CRAWLER,5,"",89,"","1,471,427","5,811,513"
Juice WRLD - Not Enough,5,"",52,"","1,899,237","5,804,070"
Future - WIFI LIT,8,"",78,"","1,059,476","5,800,396"
XXXTENTACION - Dead Inside (Interlude),9,"",90,"","1,018,655","5,797,941"
Big Sean - Sacrifices,10,"",79,"","760,362","5,794,445"
The Chainsmokers - Don't Say,8,"",58,"","1,194,374","5,793,291"
Kanye West - Jail pt 2,4,"",39,"","2,038,621","5,786,339"
Lil Peep - I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),8,"",107,"","962,978","5,782,535"
XXXTENTACION - I Don't Wanna Do This Anymore,7,"",56,"","1,415,066","5,775,423"
Lil Uzi Vert - Secure The Bag,5,"",68,"","1,629,238","5,774,096"
Post Malone - Something Real,4,"",62,"","2,105,523","5,773,246"
TOMORROW X TOGETHER - Chasing That Feeling,4,"",89,"","1,722,375","5,771,064"
Kehlani - up at night,6,"",50,"","1,460,141","5,767,264"
Samra - COLT,7,"",111,"","1,028,343","5,764,749"
Lil Wayne - Took His Time,6,"",42,"","1,807,996","5,760,063"
Shawn Mendes - Fallin' All In You,7,"",62,"","1,291,833","5,759,823"
Apache 207 - Sie ruft,7,"",73,"","1,319,838","5,752,169"
Lana Del Rey - Cinnamon Girl,7,"",70,"","1,177,063","5,749,205"
Jorge & Mateus - Tijolão - Ao Vivo,9,"",164,"","676,630","5,748,589"
Suki Waterhouse - Good Looking,7,"",168,"","876,106","5,748,402"
Jung Kook - My You,4,"",51,"","1,834,663","5,745,602"
Zé Neto & Cristiano - Largado Às Traças - Ao Vivo,10,"",161,"","620,963","5,742,758"
J. Cole - Pricey,3,"",23,"","3,125,715","5,740,247"
Imagine Dragons - I Don’t Know Why,8,"",54,"","1,239,255","5,737,540"
MC MM - Só Quer Vrau,9,"",135,"","746,257","5,736,749"
AK AUSSERKONTROLLE - In meinem Benz,8,"",116,"","915,823","5,730,551"
Kygo - Broken Glass,7,"",68,"","1,415,916","5,727,398"
Lil Baby - Commercial,6,"",56,"","1,521,310","5,718,354"
Idina Menzel - Show Yourself,8,"",121,"","812,877","5,714,191"
Lil Baby - Close Friends (Lil Baby & Gunna),9,"",153,"","824,198","5,709,915"
Pineapple StormTv - Poesia Acústica 13,6,"",151,"","1,071,901","5,704,356"
Gunna - One Call,7,"",71,"","1,157,998","5,695,796"
Polo G - Black Hearted,5,"",52,"","1,742,989","5,694,683"
USHER - DJ Got Us Fallin' In Love,4,"",103,"","1,490,288","5,690,445"
Lorde - Sober,8,"",73,"","1,010,221","5,687,589"
Zacari - Redemption,9,"",108,"","868,398","5,678,626"
2Pac - California Love - Original Version,6,"",93,"","1,059,695","5,671,702"
Tate McRae - working,7,"",86,"","1,143,556","5,666,770"
Colapesce - Musica leggerissima,7,"",116,"","968,232","5,665,133"
Sia - Floating Through Space,7,"",58,"","1,289,755","5,664,767"
Anuel AA - Dictadura,7,"",132,"","976,875","5,663,244"
Lady Gaga - Babylon,5,"",40,"","2,056,129","5,662,925"
Beyoncé - Before I Let Go - Homecoming Live Bonus Track,7,"",108,"","921,555","5,658,944"
Queen - Radio Ga Ga - Live Aid,9,"",150,"","694,494","5,658,771"
Eminem - Chloraseptic,6,"",36,"","1,630,021","5,658,006"
Gera MX - Se Me Olvidó,7,"",122,"","972,305","5,655,126"
The Neighbourhood - #icanteven,36,"",115,"","213,144","5,650,351"
John Mayer - Love on the Weekend,12,"",64,"","852,960","5,649,383"
Beyoncé - Sorry,5,"",37,"","1,652,812","5,638,628"
Pusha T - If You Know You Know,7,"",65,"","1,255,718","5,638,267"
5 Seconds of Summer - Wildflower,7,"",68,"","1,324,865","5,632,099"
Grupo Frontera - OJITOS ROJOS,5,"",162,"","1,211,497","5,630,308"
J Balvin - YO LE LLEGO,6,"",45,"","1,666,855","5,624,975"
L7NNON - Desenrola Bate Joga de Ladin,7,"",149,"","905,021","5,622,675"
Juice WRLD - Juice WRLD Speaks From Heaven - Outro,5,"",38,"","2,194,107","5,622,085"
Justin Bieber - Confirmation,6,"",73,"","1,490,190","5,615,589"
Martin Garrix - We Are The People,7,"",92,"","1,148,638","5,610,234"
Nate Ruess - Nothing Without Love,27,"",128,"","245,822","5,607,218"
Ozuna - Cambio,8,"",115,"","942,512","5,606,572"
SZA - Snooze (Acoustic),4,"",67,"","1,719,260","5,604,807"
Samir & Viktor - Bada nakna,19,"",103,"","383,497","5,594,555"
Kid Cudi - Dive,4,"",46,"","2,283,176","5,592,420"
Cardi B - She Bad,8,"",107,"","816,448","5,591,973"
Mr. Probz - Nothing Really Matters,39,"",120,"","173,418","5,591,381"
Capital Bra - Nummer 1,7,"",69,"","1,251,333","5,589,516"
P!nk - Hurts 2B Human,8,"",83,"","1,080,802","5,579,926"
KAI - Rover,5,"",163,"","1,153,322","5,575,724"
Beyoncé - Hold Up,5,"",35,"","1,659,841","5,574,100"
Thomas Jack - Rivers,25,"",135,"","263,466","5,559,513"
Internet Money - Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],7,"",128,"","857,091","5,550,390"
Panic! At The Disco - Victorious,20,"",111,"","337,093","5,545,451"
"Juice WRLD - The Man, The Myth, The Legend - Interlude",5,"",42,"","2,066,844","5,544,643"
Nekfeu - Tricheur,7,"",63,"","1,272,037","5,543,306"
Calvin Harris - Nuh Ready Nuh Ready,8,"",64,"","1,229,693","5,540,145"
Juan Magán - Baila Conmigo,18,"",173,"","337,920","5,537,356"
Unknown Artist - Unknown Title,3,"",48,"","2,219,722","5,534,385"
David Guetta - Stay (Don't Go Away),7,"",50,"","1,505,107","5,528,846"
Zach Bryan - Ticking,4,"",57,"","2,016,494","5,527,997"
Michael Bublé - White Christmas,4,"",142,"","1,869,255","5,522,027"
Bruno Mars - Put On A Smile,5,"",82,"","1,628,288","5,521,146"
Drake - Jungle,21,"",64,"","398,434","5,520,273"
KITSCHKRIEG - Standard,9,"",164,"","690,589","5,513,335"
Conan Gray - Memories,7,"",146,"","852,725","5,498,278"
One Direction - Stockholm Syndrome,24,"",62,"","358,035","5,497,730"
XXXTENTACION - Pain = BESTFRIEND,7,"",74,"","1,174,739","5,495,918"
A$AP Rocky - A$AP Forever REMIX,6,"",37,"","1,666,584","5,494,946"
Sabrina Carpenter - A Nonsense Christmas,3,"",108,"","2,078,159","5,483,398"
Ufo361 - Emotions 2.0,8,"",116,"","843,086","5,470,632"
Camila Cabello - All These Years,7,"",58,"","1,249,805","5,469,620"
Justin Timberlake - Man of the Woods,7,"",53,"","1,395,011","5,468,425"
Keisya Levronka - Tak Ingin Usai,7,"",190,"","817,468","5,467,633"
BTS - Go Go,9,"",102,"","748,348","5,465,447"
John Newman - Love Me Again,38,"",114,"","306,631","5,458,691"
Lil Nas X - J CHRIST,4,"",80,"","1,777,787","5,455,590"
Drake - Change Locations,20,"",106,"","327,197","5,448,267"
David Bowie - Life On Mars? - 1999 Remastered Version,9,"",19,"","1,228,336","5,444,207"
Capital Bra - Frühstück in Paris,7,"",81,"","1,103,054","5,440,253"
RAF Camora - All Night,4,"",68,"","1,899,234","5,437,921"
TOMORROW X TOGETHER - Good Boy Gone Bad,5,"",81,"","1,258,875","5,437,670"
Khalid - Free Spirit,6,"",68,"","1,416,901","5,435,285"
Zuna - Du bist mein,7,"",82,"","1,153,599","5,428,702"
Eartha Kitt - Santa Baby,9,"",52,"","1,143,503","5,428,177"
Ava Max - Who's Laughing Now,8,"",171,"","747,985","5,412,601"
Wizkid - Essence,7,"",145,"","913,404","5,411,380"
The Weeknd - Angel,18,"",75,"","427,828","5,408,849"
Morgan Wallen - ’98 Braves,4,"",72,"","1,824,181","5,407,456"
Jessie Ware - Say You Love Me,33,"",102,"","209,956","5,405,054"
French Montana - A Lie,8,"",79,"","895,546","5,403,822"
Dominic Fike - Elliot's Song,6,"",86,"","1,174,589","5,402,370"
ABBA - Happy New Year,6,"",107,"","1,261,255","5,400,891"
Logic - State Of Emergency,7,"",62,"","1,254,470","5,400,846"
SNBRN - Raindrops,25,"",101,"","322,627","5,386,683"
Juice WRLD - Face 2 Face,4,"",63,"","2,057,297","5,386,585"
One Direction - What Makes You Beautiful,5,"",29,"","2,059,930","5,376,375"
Ed Sheeran - Shape of You - Stormzy Remix,11,"",149,"","552,245","5,375,492"
Rkomi - INSUPERABILE,6,"",106,"","992,886","5,373,057"
21 Savage - can't leave without it,6,"",71,"","1,404,549","5,370,840"
mgk - papercuts,6,"",63,"","1,360,360","5,370,495"
Zara Larsson - Carry You Home,32,"",142,"","193,954","5,368,601"
grandson - Blood // Water,8,"",176,"","698,972","5,363,195"
Gemitaiz - Veleno 7,5,"",31,"","1,855,492","5,357,554"
Taylor Swift - White Horse (Taylor’s Version),4,"",28,"","2,259,615","5,353,387"
Gunna - COOLER THAN A BITCH,5,"",50,"","1,493,110","5,352,769"
Felix Jaehn - Book Of Love,21,"",141,"","343,624","5,346,337"
John Legend - Bring Me Love,5,"",149,"","1,347,399","5,345,378"
Future - Trillionaire,6,"",54,"","1,495,902","5,341,935"
David Kushner - Miserable Man,6,"",114,"","1,029,119","5,337,926"
Kelly Clarkson - Under The Mistletoe - Bonus Track,4,"",157,"","1,393,256","5,334,215"
"Train - Hey, Soul Sister",4,"",155,"","1,430,194","5,332,232"
Billie Eilish - Not My Responsibility,5,"",54,"","1,643,794","5,330,564"
Shirin David - 90-60-111,7,"",68,"","1,134,674","5,326,982"
Kygo - I'm in Love,16,"",82,"","544,195","5,325,630"
Ariana Grande - Greedy,14,"",103,"","480,935","5,324,747"
Calvin Harris - Open Wide,31,"",98,"","245,899","5,322,950"
RAF Camora - 2CB,6,"",87,"","1,234,445","5,321,504"
Apache 207 - Angst,7,"",95,"","925,382","5,317,174"
Big Sean - Jump Out The Window,9,"",86,"","755,522","5,312,861"
Dua Lipa - Boys Will Be Boys,6,"",61,"","1,369,053","5,311,922"
Bad Bunny - EN CASITA,5,"",46,"","1,646,546","5,309,239"
Bing Crosby - I'll Be Home For Christmas - Single Version,5,"",151,"","1,330,690","5,302,063"
Tinashe - Pretend,35,"",122,"","185,887","5,299,347"
Kygo - Carry Me,17,"",151,"","364,213","5,288,152"
Don Khuma - Estamos Bien,6,"",85,"","933,681","5,287,532"
Kanye West - Jesus Lord pt 2,4,"",53,"","1,788,280","5,279,596"
Red Hot Chili Peppers - Can't Stop,4,"",182,"","1,366,191","5,276,727"
Miley Cyrus - Thousand Miles,4,"",66,"","1,829,789","5,274,667"
Joji - NIGHT RIDER,4,"",80,"","1,783,424","5,274,545"
Frank Ocean - DHL,5,"",23,"","1,575,262","5,273,842"
"Tyler, The Creator - MANIFESTO",4,"",40,"","2,254,020","5,268,933"
Tory Lanez - Stupid Again,6,"",53,"","1,335,088","5,267,131"
ogu - METAMORPHOSIS,4,"",92,"","1,355,266","5,262,375"
Ufo361 - Wir sind Kral,8,"",139,"","808,012","5,257,182"
Gorillaz - Ascension,9,"",86,"","945,888","5,255,590"
Camila Cabello - Consequences,7,"",61,"","1,195,404","5,251,458"
Rihanna - S&M,4,"",80,"","1,557,255","5,249,490"
Kid Cudi - Heaven On Earth,4,"",54,"","2,095,578","5,246,756"
BTS - Intro: Singularity,7,"",97,"","921,446","5,245,716"
Normani - Checklist,7,"",70,"","1,192,460","5,244,432"
Beyoncé - ENERGY,2,"",18,"","3,089,590","5,242,743"
Anuel AA - Los Dioses,6,"",68,"","1,259,583","5,242,040"
Harry Styles - Woman,9,"",77,"","1,038,532","5,238,555"
Kodak Black - Take One,7,"",114,"","875,681","5,238,240"
Linkin Park - Good Goodbye,8,"",56,"","1,363,081","5,233,607"
Lilly Wood and The Prick - Prayer In C,26,"",99,"","246,938","5,232,859"
Rihanna - Born Again,5,"",110,"","1,279,866","5,232,692"
GASHI - Creep On Me,9,"",165,"","612,649","5,231,536"
King Von - Don't Play That,6,"",107,"","1,021,816","5,228,235"
"Andrew Gold - Spooky, Scary Skeletons - Undead Tombstone Remix",3,"",48,"","2,085,535","5,226,987"
Miley Cyrus - Heart Of Glass (Live from the iHeart Festival),6,"",134,"","1,008,403","5,224,439"
Luke Bryan - Kick The Dust Up,19,"",93,"","335,307","5,218,035"
NMIXX - O.O,7,"",183,"","762,664","5,210,211"
Katy Perry - Firework,17,"",103,"","1,307,273","5,209,441"
Drake - Losses,4,"",31,"","2,353,146","5,208,269"
Lil Uzi Vert - Erase Your Social,16,"",170,"","366,771","5,206,233"
Joji - Dissolve,4,"",79,"","1,785,515","5,204,148"
Arctic Monkeys - One Point Perspective,5,"",24,"","1,994,438","5,202,312"
Tyga - Girls Have Fun,7,"",86,"","1,085,934","5,201,321"
Baby Keem - range brothers,5,"",53,"","1,616,886","5,200,071"
Bruno Mars - It Will Rain,4,"",175,"","1,366,287","5,191,847"
"Baddiel, Skinner & Lightning Seeds - Three Lions",5,"",33,"","1,735,820","5,188,756"
Big Sean - Halfway Off The Balcony,8,"",74,"","820,545","5,186,458"
Beyoncé - FLAMENCO,3,"",50,"","2,340,940","5,180,624"
Mac Miller - That's On Me,5,"",74,"","1,658,533","5,180,339"
Lil Wayne - Let It All Work Out,6,"",74,"","1,373,673","5,177,064"
"Rihanna - Yeah, I Said It",18,"",109,"","368,108","5,176,890"
Huncho Jack - Black & Chinese,6,"",34,"","1,681,439","5,173,682"
Mac Miller - Come Back to Earth,6,"",50,"","1,399,116","5,173,152"
Billie Eilish - WHEN I WAS OLDER - Music Inspired By The Film ROMA,7,"",65,"","1,212,925","5,172,777"
The 1975 - Give Yourself A Try,7,"",49,"","1,369,134","5,170,857"
J. Cole - Huntin’ Wabbitz,3,"",41,"","2,527,032","5,170,602"
Lil Yachty - Get Dripped,7,"",97,"","1,005,306","5,163,064"
"Tyler, The Creator - ARE WE STILL FRIENDS?",5,"",47,"","1,699,440","5,152,508"
Migos - Racks 2 Skinny,7,"",90,"","1,019,455","5,150,985"
Nicki Minaj - Bussin,5,"",60,"","1,501,550","5,146,734"
Drake - Company,20,"",74,"","384,433","5,142,425"
BTS - Respect,5,"",64,"","1,497,545","5,125,127"
Lady Gaga - Chromatica I,4,"",24,"","2,422,891","5,113,535"
Steve Aoki - I Love It When You Cry (Moxoki),24,"",108,"","296,136","5,110,949"
Myke Towers - ULALA (OOH LA LA),5,"",193,"","1,074,427","5,110,045"
"Anirudh Ravichander - Arabic Kuthu - Halamithi Habibo (From ""Beast"")",6,"",126,"","932,704","5,109,531"
Dermot Kennedy - Power Over Me,8,"",190,"","655,507","5,101,190"
Shawn Mendes - Don't Be A Fool,13,"",87,"","620,552","5,100,707"
Linkin Park - One Step Closer,7,"",46,"","1,534,918","5,094,047"
Maria Becerra - Mi Debilidad,7,"",192,"","758,232","5,093,975"
Isabel LaRosa - i'm yours,5,"",167,"","1,069,467","5,093,329"
"Tyler, The Creator - I DON'T LOVE YOU ANYMORE",5,"",46,"","1,700,929","5,093,105"
Stevie Wonder - Superstition - Single Version,9,"",99,"","977,731","5,089,641"
Future - Feed Me Dope,8,"",102,"","769,323","5,087,680"
The Chainsmokers - Push My Luck,7,"",58,"","1,219,395","5,087,553"
Lil Tjay - Not In The Mood,6,"",84,"","1,166,548","5,086,995"
J. Cole - G.O.M.D.,28,"",97,"","272,400","5,078,607"
Kid Cudi - Damaged,4,"",51,"","2,106,848","5,076,906"
DaBaby - BLIND,7,"",93,"","1,051,770","5,074,613"
The Chainsmokers - Honest,7,"",59,"","1,165,440","5,073,542"
Loredana - Angst,6,"",119,"","1,144,724","5,069,161"
The Kid LAROI - TELL ME WHY,7,"",152,"","881,666","5,069,139"
Jorge & Mateus - Cheirosa - Ao Vivo,7,"",129,"","849,535","5,051,971"
The Beatles - Here Comes The Sun - Remastered,16,"",86,"","650,198","5,043,987"
6ix9ine - FEEFA,4,"",30,"","1,798,062","5,040,869"
Joji - 1AM FREESTYLE,4,"",93,"","1,647,430","5,036,029"
Sub Urban - Cradles,8,"",184,"","665,107","5,034,114"
Dr. Dre - Gospel,6,"",130,"","991,406","5,028,590"
Various Artists - Happy,26,"",100,"","242,189","5,028,002"
SuperM - Jopping,7,"",139,"","823,184","5,026,361"
Pop Smoke - Snitching,5,"",49,"","1,694,663","5,023,468"
Lady Gaga - Look What I Found,8,"",146,"","687,379","5,020,830"
Selena Gomez - Crowded Room,5,"",54,"","1,558,899","5,013,271"
Kid Cudi - Sad People,4,"",61,"","1,932,909","5,004,747"
Salmo - IL CIELO NELLA STANZA,7,"",133,"","892,475","5,004,729"
Khalid - Hundred,6,"",97,"","1,183,305","5,001,832"
Taylor Swift - Breathe,4,"",33,"","2,117,072","4,995,261"
Gene Autry - Rudolph the Red-Nosed Reindeer,3,"",119,"","1,843,023","4,993,284"
Lil Nas X - VOID,5,"",62,"","1,556,520","4,978,811"
David Guetta - Memories,4,"",104,"","1,543,298","4,976,542"
NF - The Search,7,"",134,"","878,976","4,976,343"
Lean Trap - Scooby Doo Papa!,8,"",115,"","770,323","4,973,108"
Ed Sheeran - The Joker And The Queen,5,"",52,"","1,469,666","4,970,041"
Mumford & Sons - The Wolf,18,"",55,"","442,918","4,967,098"
Lil Peep - Sex with My Ex,6,"",50,"","1,469,637","4,965,224"
"Sam Smith - Baby, You Make Me Crazy",7,"",102,"","871,626","4,961,870"
6LACK - Pretty Little Fears,7,"",81,"","1,069,348","4,961,392"
Sam Smith - HIM,7,"",101,"","836,541","4,949,014"
DNCE - Body Moves,14,"",100,"","575,789","4,946,927"
21 Savage - letter to my brudda,3,"",48,"","2,299,240","4,937,945"
David Guetta - Yesterday,25,"",117,"","242,734","4,936,449"
MACHETE - HO PAURA DI USCIRE 2 - prod. Mace,6,"",75,"","1,210,522","4,928,769"
Marracash - ∞ LOVE,5,"",65,"","1,464,974","4,924,217"
Taylor Swift - Forever & Always (Taylor’s Version),4,"",36,"","1,986,220","4,922,079"
TOMORROW X TOGETHER - Tinnitus (Wanna be a rock),4,"",70,"","1,747,791","4,920,854"
"Tyler, The Creator - OKRA",8,"",134,"","685,927","4,916,010"
Chanel - SloMo,5,"",85,"","1,316,939","4,915,736"
David Bowie - Lazarus,8,"",21,"","1,204,175","4,911,854"
¥$ - DO IT,3,"",63,"","1,925,978","4,898,460"
Bing Crosby - Mele Kalikimaka (Merry Christmas),4,"",101,"","1,311,955","4,894,907"
BTS - Euphoria,6,"",71,"","1,072,345","4,891,545"
Salmo - CABRIOLET,6,"",67,"","1,228,038","4,891,154"
Sam Smith - Nothing Left For You,7,"",91,"","924,080","4,887,414"
GAYLE - abcdefu (angrier),6,"",147,"","860,984","4,881,812"
Rita Ora - Only Want You,7,"",101,"","909,850","4,881,474"
¥$ - TALKING,3,"",64,"","1,915,827","4,878,895"
Mac Miller - Once A Day,5,"",86,"","1,519,145","4,877,180"
Steve Aoki - All Night,9,"",110,"","776,563","4,871,889"
¥$ - Vultures,3,"",45,"","2,041,871","4,870,629"
Fifth Harmony - He Like That,8,"",78,"","993,922","4,869,735"
Future - Jersey,20,"",118,"","308,199","4,868,619"
Tory Lanez - Broke Leg,7,"",113,"","940,371","4,867,044"
Taylor Swift - Love Story,7,"",127,"","921,952","4,866,158"
Arctic Monkeys - Tranquility Base Hotel & Casino,5,"",29,"","1,852,011","4,859,074"
Juice WRLD - Go Hard,4,"",49,"","1,923,483","4,848,529"
USHER - My Boo,3,"",79,"","1,690,569","4,846,197"
Lil Peep - Life is Beautiful,6,"",69,"","1,222,840","4,844,480"
Clean Bandit - Baby,7,"",102,"","951,693","4,842,341"
Sinéad O'Connor - Nothing Compares 2 U,3,"",27,"","2,306,199","4,837,180"
Future - Jet Lag,6,"",51,"","1,488,591","4,834,242"
Quavo - LOSE IT,7,"",80,"","1,079,496","4,832,689"
Sfera Ebbasta - Rockstar,7,"",96,"","918,108","4,828,409"
Selena Gomez - People You Know,5,"",56,"","1,504,867","4,824,958"
Maluma - GPS,9,"",160,"","578,463","4,823,197"
James Blake - Mile High,6,"",58,"","1,346,285","4,819,380"
DJ A1 - Bounce Out With That FT. YBN Nahmir,7,"",124,"","734,823","4,816,077"
Nat King Cole Trio - All I Want For Christmas (Is My Two Front Teeth) - Remastered,6,"",104,"","1,154,543","4,815,213"
Taylor Swift - Ronan (Taylor's Version),4,"",70,"","1,837,652","4,813,941"
Drake - Summers Over Interlude,13,"",109,"","444,622","4,810,270"
Michael Bublé - Let It Snow! - 10th Anniversary,3,"",130,"","1,929,594","4,809,501"
Lil Peep - Benz Truck - гелик,8,"",98,"","815,832","4,807,500"
Martin Garrix - Burn Out,7,"",78,"","1,088,765","4,807,072"
BTS - Paradise,6,"",71,"","1,097,523","4,806,223"
Big Sean - Lithuania,5,"",59,"","1,399,184","4,799,884"
DJ Khaled - GOD DID,4,"",50,"","1,753,599","4,799,193"
Ed Sheeran - Collide,5,"",67,"","1,361,681","4,798,225"
The Chainsmokers - My Type,7,"",67,"","1,019,118","4,793,752"
Pop Smoke - West Coast Shit,5,"",63,"","1,495,603","4,790,449"
Ed Sheeran - Leave Your Life,5,"",61,"","1,406,734","4,786,734"
DaBaby - JUMP,5,"",46,"","1,552,434","4,785,789"
"Bizarrap - Morad: Bzrp Music Sessions, Vol. 47",5,"",116,"","1,147,813","4,776,908"
Aitana - TELÉFONO,8,"",140,"","647,783","4,775,962"
Stargate - Waterfall,9,"",90,"","836,780","4,774,080"
Twenty One Pilots - Smithereens,6,"",76,"","1,181,674","4,773,972"
Lil Pump - Multi Millionaire,7,"",104,"","997,323","4,771,201"
Gucci Mane - Back On Road,14,"",118,"","440,660","4,764,082"
Poo Bear - Hard 2 Face Reality,8,"",132,"","745,084","4,760,084"
Joji - MODUS,5,"",63,"","1,365,142","4,758,841"
Simone Mendes - Dois Fugitivos - Ao Vivo,4,"",150,"","1,298,151","4,754,641"
Jennifer Lopez - Booty,33,"",121,"","175,559","4,753,832"
"Anirudh Ravichander - Hukum - Thalaivar Alappara (From ""Jailer"")",4,"",128,"","1,266,332","4,747,150"
Tina Turner - What's Love Got to Do with It - 2015 Remaster,3,"",33,"","2,303,819","4,747,094"
"Thurl Ravenscroft - You're A Mean One, Mr. Grinch",3,"",144,"","1,714,138","4,738,424"
MC's Jhowzinho & Kadinho - Agora Vai Sentar,9,"",147,"","612,672","4,732,100"
Dreamville - Costa Rica,6,"",95,"","1,069,810","4,727,860"
Camila Cabello - Into It,7,"",81,"","1,057,634","4,720,994"
BROCKHAMPTON - NO HALO,6,"",67,"","1,287,569","4,713,489"
Chris Rea - Driving Home For Christmas - 2009 Remastered Version,20,"",35,"","610,832","4,713,083"
Chris Brown - Angel Numbers / Ten Toes,4,"",195,"","1,185,818","4,712,935"
Salmo - STAI ZITTO,6,"",71,"","1,215,303","4,711,224"
BTS - Love Maze,6,"",75,"","1,067,957","4,706,132"
KSI - Down Like That,7,"",149,"","720,887","4,705,199"
David Bowie - Let's Dance - 1999 Remaster,8,"",17,"","1,307,419","4,703,453"
BTS - Magic Shop,6,"",76,"","1,061,446","4,698,451"
5 Seconds of Summer - Hey Everybody!,17,"",97,"","385,116","4,696,206"
Big Sean - Bezerk,6,"",93,"","1,086,529","4,695,720"
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],5,"",94,"","1,255,964","4,695,524"
Logic - The Return,7,"",106,"","937,593","4,692,432"
Twenty One Pilots - Neon Gravestones,6,"",79,"","1,161,529","4,692,387"
Jimin - Alone,3,"",44,"","2,202,527","4,692,272"
Kendrick Lamar - Wesley's Theory,7,"",15,"","915,408","4,687,614"
BTS - 134340,6,"",66,"","1,120,047","4,680,376"
Paulo Londra - Por Eso Vine,7,"",171,"","699,789","4,670,068"
Samra - Mon Ami,6,"",99,"","1,056,642","4,666,179"
"Tyler, The Creator - WILSHIRE",4,"",51,"","1,872,680","4,657,054"
Lil Uzi Vert - Urgency,4,"",65,"","1,662,870","4,652,982"
Justin Bieber - E.T.A.,5,"",74,"","1,488,904","4,646,022"
Pitbull - Drive You Crazy,25,"",117,"","219,064","4,645,818"
Lorde - Supercut,7,"",67,"","1,056,790","4,640,329"
"Dolly Parton - Cuddle Up, Cozy Down Christmas",3,"",101,"","1,751,425","4,640,157"
KAROL G - GUCCI LOS PAÑOS,4,"",118,"","1,383,424","4,638,916"
Felipe Amorim - Fode Bem,4,"",157,"","1,193,322","4,636,861"
Pop Smoke - More Time,4,"",32,"","2,128,241","4,634,142"
Meek Mill - What's Free,5,"",74,"","1,227,287","4,634,118"
Coldplay - Miracles (Someone Special),7,"",51,"","1,299,772","4,627,970"
The Citizens of Halloween - This Is Halloween,6,"",73,"","1,442,220","4,624,528"
Juice WRLD - Feeling,6,"",90,"","1,089,373","4,624,052"
Kacey Musgraves - Glittery,4,"",149,"","1,347,496","4,623,161"
Pop Smoke - Bad Bitch From Tokyo (Intro),4,"",30,"","2,055,674","4,622,221"
Miguel - Coffee,21,"",101,"","281,162","4,619,413"
Beyoncé - ALL UP IN YOUR MIND,4,"",51,"","1,769,366","4,615,214"
BTS - MIC Drop,8,"",98,"","767,599","4,612,515"
Lorde - The Louvre,7,"",91,"","874,472","4,608,214"
David Zowie - House Every Weekend,21,"",115,"","265,049","4,605,578"
Luísa Sonza - BRABA,7,"",159,"","720,212","4,605,174"
John Mayer - XO,25,"",163,"","205,252","4,598,323"
Luan Santana - CORAÇÃO CIGANO - Ao Vivo,5,"",144,"","1,011,139","4,597,355"
Omarion - I'm Up,20,"",140,"","295,639","4,597,107"
David Guetta - Thing For You (With Martin Solveig),6,"",99,"","1,105,479","4,595,792"
DJ Khaled - Jealous,6,"",134,"","914,015","4,594,383"
J Balvin - Verde,5,"",56,"","1,596,191","4,594,246"
2 Chainz - Rule The World,5,"",48,"","1,481,682","4,593,965"
J. Cole - Album of the Year - Freestyle,7,"",93,"","943,334","4,592,798"
Sia - Reaper,16,"",97,"","405,724","4,588,032"
The 1975 - Somebody Else,16,"",101,"","426,658","4,585,739"
Linkin Park - Battle Symphony,7,"",60,"","1,277,593","4,585,680"
Fifth Harmony - Write On Me,13,"",79,"","549,098","4,584,100"
PARTYNEXTDOOR - Not Nice,15,"",170,"","333,838","4,582,208"
Ed Sheeran - Stop The Rain,5,"",75,"","1,302,741","4,580,580"
Future - Over Your Head,5,"",63,"","1,298,512","4,579,873"
SAIKO - Supernova,4,"",164,"","1,244,368","4,576,576"
Gusttavo Lima - Mala dos Porta-Mala - Ao Vivo,4,"",175,"","1,196,473","4,573,128"
Sam Hunt - Leave The Night On,29,"",114,"","188,613","4,572,848"
Camila Cabello - In the Dark,6,"",57,"","1,260,126","4,571,628"
James Blunt - When I Find Love Again,27,"",131,"","196,683","4,567,884"
anees - sun and moon,6,"",187,"","774,617","4,566,805"
Elisa - O Forse Sei Tu,5,"",88,"","1,074,419","4,559,443"
Big Red Machine - Renegade,5,"",54,"","1,465,837","4,557,806"
The Weeknd - In Your Eyes,5,"",74,"","1,170,593","4,557,289"
Drake - Wednesday Night Interlude,16,"",66,"","397,258","4,547,545"
Capital Bra - Berlin lebt wie nie zuvor,6,"",72,"","1,136,650","4,534,289"
The Beatles - Come Together - Remastered 2009,14,"",65,"","478,657","4,531,033"
Huncho Jack - Eye 2 Eye,5,"",33,"","1,692,202","4,528,943"
