Artist and Title,Days,Pk,(x?),Total,Today
Bad Bunny - X 100PRE,1560,24,"","3,528,963",728
Harry Styles - Harry Styles,934,10,"","3,506,226",0
Sam Smith - The Thrill of It All,449,1,(x28),"3,448,298",0
ABBA - ABBA Gold: Greatest Hits,1066,20,"","3,377,102","3,012"
Lorde - Melodrama,455,3,(x3),"3,353,939",143
Ed Sheeran - x,759,21,"","3,329,102",6
Lana Del Rey - Lust for Life,413,1,(x13),"3,285,698",295
Miley Cyrus - Plastic Hearts,526,2,(x7),"3,271,292",0
BTS - MAP OF THE SOUL : 7,791,2,(x16),"3,269,682",0
Charlie Puth - Voicenotes,579,3,(x7),"3,243,502",0
MAC MILLER - Swimming,654,3,(x4),"3,229,214",80
Lana Del Rey - Norman F*****g Rockwell,272,2,(x7),"3,207,017",0
"Lin-Manuel Miranda, Opetaia Foa'i, Mark Mancina & Auli'i Cravalho - Moana",1304,48,"","3,202,414","2,786"
"Kendrick Lamar, The Weeknd, SZA - Black Panther the Album Music From and Inspired By",356,1,(x37),"3,188,747",0
Drake - Dark Lane Demo Tapes,515,1,(x16),"3,184,758",55
Baby Sleep Music - Lullaby Moments,1515,63,"","3,183,013",0
Pop Smoke - Meet The Woo 2,671,10,"","3,163,909",0
Lin-Manuel Miranda - Hamilton: An American Musical,561,6,"","3,147,591",0
"Benny Andersson, Björn Ulvaeus, Meryl Streep & Amanda Seyfried - Mamma Mia",1148,15,"","3,145,543","3,281"
Drake - Take Care,1117,33,"","3,115,161","1,252"
Migos - Culture II,406,1,(x7),"3,109,461",0
Travis Scott - Birds in the Trap Sing McKnight,1102,18,"","3,094,662",66
"Tyler, The Creator - IGOR",659,1,(x6),"3,026,333",720
Cardi B - Invasion of Privacy,417,1,(x2),"3,007,782",0
Summer Walker - Over It,770,6,"","2,996,120",219
"Lin-Manuel Miranda, Germaine Franco, Stephanie Beatriz, Olga Merediz & Jessica Darrow - Encanto",328,3,(x35),"2,964,315",0
Machine Gun Kelly - Tickets To My Downfall,617,2,(x7),"2,961,291",0
BTS - MAP OF THE SOUL : PERSONA,663,2,(x7),"2,930,489",0
JACKBOYS & Travis Scott - JACKBOYS,377,1,(x15),"2,862,505",19
Various Artists - Moana,953,29,"","2,847,871",0
"Kristen Anderson-Lopez & Robert Lopez, Idina Menzel, Kristen Bell & Christophe Beck - Frozen",1155,37,"","2,832,908","2,565"
"Bruno Mars, Anderson .Paak & Silk Sonic - An Evening With Silk Sonic",456,2,(x10),"2,823,938",201
Bad Bunny - EL ÚLTIMO TOUR DEL MUNDO,948,6,"","2,817,327",944
Roddy Ricch - Please Excuse Me For Being Antisocial,417,5,"","2,814,645",65
"Lin-Manuel Miranda, Germaine Franco & Encanto - Cast - Encanto",769,2,(x4),"2,811,425","1,182"
Khalid - Free Spirit,373,2,(x8),"2,800,898",0
Coldplay - A Head Full of Dreams,719,14,"","2,799,399",98
PNL - Dans la légende,851,86,"","2,746,301",580
Miley Cyrus - Endless Summer Vacation,371,1,(x17),"2,722,068",106
Morgan Wallen - Dangerous: The Double Album,1047,25,"","2,710,153",779
NewJeans - NewJeans 1st EP 'New Jeans',660,5,"","2,697,906","1,676"
Calvin Harris - Funk Wav Bounces Vol. 1,324,1,(x7),"2,675,677",0
Daniel Caesar - Freudian,652,11,"","2,675,632",326
Drake - Views,521,29,"","2,667,894",505
Juice WRLD - Legends Never Die,462,1,(x14),"2,655,334",12
P!nk - Beautiful Trauma,405,1,(x17),"2,643,850",0
Labrinth - Euphoria,375,2,(x5),"2,602,337",0
Linda Beldad - Música para Dormir Profundamente: Duermes Bien con Sonidos Relajantes de la Naturaleza,1311,96,"","2,597,199","1,771"
Cigarettes After Sex - Cigarettes After Sex,824,54,"","2,576,955",844
"Lin-Manuel Miranda, Leslie Odom, Jr., Phillipa Soo, Daveed Diggs & Christopher Jackson - Hamilton: An American Musical",873,31,"","2,549,515","2,727"
Fleetwood Mac - Rumours,809,15,"","2,541,041","1,740"
Nicki Minaj - Queen,304,1,(x6),"2,536,477",0
Luke Combs - This One’s for You Too,900,58,"","2,527,207",807
Juice WRLD - Death Race for Love,668,3,(x7),"2,523,747",10
twenty one pilots - Trench,443,1,(x6),"2,506,721",95
Lana Del Rey - Did you know that there's a tunnel under Ocean Blvd,427,1,(x10),"2,496,008","1,306"
"Lil Peep - Come Over When You're Sober, Pt. 1",487,3,(x2),"2,470,313",0
"Kendrick Lamar - good kid, m.A.A.d city",705,14,"","2,467,332","4,132"
Various Artists - Frozen 2,294,7,"","2,456,561",0
Rihanna - ANTI,527,7,"","2,446,232",293
Lil Baby - My Turn,790,3,(x3),"2,421,717",109
PNL - Deux frères,901,19,"","2,380,105",564
BTS - Love Yourself 轉 'Tear',597,3,(x4),"2,348,833",7
Kanye West - My Beautiful Dark Twisted Fantasy,668,36,"","2,334,777","2,341"
George Ezra - Staying at Tamara's,579,11,"","2,329,139",0
Imagine Dragons - Origins,374,1,(x7),"2,305,803",0
Kanye West - ye,279,1,(x14),"2,303,938",365
J. Cole - 2014 Forest Hills Drive,563,37,"","2,298,281",225
Cast Of “Mamma Mia! Here We Go Again” - Mamma Mia Here We Go Again,536,6,"","2,295,837",0
J Balvin & Bad Bunny - OASIS,571,13,"","2,277,131",348
"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer - Top Gun: Maverick",367,5,"","2,274,568",448
Eminem - Music To Be Murdered By,308,1,(x11),"2,272,465",0
Various Artists - Spider-Man: Into the Spider-Verse,404,12,"","2,255,372",0
A Boogie wit da Hoodie - Hoodie SZN,433,10,"","2,246,777",0
Sia - Everyday Is Christmas,364,3,(x2),"2,241,912",0
Ninho - Destin,781,46,"","2,239,290",588
Post Malone - AUSTIN,301,2,(x10),"2,233,611",456
Noah Kahan - Stick Season,572,13,"","2,223,483","4,022"
J. Cole - The Off-Season,378,2,(x11),"2,216,595",0
NewJeans - NewJeans 2nd EP 'Get Up',320,2,(x7),"2,203,807","3,155"
Polo G - THE GOAT,439,7,"","2,200,352",16
Coldplay - Music of the Spheres,495,7,"","2,199,244",83
"21 Savage, Offset & Metro Boomin - Without Warning",255,1,(x3),"2,176,681",0
Metro Boomin - METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE,298,1,(x26),"2,162,630","1,087"
Shawn Mendes - Illuminate,484,13,"","2,159,840",0
Justin Bieber - Purpose,443,25,"","2,157,933",187
BTS - BE,509,1,(x2),"2,127,930",0
Mac Miller - Circles,465,2,(x8),"2,122,499",0
The Kid LAROI - F*CK LOVE,365,7,"","2,099,891",0
Lil Nas X - MONTERO,250,1,(x9),"2,074,207",0
Eminem - The Eminem Show,599,9,"","2,073,427","3,186"
Post Malone - Twelve Carat Toothache,311,1,(x4),"2,066,581",0
The Chainsmokers - Memories...Do Not Open,380,11,"","2,061,387",0
JAY-Z - 4:44,305,1,(x9),"2,037,341",0
Playboi Carti - Whole Lotta Red,460,1,(x1),"2,034,868",107
Various Artists - Barbie The Album,227,1,(x7),"2,034,499",806
Kanye West - JESUS IS KING,256,1,(x27),"2,029,399",0
J Balvin - Colores,545,8,"","2,027,256",141
Various Artists - Sing 2,541,14,"","2,026,366",0
Rammstein - Zeit,542,4,"","2,025,687","1,016"
Joji - Nectar,349,1,(x8),"2,022,261",172
BTS - Love Yourself 承 'Her',287,1,(x3),"2,019,260",0
"Tyler, the Creator - Flower Boy",376,5,"","2,019,171",8
Future - I NEVER LIKED YOU,408,1,(x7),"1,999,930",279
Various Artists - Trolls,396,31,"","1,992,367",356
Various Artists - La La Land,620,39,"","1,982,447",0
Nirvana - Nevermind,404,20,"","1,980,535","2,911"
Verschiedene Interpreten - Die 30 besten Schlaflieder für Kinder,834,103,"","1,980,430","1,491"
Jung Kook - GOLDEN,215,1,(x3),"1,969,713","3,920"
Damso - Ipséité,402,80,"","1,964,828",431
BLACKPINK - SQUARE UP - EP,446,4,"","1,962,549",0
Metro Boomin - NOT ALL HEROES WEAR CAPES,226,1,(x8),"1,953,917",130
Ozuna - Odisea,551,42,"","1,951,237",0
J. Cole - KOD,360,1,(x7),"1,931,799",0
LINKIN PARK - One More Light,268,1,(x1),"1,930,987",0
A$AP Rocky - TESTING,369,2,(x5),"1,929,387",0
21 Savage & Metro Boomin - SAVAGE MODE II,306,1,(x1),"1,921,548",195
Original Broadway Cast of Hamilton - Hamilton,874,44,"","1,907,886",0
6ix9ine - DUMMY BOY,244,1,(x10),"1,897,034",0
Ariana Grande - eternal sunshine,89,1,(x24),"1,884,321","16,940"
Various Artists - Aladdin,332,5,"","1,875,789",0
Eminem - Revival,230,1,(x13),"1,859,864",0
Relax α Wave - ぐっすり眠れるα波 ~ ディズニー プレミアム・オルゴール・ベスト,86,178,"","1,845,487","1,097"
Drake - For All The Dogs Scary Hours Edition,201,2,(x18),"1,840,964","2,446"
Chris Brown - 11:11,208,3,(x4),"1,839,362","5,819"
Coldplay - Everyday Life,209,1,(x14),"1,827,560",0
Dave - Psychodrama,631,24,"","1,826,288",86
"Burna Boy - Love, Damini",402,5,"","1,817,432",102
DaBaby - KIRK,243,5,"","1,794,849",0
Lana Del Rey - Ultraviolence,631,49,"","1,792,980","1,764"
KAROL G - MAÑANA SERÁ BONITO,480,13,"","1,789,144","1,526"
Gunna - WUNNA,260,1,(x2),"1,784,029",70
Måneskin - RUSH,429,3,(x1),"1,775,762",509
Ninho - M.I.L.S 3,650,41,"","1,764,684",305
"Relax α Wave - Sweet Baby Lullabies: Disney/Studio Ghibli and Children Songs - Good Sleep Music for Babies by Music Box Covers, Vol. 1",521,119,"","1,764,670",0
Lauv - I met you when I was 18.,692,40,"","1,756,819",67
"Kristen Anderson-Lopez & Robert Lopez, Idina Menzel, Kristen Bell & Christophe Beck - Frozen 2",552,40,"","1,756,431",457
ABBA - Gold: Greatest Hits,488,25,"","1,750,587",0
BLACKPINK - KILL THIS LOVE - EP,359,4,"","1,748,838",0
P!nk - TRUSTFALL,387,1,(x5),"1,745,606",869
YOASOBI - THE BOOK,567,38,"","1,743,939",360
Eminem - Curtain Call: The Hits,578,47,"","1,740,603",783
Selena Gomez - Rare,218,1,(x6),"1,734,862",0
twenty one pilots - Blurryface,568,44,"","1,732,714",137
Fleetwood Mac - Greatest Hits,150,47,"","1,725,662",270
Burna Boy - African Giant,412,11,"","1,718,072",63
Various Artists - Frozen,549,27,"","1,709,445",0
Frank Ocean - Channel ORANGE,268,29,"","1,700,411","1,427"
Lauv - ~how i'm feeling~,365,3,(x1),"1,691,719",0
Pink Floyd - The Wall,80,38,"","1,688,734",190
Halsey - Manic,211,2,(x2),"1,685,317",0
6LACK - East Atlanta Love Letter,260,3,(x2),"1,667,819",7
"Baby Lullaby Academy - Baby Lullaby: Relaxing Piano Lullabies and Natural Sleep Aid for Baby Sleep Music, Vol. 2",482,37,"","1,660,554",789
Khalid - Suncity,214,1,(x5),"1,655,020",0
Ed Sheeran - -,210,1,(x18),"1,654,266",22
Doja Cat - Scarlet,179,1,(x1),"1,653,914",195
Chris Brown - Indigo,219,3,(x9),"1,649,378",0
Rauw Alejandro - VICE VERSA,487,33,"","1,639,652",821
Bruno Mars - Doo-Wops & Hooligans,412,48,"","1,639,504",99
Ninho - M.I.L.S 2.0,290,71,"","1,632,223",312
Daft Punk - Random Access Memories,179,4,"","1,631,563",0
Bob Marley & The Wailers - Legend: The Best of Bob Marley and the Wailers,535,17,"","1,610,911",0
The 1975 - Being Funny In a Foreign Language,295,1,(x2),"1,610,306",0
Joji - BALLADS 1,441,5,"","1,607,527",0
Anuel AA - Real Hasta la Muerte,332,36,"","1,606,082",360
Bazzi - COSMIC,342,6,"","1,598,967",0
G-Eazy - The Beautiful & Damned,212,4,"","1,597,061",0
Ninho - Comme prévu,193,84,"","1,595,015",227
Playboi Carti - Die Lit,279,4,"","1,594,579",0
The Weeknd - Beauty Behind the Madness,280,36,"","1,588,061",22
The 1975 - A Brief Inquiry Into Online Relationships,391,3,(x1),"1,576,649",0
C. Tangana - El Madrileño,720,67,"","1,573,977",497
Bad Bunny - LAS QUE NO IBAN A SALIR,510,13,"","1,563,841",100
Morgan Wallen - One Thing At A Time,491,22,"","1,562,515","1,922"
Migos - Culture,290,18,"","1,561,440",0
Drake - Nothing Was the Same,313,58,"","1,557,789",209
"¥$, Kanye West & Ty Dolla $ign - VULTURES 1",109,1,(x20),"1,555,988","4,168"
Måneskin - Teatro d'Ira - Vol. I,222,7,"","1,554,312",95
Relax α Wave - すやすや赤ちゃんα波 ぐっすりおやすみオルゴール プレミアムベスト,65,172,"","1,547,132","1,141"
21 Savage - american dream,145,1,(x24),"1,544,235","2,115"
The Carters - EVERYTHING IS LOVE,151,1,(x7),"1,539,815",0
Shawn Mendes - Wonder,259,1,(x7),"1,527,418",0
Dave - We're All Alone In This Together,370,7,"","1,525,254",166
Morgan Wallen - If I Know Me,247,77,"","1,525,136",214
Tate McRae - THINK LATER,179,2,(x7),"1,511,681","2,518"
The Wiggles - The Best Of,81,176,"","1,506,134",985
Lil Baby & Lil Durk - The Voice of the Heroes,292,3,(x3),"1,491,786",28
Vaundy - Strobo,579,142,"","1,487,142",500
Lana Del Rey - Born to Die,245,71,"","1,485,245","1,032"
Beyoncé - HOMECOMING: THE LIVE ALBUM,164,2,(x1),"1,479,500",0
NF - The Search,257,5,"","1,478,554",0
Morat - Balas Perdidas,387,70,"","1,477,028",125
Beyoncé - The Lion King: The Gift,175,2,(x4),"1,475,124",26
Lil Baby - It's Only Me,278,1,(x3),"1,470,829",293
6ix9ine - DAY69: Graduation Day,252,16,"","1,466,406",0
ONE OK ROCK - Eye of the Storm,475,31,"","1,458,928",229
The Beatles - Abbey Road,211,9,"","1,457,479","1,910"
MagicMotion - Sleep Baby - White & Pink Noise,439,105,"","1,453,594",571
Ozuna - Aura,371,17,"","1,451,091",0
Troye Sivan - Something To Give Each Other,192,2,(x12),"1,441,252","4,136"
あいみょん - 青春のエキサイトメント,452,128,"","1,440,539",0
Young Thug - So Much Fun,199,3,(x2),"1,436,343",0
Luke Combs - Gettin' Old,464,21,"","1,433,928","1,510"
LINKIN PARK - Hybrid Theory,153,5,"","1,430,574",900
"Arctic Monkeys - Whatever People Say I Am, That's What I'm Not",63,86,"","1,429,433",269
Lil Baby & Gunna - Drip Harder,282,6,"","1,425,863",0
Bob Marley & The Wailers - Legend,657,38,"","1,420,115",0
Metallica - Metallica,77,22,"","1,413,145",695
Charlie Puth - CHARLIE,313,1,(x7),"1,403,597",0
"Tyler, The Creator - CALL ME IF YOU GET LOST",251,1,(x2),"1,401,640",0
Various Artists - Fifty Shades Freed,219,9,"","1,400,706",0
Troye Sivan - Bloom,316,3,(x4),"1,392,157",0
"SleepTherapy - Brown Noise: Loops for Relaxation, Deep Sleep, Meditation, And Babies",584,55,"","1,387,563","2,970"
LANY - Malibu Nights,445,15,"","1,379,365",23
Myke Towers - Easy Money Baby,389,34,"","1,375,016",573
"Simone Sommerland, Karsten Glück & Die Kita-Frösche - Die 30 besten Spiel- und Bewegungslieder",48,160,"","1,371,484",954
"HUNCHO JACK, Travis Scott & Quavo - Huncho Jack, Jack Huncho",165,2,(x2),"1,365,695",0
Nipsey Hussle - Victory Lap,239,6,"","1,365,162",0
Nekfeu - Les étoiles vagabondes : expansion,369,71,"","1,365,157",224
Charlie Puth - Nine Track Mind,506,64,"","1,364,120",0
Stormzy - Heavy Is the Head,293,7,"","1,360,911",0
PNL - Le monde Chico,23,164,"","1,354,560",154
Katy Perry - Witness,257,5,"","1,351,437",0
Justin Timberlake - Man of the Woods,152,1,(x7),"1,349,824",0
ONE OK ROCK - Ambitions,374,72,"","1,338,781",221
Miyagi & Andy Panda - YAMAKASI,248,68,"","1,332,896",403
Aya Nakamura - NAKAMURA,463,48,"","1,330,103",0
Nicki Minaj - Pink Friday 2,147,1,(x14),"1,328,548","1,077"
Pop Smoke - Faith,147,1,(x3),"1,325,520",0
Lil Uzi Vert - Luv Is Rage 2,180,2,(x2),"1,324,988",0
Meek Mill - Championships,223,2,(x5),"1,320,587",0
Pop Smoke - Meet the Woo,387,19,"","1,317,552",0
Rod Wave - SoulFly,337,11,"","1,314,109",249
Baby Keem - The Melodic Blue,273,5,"","1,310,059",0
Summer Walker - Still Over It,218,2,(x4),"1,307,559",58
Sam Smith - Love Goes,196,2,(x8),"1,307,459",0
Maroon 5 - Red Pill Blues,296,4,"","1,304,426",0
Ninho - Jefe,434,27,"","1,304,417",638
ROSALÍA - MOTOMAMI,205,3,(x3),"1,295,757",0
Ado - UTA'S SONGS ONE PIECE FILM RED,490,23,"","1,292,699",0
Lorde - Solar Power,188,2,(x6),"1,290,071",0
Oxxxymiron - ГОРГОРОД,51,154,"","1,289,418",411
ROSALÍA - MOTOMAMI +,364,7,"","1,280,181",402
21 Savage - i am > i was,158,1,(x12),"1,279,990",0
Machine Gun Kelly - mainstream sellout,213,1,(x7),"1,279,864",0
"Rich Music LTD, Sech & Dalex - The Academy",417,46,"","1,279,091",105
Jorja Smith - Lost & Found,292,4,"","1,277,016",0
Drake - Care Package,219,2,(x8),"1,275,082",0
Скриптонит - Праздник на улице 36,--,204,"","1,272,191",0
Luke Combs - What You See Ain't Always What You Get,427,29,"","1,268,992",176
ROSALÍA - EL MAL QUERER,425,49,"","1,266,651",58
Luis Miguel - Grandes Exitos,446,84,"","1,266,642",0
Lana Del Rey - Chemtrails Over the Country Club,164,2,(x14),"1,265,390",36
Arctic Monkeys - Tranquility Base Hotel & Casino,188,1,(x3),"1,263,045",0
Lil Uzi Vert - Eternal Atake,158,1,(x3),"1,258,069",0
TOOL - Fear Inoculum,221,6,"","1,257,928",413
Bad Bunny - nadie sabe lo que va a pasar mañana,236,5,"","1,256,886","2,504"
Lil Wayne - Tha Carter V,166,1,(x6),"1,256,620",0
"Детские сны Звезда Academy - Детские сны - Музыка для малышей и детей, колыбельные музыка, успокаивающие звуки для глубокого расслабления и сна",--,256,"","1,250,864",746
周杰伦 - 范特西,--,254,"","1,249,908",741
Gunna - DRIP SEASON 4EVER,189,3,(x1),"1,248,801",20
Lil Durk - 7220,222,2,(x7),"1,247,837",0
Future & Metro Boomin - WE DON'T TRUST YOU,75,1,(x2),"1,246,442","10,183"
Lewis Capaldi - Broken By Desire To Be Heavenly Sent,240,2,(x3),"1,242,060",122
Lil Skies - Life of a Dark Rose,312,18,"","1,238,114",0
Camila Cabello - Romance,143,1,(x7),"1,234,596",0
Eminem - Music To Be Murdered By - Side B,167,2,(x1),"1,230,955",392
Melanie Martinez - K-12,174,6,"","1,228,779",99
Wizkid - Made In Lagos,305,7,"","1,228,585",0
Chris Brown - Heartbreak On a Full Moon,191,4,"","1,226,908",0
Amy Winehouse - Back to Black,129,21,"","1,223,297","3,498"
Panic! At the Disco - Pray For the Wicked,271,6,"","1,220,748",0
Manuel Medrano - Manuel Medrano,91,163,"","1,204,778",152
DaBaby - BLAME IT ON BABY,210,2,(x4),"1,197,368",0
Metallica - 72 Seasons,186,1,(x7),"1,195,745",618
Sfera Ebbasta - Sfera Ebbasta,--,221,"","1,194,950",315
Travis Scott - Rodeo,114,40,"","1,193,280",166
Arctic Monkeys - The Car,206,2,(x9),"1,190,264",0
Beyoncé - COWBOY CARTER,68,1,(x10),"1,186,614","11,471"
DaBaby - Baby on Baby,346,28,"","1,183,974",0
Imagine Dragons - Mercury - Acts 1 & 2,227,3,(x7),"1,180,861",47
King Gnu - Sympa,495,132,"","1,179,909",127
Kinder Lieder - Die 30 schönsten Kinderlieder - Teil 1,256,150,"","1,169,209","1,068"
John Mayer - Sob Rock,157,4,"","1,161,674",33
Tory Lanez - Alone At Prom,310,13,"","1,161,317",120
赤ちゃんのためのリラックス・オルゴール - 赤ちゃんが気持ち良く眠るオルゴール ~ディズニー編~,480,154,"","1,160,982",0
Gunna - a Gift & a Curse,195,3,(x5),"1,160,703",444
Polycat - 80 Kisses,--,235,"","1,159,569",161
Classical Lullabies - Bedtime Mozart: Classical Lullabies for Babies,673,71,"","1,156,312",0
"KIDS SEE GHOSTS, Kanye West & Kid Cudi - KIDS SEE GHOSTS",146,2,(x1),"1,155,936",0
周杰伦 - 11月的萧邦,--,348,"","1,155,900",600
Tame Impala - Currents,97,89,"","1,155,671",170
Dermot Kennedy - Without Fear,243,17,"","1,153,591",0
Sfera Ebbasta - Rockstar,185,45,"","1,152,530",366
Kid Cudi - Man On the Moon III: The Chosen,138,2,(x5),"1,151,217",41
LANY - LANY,368,35,"","1,146,795",8
Official髭男dism - エスカパレード,413,135,"","1,142,496",0
Jonas Brothers - Happiness Begins,184,3,(x8),"1,136,019",0
Polo G - Die a Legend,325,27,"","1,131,836",10
Tame Impala - The Slow Rush,177,3,(x3),"1,131,497",13
Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,47,1,(x26),"1,126,066","22,461"
Maluma - 11:11,302,12,"","1,125,136",0
Скриптонит - Уроборос: Улица 36,--,206,"","1,124,658",0
Dadju - Gentleman 2.0,441,64,"","1,124,161",147
21 Savage - Issa Album,196,5,"","1,123,429",0
King Gnu - CEREMONY,350,87,"","1,116,500",233
Lil Durk - Just Cause Y'all Waited 2,245,11,"","1,113,923",104
Migos - Culture III,135,2,(x14),"1,113,816",0
Miyagi - Buster Keaton,60,91,"","1,112,725",107
Jack Harlow - Come Home The Kids Miss You,159,1,(x7),"1,112,354",0
Don Toliver - Heaven Or Hell,207,3,(x7),"1,112,284",0
Mora - Primer Día de Clases,263,57,"","1,110,160",211
P!nk - Hurts 2B Human,186,3,(x5),"1,105,778",0
Lil Pump - Lil Pump,166,4,"","1,103,489",0
